CELL_ID,X,Y
67038,631,67
67039,1191,67
67037,543,67
67032,1460,65
67043,1783,68
67055,2304,73
67058,2330,73
67066,2412,74
67031,438,65
67044,456,69
67059,566,74
67041,1402,69
67054,1008,72
67051,1072,72
67045,835,70
67048,859,71
67040,1088,69
67046,1285,69
67057,1571,74
67053,715,73
67068,1169,77
67080,1418,79
67052,2372,72
67062,1034,75
67063,1145,75
67096,1278,89
67071,1517,76
67072,2146,75
67056,479,76
67083,766,81
67067,875,76
67076,1494,79
67069,1302,76
67061,739,76
67064,1239,75
67086,1364,85
67070,1385,76
67091,535,88
67078,1052,80
67090,2124,85
67073,294,78
67060,681,76
67074,919,79
67075,1221,77
67079,1254,78
67081,1449,85
67085,826,84
67065,1318,75
67112,1331,94
67077,1550,80
67120,2354,94
67089,795,86
67107,1595,88
67088,438,84
67084,604,84
67113,1429,95
67082,412,82
67098,720,88
67087,273,86
67092,329,88
67093,376,88
67094,666,88
67095,978,90
67122,1623,97
67097,1956,88
67115,1186,95
67108,1683,90
67123,464,99
67114,879,94
67106,1312,93
67099,953,91
67100,1227,92
67101,1245,93
67109,2090,93
67103,2174,91
67104,255,91
67121,364,97
67124,616,101
67148,907,104
67117,2432,93
67105,584,93
67102,1527,91
67125,811,99
67111,1210,94
67138,1381,103
67116,1559,94
67128,2111,100
67110,283,93
67118,502,96
67134,729,104
67119,1508,96
67126,558,100
67143,635,105
67141,1020,100
67144,1404,105
67131,350,103
67135,849,102
67130,993,101
67127,1541,100
67132,486,107
67139,1485,103
67140,266,104
67146,435,107
67147,671,108
67136,928,102
67149,1158,108
67142,1257,105
67161,401,111
67129,704,101
67137,967,103
67158,1353,110
67153,1451,107
67133,595,102
67154,1528,109
67145,299,106
67156,521,111
67163,787,112
67168,1560,114
67172,2369,116
67193,1651,125
67151,1681,108
67155,1934,109
67152,1043,109
67157,1059,113
67166,1588,113
67159,2389,111
67160,2453,111
67171,1223,115
67150,2052,107
67162,584,112
67165,1512,113
67164,1014,115
67174,1702,116
67179,1987,118
67170,953,114
67176,1033,119
67191,766,128
67169,821,115
67167,875,114
67185,2065,123
67180,2337,119
67173,976,116
67178,1498,120
67183,841,120
67175,939,118
67177,802,119
67188,1190,122
67184,1463,118
67233,1724,140
67181,374,120
67186,647,121
67201,715,126
67197,1275,126
67187,998,122
67204,2475,129
67202,1334,130
67189,1369,124
67203,1394,130
67182,571,121
67199,925,129
67195,425,128
67228,1305,138
67208,1436,129
67190,1481,124
67194,319,126
67196,1149,128
67209,2253,132
67192,1531,126
67200,387,129
67213,537,133
67231,602,140
67210,620,131
67198,889,129
67212,355,132
67220,1611,135
67214,697,132
67206,871,132
67207,962,132
67211,1451,132
67237,2351,142
67205,211,131
67215,825,135
67242,1171,142
67216,1547,135
67221,669,138
67229,1467,138
67239,2422,141
67224,301,141
67217,513,136
67218,1033,135
67223,1351,138
67234,785,142
67222,850,138
67226,988,138
67238,2386,141
67230,397,139
67253,2306,148
67225,485,138
67227,1008,140
67245,1427,142
67219,1490,137
67241,649,143
67243,1507,143
67235,1527,142
67246,1561,143
67244,1961,140
67236,1994,140
67240,448,142
67232,1074,140
67266,2168,152
67265,1205,154
67257,905,149
67269,1092,154
67249,977,147
67271,1593,155
67258,1935,148
67256,574,149
67264,695,153
67261,949,151
67252,1377,148
67250,238,146
67248,281,147
67255,312,150
67251,715,148
67247,1141,145
67270,1240,154
67268,748,154
67259,869,152
67262,1026,151
67263,1406,152
67260,1448,150
67272,1973,155
67254,219,149
67279,1363,155
67294,1574,162
67274,364,156
67267,403,156
67282,837,156
67284,530,158
67278,1267,156
67273,202,155
67281,1482,155
67296,2503,162
67299,724,162
67302,1623,164
67276,925,156
67277,1107,156
67280,1464,156
67295,1990,165
67341,2087,176
67275,386,157
67287,422,159
67309,1292,165
67286,1515,160
67306,1951,166
67303,2271,163
67291,266,161
67298,673,163
67285,993,158
67283,1042,159
67289,1549,160
67292,445,162
67288,1433,160
67310,1926,166
67290,244,161
67293,811,160
67311,645,169
67297,512,163
67319,797,171
67316,975,168
67301,1415,163
67312,851,169
67308,1022,168
67305,1169,163
67317,1348,171
67314,1489,168
67321,620,176
67315,778,170
67304,938,164
67326,1145,174
67300,1380,162
67307,2224,165
67313,1444,170
67371,1825,190
67359,1878,182
67333,208,177
67318,591,171
67325,228,174
67320,280,173
67353,695,182
67331,924,177
67322,1006,173
67337,1162,177
67323,1323,172
67332,950,176
67328,1271,176
67324,1424,174
67342,250,178
67335,476,177
67345,1383,179
67329,1402,174
67336,877,176
67338,1365,178
67347,834,181
67340,1497,178
67349,1799,182
67362,1917,186
67351,366,181
67334,419,177
67352,438,182
67355,549,183
67344,991,179
67327,1242,176
67330,383,176
67360,569,185
67346,515,181
67339,1469,178
67358,1738,184
67356,863,183
67348,1039,180
67354,348,181
67343,907,180
67376,725,190
67361,1071,185
67350,2226,180
67357,1057,182
67363,306,185
67388,384,194
67369,677,188
67385,1229,193
67368,281,189
67395,1306,196
67373,1416,194
67370,1556,190
67386,2323,193
67375,331,190
67367,2395,188
67364,588,187
67378,1006,191
67365,1131,191
67366,1326,189
67391,1455,196
67374,197,192
67372,232,191
67382,1026,193
67384,1175,195
67379,1397,192
67383,1085,193
67390,969,196
67396,1349,196
67381,874,194
67401,1050,199
67402,1208,199
67400,1944,197
67403,167,200
67387,259,195
67380,794,193
67389,891,196
67377,940,192
67394,420,197
67399,811,198
67415,2259,203
67410,442,202
67398,608,199
67409,909,201
67406,2458,200
67392,348,197
67408,759,202
67417,1587,205
67397,1968,196
67404,290,204
67407,401,202
67421,1374,204
67414,1613,203
67393,366,198
67411,503,202
67412,1188,204
67437,2163,210
67405,464,200
67413,1334,204
67422,186,208
67416,240,205
67427,1120,208
67420,1285,207
67424,781,207
67425,856,206
67426,1074,207
67429,2224,207
67434,213,210
67446,1104,211
67444,1987,213
67418,305,206
67432,1157,209
67419,1268,206
67433,2512,208
67447,319,212
67430,541,209
67445,573,214
67436,1395,214
67428,1557,207
67431,1007,210
67443,1913,211
67423,357,208
67438,338,212
67435,878,210
67442,986,213
67458,1029,218
67457,840,216
67454,2470,215
67441,385,214
67439,594,212
67455,258,216
67456,638,215
67453,1502,217
67440,1964,212
67461,145,217
67448,459,215
67449,475,215
67450,1060,216
67459,1323,218
67475,2327,223
67471,615,222
67479,1087,224
67473,1206,220
67451,1348,216
67470,1576,222
67466,1929,219
67464,809,220
67462,1263,219
67463,1449,218
67460,1948,217
67480,1361,224
67452,1483,216
67469,1415,221
67465,1539,221
67467,438,221
67490,1764,227
67494,2249,229
67483,723,227
67487,791,229
67468,1168,221
67478,499,225
67472,921,222
67476,1298,223
67474,1561,224
67477,356,226
67482,374,226
67481,1467,225
67493,1647,229
67516,2193,235
67491,196,229
67496,886,229
67489,1234,227
67510,2134,235
67500,163,232
67502,427,233
67485,483,228
67484,766,226
67488,859,228
67518,2391,235
67519,2504,235
67492,338,229
67486,518,228
67525,2429,236
67509,546,233
67497,1197,230
67531,2302,238
67511,2523,234
67501,231,232
67495,630,232
67504,991,232
67537,1890,240
67529,1918,237
67508,399,232
67528,824,238
67498,1280,229
67506,1340,231
67499,1953,231
67503,464,231
67513,651,235
67505,1065,232
67507,1487,232
67524,2032,236
67539,1312,237
67530,2000,238
67527,597,237
67546,1263,239
67515,1394,236
67547,1414,240
67520,136,237
67521,275,237
67514,1166,235
67534,1185,239
67523,1438,236
67517,2233,236
67512,255,236
67522,844,238
67532,1100,240
67548,1970,242
67550,2360,243
67580,456,247
67533,1126,239
67536,1523,239
67535,1214,240
67540,1372,240
67542,1849,241
67526,291,237
67544,311,243
67538,772,242
67545,476,243
67543,1237,242
67549,2063,242
67555,382,249
67552,879,246
67541,1461,240
67558,514,247
67569,1330,250
67561,2098,245
67554,362,246
67556,1496,247
67578,1561,250
67551,613,246
67564,1038,248
67553,1291,244
67560,1350,248
67557,414,248
67559,1082,248
67562,220,248
67575,798,250
67577,1541,253
67571,2046,251
67567,858,251
67563,1008,249
67565,1430,250
67579,151,253
67572,238,254
67568,1164,250
67594,1687,257
67566,2228,249
67586,2447,252
67587,120,254
67574,440,252
67585,2007,254
67570,1387,251
67592,1464,255
67584,283,254
67573,342,254
67582,1193,253
67576,1277,252
67591,654,257
67581,985,251
67588,1134,256
67606,1631,267
67589,2580,255
67609,839,263
67599,1604,257
67613,2181,264
67607,2269,259
67596,540,256
67583,1585,254
67604,2085,259
67593,1511,257
67633,2310,268
67595,397,258
67590,500,256
67610,895,263
67597,1234,258
67611,1315,265
67598,524,260
67603,1209,260
67651,2551,271
67601,424,261
67628,776,267
67602,816,261
67618,1358,264
67624,2134,267
67614,2429,264
67630,1285,266
67612,1417,263
67634,2399,267
67621,197,265
67615,297,265
67616,473,265
67622,1095,266
67619,2100,268
67625,2455,267
67620,139,268
67608,614,263
67631,1380,268
67600,311,261
67617,569,264
67605,594,262
67623,1257,266
67670,1856,278
67637,2223,268
67629,1025,268
67632,2024,267
67626,224,268
67641,702,270
67636,1072,268
67649,1581,273
67671,2365,278
67638,325,270
67644,406,271
67639,494,270
67645,547,271
67642,793,271
67647,1341,271
67662,1994,274
67654,2333,271
67643,381,271
67627,439,267
67640,636,269
67653,2075,270
67650,2251,273
67655,2529,272
67664,860,275
67635,911,270
67659,1222,274
67689,1760,283
67656,253,274
67658,1171,272
67661,1559,274
67668,277,278
67660,1445,273
67652,1604,274
67678,1948,282
67663,116,277
67646,1150,271
67665,517,277
67681,2344,284
67648,1517,273
67679,2059,281
67657,811,276
67666,1050,277
67677,1659,281
67675,181,281
67669,420,278
67672,1006,279
67667,1538,275
67702,1687,287
67673,1120,280
67688,1730,283
67720,2157,293
67680,2276,283
67676,392,281
67709,2028,291
67694,92,285
67716,565,288
67674,1407,280
67687,1425,285
67703,1875,287
67682,310,283
67692,616,283
67693,1308,286
67691,295,284
67698,538,288
67685,1146,283
67707,1194,288
67686,1367,284
67696,1550,288
67683,453,283
67700,832,289
67695,435,286
67699,675,287
67745,878,300
67684,895,283
67690,2105,284
67713,2228,292
67715,486,291
67697,2207,286
67743,2602,299
67706,358,290
67719,2082,293
67714,2456,291
67708,1334,289
67705,325,289
67725,801,296
67701,1164,289
67712,1574,293
67752,1615,300
67718,947,292
67756,2195,305
67704,244,289
67717,730,292
67760,777,305
67710,1077,292
67711,1095,290
67723,219,296
67726,380,298
67728,755,297
67749,2259,303
67736,2493,298
67732,269,299
67727,399,298
67730,2044,301
67731,169,300
67746,905,303
67724,419,295
67765,508,307
67721,524,296
67735,1355,299
67740,1015,301
67741,1118,300
67734,1234,298
67722,1261,295
67729,1387,298
67751,1453,303
67739,627,300
67742,1139,301
67754,2536,302
67762,2627,305
67784,849,312
67738,447,300
67755,1207,305
67748,1593,302
67767,2514,307
67737,2554,298
67733,296,301
67744,310,303
67759,469,305
67770,583,310
67747,1303,301
67750,85,305
67763,336,306
67771,615,310
67753,1826,303
67757,2421,305
67758,430,307
67766,600,306
67774,738,311
67776,1549,311
67761,1058,305
67772,659,310
67782,1751,314
67792,1972,319
67764,409,309
67769,953,309
67803,819,321
67773,1153,310
67775,1250,310
67797,1694,319
67808,2565,321
67781,1286,314
67787,2062,314
67789,255,317
67768,564,309
67780,1183,313
67794,1324,319
67777,2079,311
67790,215,319
67778,925,312
67791,1361,316
67779,1107,315
67786,1307,315
67788,193,316
67793,359,319
67785,1230,316
67796,1638,318
67800,2586,320
67806,1260,321
67814,114,327
67801,321,320
67809,464,322
67838,2640,334
67783,754,317
67821,1343,328
67812,2025,326
67813,2354,325
67802,801,322
67836,1004,329
67795,1567,320
67811,2272,325
67798,2339,319
67799,2387,319
67833,2525,329
67805,416,322
67810,527,323
67823,87,328
67804,1201,320
67807,2432,321
67815,571,329
67819,1174,326
67825,2049,329
67824,1122,328
67829,274,330
67816,600,328
67817,950,328
67830,626,330
67827,1212,329
67841,1666,333
67818,1145,327
67828,1272,329
67822,2084,327
67834,334,332
67835,431,332
67846,868,334
67826,1074,329
67820,1241,327
67878,2135,345
67837,1631,333
67843,547,335
67831,748,331
67845,780,337
67854,1741,338
67869,1779,343
67832,2115,330
67866,2168,342
67857,2612,337
67840,508,333
67842,371,335
67847,907,336
67867,185,345
67849,294,337
67839,478,334
67848,1089,336
67855,2225,336
67851,492,337
67853,1228,337
67865,1292,340
67858,2197,338
67844,2366,336
67850,392,337
67861,1163,340
67852,1186,337
67856,2250,338
67860,352,340
67863,735,341
67859,2550,339
67876,244,347
67883,806,349
67862,1319,341
67877,1958,348
67880,2377,347
67870,2441,344
67882,68,350
67886,922,350
67864,1264,341
67875,129,347
67868,465,345
67872,564,346
67895,216,353
67874,1489,344
67894,41,353
67871,444,346
67885,721,350
67905,1334,356
67873,1141,346
67879,2353,346
67888,1195,350
67884,1243,348
67881,365,349
67887,1011,352
67889,1212,351
67906,1659,356
67893,2262,352
67890,276,352
67917,1373,362
67892,2217,353
67902,2539,357
67900,144,355
67896,309,351
67891,507,352
67897,1128,352
67913,1688,361
67899,2101,354
67901,1048,357
67978,2083,374
67898,1259,353
67908,661,358
67920,745,363
67903,852,358
67932,2452,366
67916,705,361
67909,1075,360
67910,1469,359
67914,2322,361
67928,2414,365
67907,351,360
67904,1225,359
67923,1528,363
67927,2277,365
67918,2192,361
67915,92,361
67919,108,363
67961,2520,374
67912,544,361
67935,950,367
67937,1768,367
67924,1877,363
67911,442,360
67925,991,365
67938,251,368
67933,310,367
67930,460,367
67934,566,366
67922,1294,361
67931,2207,365
67948,2241,370
67939,512,367
67929,394,365
67940,610,367
67926,1200,364
67921,1243,363
67945,1258,370
68014,1505,392
67949,167,371
67943,374,370
67936,1025,367
67941,1125,368
67952,1426,371
67946,1620,369
67989,1731,380
67942,2369,368
67982,2495,382
67956,58,374
67962,82,377
67963,125,376
67950,478,371
67944,688,369
67966,767,376
67947,1282,370
67965,650,376
67953,206,374
67964,524,377
67958,807,375
67951,1100,372
67955,2335,373
67954,732,374
67968,1011,376
67973,1302,378
67960,2385,374
67971,588,379
67984,1677,383
67976,2120,377
67959,1465,375
67957,440,375
67970,496,378
67979,674,380
67969,1059,377
67972,1203,377
67980,1344,382
67974,1393,378
67975,1657,378
67977,265,380
67967,858,376
67997,149,388
68003,623,388
68007,2561,388
67986,546,384
67987,846,383
68013,2054,392
67983,1179,380
67985,2142,382
67981,2204,381
67993,41,385
67998,711,385
68023,903,392
67999,986,386
67996,2661,385
67991,955,385
67992,1229,383
67988,1277,383
68002,2355,387
67990,566,385
68010,878,392
68000,1030,386
68024,1186,393
68005,1213,388
68017,2631,392
68008,179,390
67995,1143,386
68012,1779,390
68006,1840,388
68001,2189,386
68015,2583,391
68016,2606,392
68009,697,392
67994,1048,385
68030,2098,396
68032,642,396
68022,728,395
68025,2443,394
68052,754,406
68004,1097,388
68011,1165,391
68031,11,397
68027,231,394
68019,377,393
68021,478,392
68041,1762,402
68039,821,401
68028,1249,396
68018,342,394
68026,528,395
68020,461,393
68061,1641,407
68054,1809,404
68055,2152,405
68029,1281,395
68072,2124,412
68045,451,403
68046,797,401
68033,855,397
68034,1223,400
68040,1314,402
68038,312,401
68036,2252,400
68050,2377,403
68042,33,403
68044,358,403
68048,1133,402
68049,1150,401
68056,2218,405
68037,244,401
68051,279,403
68075,597,416
68035,1034,400
68043,259,403
68058,783,408
68047,962,402
68062,2656,408
68057,2355,406
68070,419,411
68059,947,408
68067,991,411
68053,1054,408
68080,2516,415
68063,516,409
68071,1025,413
68060,1077,407
68064,1858,411
68078,93,415
68069,1788,412
68065,478,412
68066,686,413
68068,1161,412
68092,622,422
68094,705,421
68076,1256,414
68088,1972,417
68095,2493,420
68073,231,415
68074,302,414
68100,877,427
68077,2287,415
68085,557,419
68081,662,417
68118,2105,429
68084,534,419
68079,1271,417
68105,2075,422
68090,16,421
68083,436,419
68086,576,419
68093,642,421
68139,2587,436
68114,147,427
68101,977,424
68082,1188,417
68098,2011,423
68111,2459,426
68096,267,422
68099,770,424
68089,802,422
68112,2540,426
68113,121,427
68097,903,422
68087,1133,419
68122,2681,425
68091,351,420
68136,1738,433
68106,2167,425
68103,493,425
68108,1047,427
68102,1237,424
68117,1586,429
68104,1764,425
68110,1906,426
68115,849,428
68107,398,426
68127,1799,431
68121,2140,430
68125,517,432
68109,1695,427
68137,1851,432
68170,2035,443
68124,307,430
68119,325,429
68131,1199,431
68133,2181,432
68140,1408,435
68128,2196,430
68134,2304,432
68130,782,434
68126,1150,432
68141,1714,437
68152,29,440
68158,175,441
68123,287,430
68116,935,429
68135,340,434
68120,1102,429
68129,2266,431
68149,1265,439
68132,1292,432
68148,1015,438
68145,1182,437
68156,1324,439
68150,1534,439
68160,1678,441
68166,654,442
68159,674,441
68151,2060,440
68177,97,448
68138,431,434
68161,1941,440
68146,1978,437
68143,476,437
68142,7,438
68147,359,438
68153,587,440
68185,687,448
68154,713,441
68176,2506,447
68164,1212,442
68157,1759,441
68174,1830,445
68162,806,442
68155,1237,440
68163,1032,442
68171,2375,445
68188,2529,450
68144,1096,438
68224,461,456
68169,979,446
68168,415,445
68182,1654,447
68165,568,444
68167,824,444
68186,1056,448
68180,1131,447
68181,1223,448
68173,1252,446
68175,2455,448
68212,2617,456
68190,304,450
68178,370,448
68172,440,446
68179,997,447
68197,1809,453
68198,2553,451
68196,138,450
68202,500,453
68184,609,448
68183,1788,448
68209,1921,456
68187,2164,449
68189,272,451
68205,945,455
68232,2094,460
68195,2144,450
68213,67,457
68191,483,450
68203,633,455
68192,844,449
68194,1117,451
68214,201,456
68219,702,459
68204,772,456
68217,966,455
68193,1093,450
68231,1881,461
68199,523,453
68206,1147,454
68207,1196,455
68230,1853,461
68210,2181,456
68216,424,456
68201,2227,453
68220,864,458
68211,2252,455
68215,285,456
68208,1079,456
68221,1174,459
68240,1777,465
68200,1982,454
68249,2011,467
68233,217,461
68218,1240,457
68222,2275,458
68228,559,462
68256,892,471
68227,152,462
68223,322,459
68225,1015,459
68226,1376,460
68245,1720,465
68237,27,465
68238,133,465
68253,2073,469
68241,2359,464
68235,793,463
68236,989,465
68239,1295,464
68246,2052,467
68263,109,474
68250,439,469
68243,583,465
68229,603,461
68247,650,470
68254,2443,469
68234,1062,463
68244,671,466
68251,821,468
68252,1903,469
68282,2654,478
68257,1133,471
68255,247,470
68242,383,466
68248,1816,467
68272,1958,474
68258,619,471
68265,969,475
68267,2323,474
68268,539,476
68264,854,475
68261,1099,473
68280,1835,481
68285,2477,485
68260,396,473
68273,521,477
68259,1049,471
68271,1700,477
68276,416,479
68262,1194,474
68270,1213,476
68278,161,480
68269,805,475
68266,1086,476
68277,1168,478
68287,872,482
68281,2258,479
68275,2375,477
68283,595,479
68297,3,491
68301,70,488
68303,714,487
68291,760,484
68274,1305,478
68284,2181,480
68279,327,480
68294,981,487
68308,1563,489
68296,1751,485
68320,1921,492
68290,2161,483
68309,17,491
68286,47,482
68288,1113,482
68295,1676,485
68315,1991,489
68311,681,489
68318,699,489
68312,792,493
68292,939,484
68293,1016,483
68298,131,488
68289,1871,483
68302,635,488
68300,2402,486
68344,953,498
68305,1047,489
68314,1295,490
68324,2044,493
68332,2541,498
68307,1223,488
68299,1243,487
68304,2273,488
68313,834,490
68306,1158,489
68327,2067,496
68319,2086,492
68310,617,491
68316,398,493
68323,1617,494
68335,1893,500
68348,2517,501
68339,443,501
68333,920,499
68351,1103,501
68419,2028,524
68322,858,494
68325,208,495
68317,600,492
68321,2193,493
68330,581,498
68329,562,498
68340,808,501
68353,1351,504
68338,357,501
68326,1813,497
68336,1968,500
68354,774,505
68358,824,509
68328,2300,498
68343,326,502
68334,1007,500
68345,1868,502
68341,2123,500
68342,194,503
68331,898,498
68346,1942,501
68349,41,503
68350,146,503
68337,2423,500
68359,991,505
68352,1217,506
68377,487,511
68355,1756,505
68356,1791,504
68347,2276,502
68357,663,505
68362,111,508
68363,870,507
68364,2200,508
68367,2240,508
68368,604,510
68379,1663,515
68360,2007,507
68397,2676,519
68365,289,509
68375,632,517
68366,1317,509
68383,2487,515
68370,619,509
68392,1257,517
68380,1832,515
68395,1948,520
68361,69,507
68371,695,512
68405,1204,521
68420,2063,526
68373,2218,512
68378,86,516
68399,177,520
68374,413,513
68391,898,521
68372,1033,514
68411,1341,527
68393,1504,519
68406,1982,520
68384,338,518
68369,589,513
68376,980,514
68387,272,519
68388,303,519
68390,679,519
68385,2129,518
68381,2262,517
68389,355,519
68382,2399,517
68394,1738,520
68396,2373,520
68398,149,522
68401,377,522
68402,579,521
68404,1159,521
68386,10,519
68410,33,524
68400,208,522
68412,1863,524
68427,68,530
68434,762,531
68418,807,528
68430,1415,530
68409,1794,524
68415,447,525
68408,990,523
68423,1072,527
68403,1100,523
68455,1310,537
68413,2187,524
68414,232,525
68416,535,526
68421,867,527
68407,884,523
68424,1233,527
68425,1280,527
68449,2006,534
68450,109,537
68429,666,531
68422,1019,527
68426,2204,528
68438,2543,533
68428,394,530
68417,694,527
68448,1711,535
68444,2453,535
68439,599,534
68441,1000,533
68432,2220,532
68443,2049,532
68433,10,533
68446,413,535
68447,515,536
68431,1218,532
68437,2518,532
68470,2596,543
68445,250,536
68435,1175,532
68457,617,539
68440,735,534
68436,1672,534
68461,1688,541
68452,2144,537
68459,2493,540
68465,706,539
68454,1056,537
68453,356,538
68468,579,544
68442,1483,534
68451,1964,536
68464,558,542
68460,1151,541
68475,1640,545
68462,2257,541
68463,332,541
68466,1257,542
68456,485,538
68472,268,545
68458,1731,540
68471,223,545
68467,2185,543
68488,2664,548
68500,25,554
68489,182,550
68473,459,545
68474,635,545
68498,915,553
68469,1877,543
68494,985,551
68482,1505,548
68477,1858,546
68492,1981,549
68480,2400,545
68490,749,551
68476,1815,546
68478,1919,545
68479,2090,545
68486,1040,548
68495,155,551
68485,299,549
68536,1288,563
68483,2110,547
68481,4,548
68491,1214,550
68502,2438,554
68496,341,553
68484,2223,549
68487,2354,549
68499,1062,553
68513,667,557
68520,1473,560
68531,1996,563
68497,485,552
68508,965,557
68509,1964,558
68493,413,551
68530,1661,564
68506,1675,554
68511,2386,556
68512,135,557
68517,596,559
68518,689,559
68503,854,556
68516,2276,556
68540,88,567
68544,655,569
68519,1241,558
68505,1591,555
68514,1834,558
68501,2319,554
68521,317,561
68507,790,556
68504,1122,555
68510,2304,556
68525,2468,561
68556,518,573
68527,622,563
68535,705,566
68522,1176,562
68547,1359,568
68523,2144,561
68524,2193,562
68515,2252,558
68538,806,565
68546,892,568
68529,1322,564
68533,59,565
68526,2520,562
68528,1266,564
68559,1411,570
68542,1717,567
68555,2653,571
68552,1869,570
68553,2015,571
68537,2231,565
68534,416,564
68541,721,567
68543,561,568
68551,1685,571
68532,3,564
68581,844,581
68550,1146,569
68561,2571,572
68549,287,569
68545,779,568
68539,1129,566
68564,2489,572
68571,1642,578
68562,156,574
68548,176,571
68565,241,574
68580,37,582
68554,220,570
68574,389,579
68557,863,572
68566,1087,576
68577,1339,581
68560,1938,573
68573,131,579
68558,1027,573
68578,1701,581
68563,2101,573
68569,2115,576
68572,6,578
68567,1191,575
68570,2268,577
68592,2468,586
68585,623,581
68568,793,577
68575,1164,581
68608,2554,591
68582,211,583
68583,338,583
68616,1613,594
68576,473,579
68589,685,583
68611,990,590
68579,2193,580
68584,585,582
68586,1044,583
68587,2069,583
68600,287,588
68607,1984,592
68595,364,587
68590,820,586
68593,1010,586
68597,1104,587
68591,2207,584
68588,436,585
68596,722,587
68612,1901,592
68594,2339,585
68609,109,592
68599,1826,587
68610,708,593
68621,881,598
68598,1728,588
68602,965,590
68604,806,590
68619,945,596
68617,2119,593
68603,2184,589
68601,789,589
68627,905,598
68623,1713,596
68614,167,593
68625,612,601
68605,1071,591
68639,1567,602
68613,2275,593
68622,1028,596
68615,1054,594
68620,659,596
68606,1357,590
68641,675,606
68638,1377,604
68657,2648,607
68630,6,602
68633,306,602
68618,562,595
68637,772,603
68624,2224,596
68626,696,598
68635,1669,601
68644,2456,603
68631,207,601
68648,2006,605
68636,2240,602
68634,632,602
68628,1161,598
68632,2144,600
68649,23,607
68629,920,600
68654,1352,607
68642,2070,605
68640,338,604
68652,787,608
68645,1006,606
68646,1246,606
68672,650,615
68662,1297,610
68671,1650,613
68647,1927,606
68643,2158,604
68656,2358,607
68658,396,608
68653,980,608
68667,146,613
68673,756,616
68650,114,609
68651,259,607
68670,529,613
68659,811,609
68664,2254,610
68666,2290,610
68663,1406,610
68660,1805,609
68655,1964,608
68661,2277,608
68681,966,619
68669,827,612
68665,1110,611
68680,566,619
68703,865,628
68668,694,612
68674,936,617
68675,1039,616
68678,1095,617
68690,1706,623
68676,1727,617
68684,55,620
68677,459,617
68699,1317,624
68682,1335,619
68679,2414,619
68683,1856,619
68691,2047,623
68689,328,623
68686,373,622
68694,710,623
68700,1605,626
68696,2086,624
68692,2304,622
68693,2451,623
68715,2474,631
68724,2554,633
68705,849,627
68687,989,622
68685,1668,621
68698,2229,623
68695,1009,624
68706,1872,627
68688,2270,621
68716,15,632
68708,350,630
68702,389,627
68701,2070,626
68697,2194,624
68719,1376,632
68709,513,630
68714,1354,631
68717,233,631
68722,637,634
68723,950,632
68713,1025,631
68710,1844,629
68720,1899,635
68721,1949,632
68711,172,631
68707,216,630
68704,1828,628
68727,1918,633
68730,727,636
68735,1282,639
68712,280,631
68765,2528,642
68744,883,641
68728,2347,633
68718,1151,631
68734,1254,638
68731,2107,636
68742,304,642
68726,813,635
68745,981,641
68767,1417,650
68759,2499,645
