ACQUISITION_ID,CELL_ID,CD11b,CD14,CD15,CD163,CD20,CD21,CD31,CD34,CD3e,CD4,CD45,CD45RA,CD45RO,CD68,CD8,CollagenIV,HLA-DR,Ki67,PanCK,Podoplanin,Vimentin,aSMA
UPMC_c001_v001_r001_reg001,1,3.04598565797036,3.45698541555176,2.73399967813063,10.2885476956883,3.32550451483714,3.55144177342072,4.3364303150558,2.81878585631843,2.54349118867823,3.39631396748646,2.67379667091561,3.10950532097308,1.63525332664363,2.25353294530537,4.99166553015296,3.33280323099378,2.49367924086164,2.66406212682886,22.7381822417475,8.17734431391617,3.20836201026624,3.22432697825729
UPMC_c001_v001_r001_reg001,2,4.10758579712328,4.06243861433644,2.79697461381187,4.92371897334106,9.87467613151352,4.3596322356239,3.42038808890644,2.22048344651809,3.44676880676988,3.57602499132597,7.05034318139268,3.40359591232551,3.74297304148848,2.69695107707527,4.61125903698608,1.94804045948514,2.79623446597615,2.6321111879121,15.8948568362814,5.01847579385722,4.14899843899624,3.26746886895327
UPMC_c001_v001_r001_reg001,3,2.8626286729339,6.20121549554161,1.64128456576109,4.1408522847554,2.0979479763184,2.2957948519692,1.48793579343333,2.97268784468482,8.35298810378419,8.27874490696256,12.6353825924013,8.91089789951453,12.9684968699653,2.34157530926808,1.63456958327612,2.78021660083218,4.42195668019741,2.23958464232712,1.20338533599923,1.67774847710944,3.52988395084324,5.3242215621215
UPMC_c001_v001_r001_reg001,4,1.50120850021248,8.41364376916953,2.97967326564198,1.40061555510956,2.56295505834288,1.26412671115501,1.99258056193045,2.64713176524063,7.50801151246791,10.9623463407575,12.050770596833,3.25367281121665,17.7825704064397,3.06078661596348,1.10085750256997,2.3619429802802,2.17540082755309,1.87545486934428,1.31012704275094,1.32356545763989,8.86030505222334,3.61225279715752
UPMC_c001_v001_r001_reg001,5,2.70254152637736,2.23320258341319,3.12455872814621,7.88248057438456,7.55393303294252,4.43862762092573,4.49503977888276,2.93022466790374,2.00922408960624,3.47142610197731,2.13826346806166,2.2483627081926,1.96778898306241,2.41542417861689,3.0504420489639,2.10420099432153,1.5242479495957,14.9831874941066,17.2717894694746,7.24267462136268,2.70425380435947,1.50810557532233
UPMC_c001_v001_r001_reg001,6,2.32965319606453,2.00928052122653,2.11317506429003,10.0449664617435,3.17025943265701,4.36037226049729,3.11279629057018,1.25349148211431,7.95315324466416,9.77019508611749,11.0633131034245,1.64510693352672,6.71023375963501,1.84534546264571,3.06713680800104,1.31546765438776,1.51002979251136,1.81379378289439,18.383095999135,1.80138336430209,3.2125331087842,1.51521719080714
UPMC_c001_v001_r001_reg001,7,3.03381041295416,6.69415960874188,3.67218625255687,6.5312604388849,4.88835696128176,4.0650205365418,2.92560469570851,6.83572407470528,3.50413332950449,2.87921538888538,3.95818189090955,3.35204246676883,1.26394811509395,3.55018000264521,2.50704161881904,4.40484287542057,4.53188716692884,3.10049670953532,10.8969579190967,6.4416766422431,5.17335718318165,5.78991570959224
UPMC_c001_v001_r001_reg001,8,2.00698949595748,12.8470251034967,2.52567150881844,2.36397634523761,2.92984755913885,1.20161553193428,2.28947198827022,4.04915253867468,2.17624117196207,4.29025431228591,10.603935956203,5.05012742207509,4.95580661419171,2.89271712922379,1.91509402234985,3.64337662414733,2.91848692803173,1.56946814800087,1.16080007522806,6.12443479482447,7.66795000832953,14.8175567216183
UPMC_c001_v001_r001_reg001,9,2.70195445214589,1.89020471905828,2.69040742994504,12.1995363778403,5.94860659464108,4.76620811104261,4.62916296452264,2.03126949727274,2.03528114398927,4.16894747273299,3.24478594197323,2.49726144925774,2.21669526524691,2.78207714410389,4.75282458894724,1.74749958209956,1.68153523701435,2.44571061521188,24.9198796794411,4.05970815008815,4.47217342169518,2.11827016172993
UPMC_c001_v001_r001_reg001,10,2.8690193266602,1.89511477327352,2.51799261795922,15.028542957145,4.77364267079117,4.50834090848713,3.18419568885277,2.03166628299175,1.99028457144164,2.79470395285895,3.17273474676025,2.5479368627856,3.52330194041927,2.298102261052,5.58049102125312,1.74478701768417,1.59238619697554,2.3193617392255,25.6670633288723,4.74490894782065,3.43775708464278,1.7776651020475
