region_id,center_node_idx,cell_id
UPMC_c004_v001_r001_reg028,1230,744164
UPMC_c004_v001_r001_reg029,4858,754782
UPMC_c004_v001_r001_reg029,5277,755211
UPMC_c004_v001_r001_reg029,3188,753056
UPMC_c004_v001_r001_reg029,3163,753031
UPMC_c004_v001_r001_reg029,5230,755163
UPMC_c004_v001_r001_reg029,5709,755648
UPMC_c004_v001_r001_reg029,2685,752543
UPMC_c004_v001_r001_reg032,854,758565
UPMC_c004_v001_r001_reg032,8845,766690
UPMC_c004_v001_r001_reg032,2019,759749
UPMC_c004_v001_r001_reg032,6884,764697
UPMC_c004_v001_r001_reg032,1758,759482
UPMC_c004_v001_r001_reg032,8557,766395
UPMC_c004_v001_r001_reg032,8330,766164
UPMC_c004_v001_r001_reg032,5084,762857
UPMC_c004_v001_r001_reg032,7226,765042
UPMC_c004_v001_r001_reg034,6918,782731
UPMC_c004_v001_r001_reg034,3715,779461
UPMC_c004_v001_r001_reg034,6487,782298
UPMC_c004_v001_r001_reg034,2458,778180
UPMC_c004_v001_r001_reg034,2387,778107
UPMC_c004_v001_r001_reg034,9407,785232
UPMC_c004_v001_r001_reg034,2410,778131
UPMC_c004_v001_r001_reg034,1538,777247
UPMC_c004_v001_r001_reg034,2325,778043
UPMC_c004_v001_r001_reg035,12647,798728
UPMC_c004_v001_r001_reg035,726,786670
UPMC_c004_v001_r001_reg035,6073,792076
UPMC_c004_v001_r001_reg035,10393,796447
UPMC_c004_v001_r001_reg035,8266,794294
UPMC_c004_v001_r001_reg035,3339,789308
UPMC_c004_v001_r001_reg035,446,786386
UPMC_c004_v001_r001_reg035,10519,796573
UPMC_c004_v001_r001_reg035,1298,787246
UPMC_c004_v001_r001_reg035,2650,788608
UPMC_c004_v001_r001_reg035,9184,795219
UPMC_c004_v001_r001_reg035,4169,790150
UPMC_c004_v001_r001_reg036,9114,808517
UPMC_c004_v001_r001_reg036,2579,801883
UPMC_c004_v001_r001_reg036,156,799447
UPMC_c004_v001_r001_reg036,4369,803685
UPMC_c004_v001_r001_reg036,2559,801863
UPMC_c004_v001_r001_reg036,5708,805064
UPMC_c004_v001_r001_reg036,3328,802636
UPMC_c004_v001_r001_reg036,5595,804947
UPMC_c004_v001_r001_reg036,4866,804195
UPMC_c004_v001_r001_reg037,374,809106
UPMC_c004_v001_r001_reg037,136,808861
UPMC_c004_v001_r001_reg037,2504,811325
UPMC_c004_v001_r001_reg038,8080,821179
UPMC_c004_v001_r001_reg038,2680,815685
UPMC_c004_v001_r001_reg038,3099,816112
UPMC_c004_v001_r001_reg038,3100,816113
UPMC_c004_v001_r001_reg038,5874,818934
UPMC_c004_v001_r001_reg038,2473,815472
UPMC_c004_v001_r001_reg038,3094,816107
UPMC_c004_v001_r001_reg038,5221,818272
UPMC_c004_v001_r001_reg040,6530,829410
UPMC_c004_v001_r001_reg040,953,823630
UPMC_c004_v001_r001_reg040,1979,824685
UPMC_c004_v001_r001_reg040,6565,829445
UPMC_c004_v001_r001_reg040,7038,829928
UPMC_c004_v001_r001_reg040,4577,827406
UPMC_c004_v001_r001_reg040,3157,825924
UPMC_c004_v001_r001_reg043,7125,838074
UPMC_c004_v001_r001_reg043,1979,832655
UPMC_c004_v001_r001_reg043,4558,835313
UPMC_c004_v001_r001_reg043,594,831131
UPMC_c004_v001_r001_reg043,6851,837764
UPMC_c004_v001_r001_reg043,5783,836609
UPMC_c004_v001_r001_reg043,7040,837979
UPMC_c004_v001_r001_reg044,4700,842927
UPMC_c004_v001_r001_reg044,3744,841957
UPMC_c004_v001_r001_reg044,1306,839473
UPMC_c004_v001_r001_reg044,1516,839685
UPMC_c004_v001_r001_reg044,1542,839711
UPMC_c004_v001_r001_reg044,1108,839274
UPMC_c004_v001_r001_reg044,3175,841374
UPMC_c004_v001_r001_reg044,8248,846567
UPMC_c004_v001_r001_reg044,3947,842162
UPMC_c004_v001_r001_reg045,101,847652
UPMC_c004_v001_r001_reg045,2890,850585
UPMC_c004_v001_r001_reg045,1804,849444
UPMC_c004_v001_r001_reg046,4161,855323
UPMC_c004_v001_r001_reg046,1114,852152
UPMC_c004_v001_r001_reg046,1166,852208
UPMC_c004_v001_r001_reg046,336,851343
UPMC_c004_v001_r001_reg046,1227,852271
UPMC_c004_v001_r001_reg047,3335,860626
UPMC_c004_v001_r001_reg047,6112,863457
UPMC_c004_v001_r001_reg047,1552,858803
UPMC_c004_v001_r001_reg047,3369,860662
UPMC_c004_v001_r001_reg047,7671,865065
UPMC_c004_v001_r001_reg047,5257,862581
UPMC_c004_v001_r001_reg047,4354,861661
UPMC_c004_v001_r001_reg047,3155,860437
UPMC_c004_v001_r001_reg048,4454,871040
UPMC_c004_v001_r001_reg048,4549,871137
UPMC_c004_v001_r001_reg048,4070,870653
UPMC_c004_v001_r001_reg048,1338,867842
UPMC_c004_v001_r001_reg049,2211,873880
UPMC_c004_v001_r001_reg049,797,872441
UPMC_c004_v001_r001_reg049,2672,874352
UPMC_c004_v001_r001_reg050,4695,880503
UPMC_c004_v001_r001_reg050,1014,876758
UPMC_c004_v001_r001_reg050,3992,879790
UPMC_c004_v001_r001_reg050,2428,878199
UPMC_c004_v001_r001_reg050,2704,878479
UPMC_c004_v001_r001_reg051,743,882581
UPMC_c004_v001_r001_reg052,2702,886816
UPMC_c004_v001_r001_reg052,514,884316
UPMC_c004_v001_r001_reg056,2498,890910
UPMC_c004_v001_r001_reg056,2188,890557
UPMC_c004_v001_r001_reg057,3887,895493
UPMC_c004_v001_r001_reg057,2972,894517
UPMC_c004_v001_r001_reg057,1678,893164
UPMC_c004_v001_r001_reg057,5483,897167
UPMC_c004_v001_r001_reg057,738,892208
UPMC_c004_v001_r001_reg057,94,891543
UPMC_c004_v001_r001_reg058,7685,906173
UPMC_c004_v001_r001_reg058,6469,904872
UPMC_c004_v001_r001_reg058,7889,906392
UPMC_c004_v001_r001_reg058,6614,905025
UPMC_c004_v001_r001_reg058,3060,901290
UPMC_c004_v001_r001_reg058,8035,906545
UPMC_c004_v001_r001_reg058,5206,903548
UPMC_c004_v001_r001_reg059,6283,913042
UPMC_c004_v001_r001_reg059,10957,918210
UPMC_c004_v001_r001_reg059,8528,915338
UPMC_c004_v001_r001_reg059,5612,912358
UPMC_c004_v001_r001_reg059,5966,912715
UPMC_c004_v001_r001_reg059,5127,911860
UPMC_c004_v001_r001_reg059,4159,910884
UPMC_c004_v001_r001_reg059,7162,913927
UPMC_c004_v001_r001_reg059,7942,914731
UPMC_c004_v001_r001_reg059,12124,919435
UPMC_c004_v001_r001_reg059,3907,910631
UPMC_c004_v001_r001_reg059,7362,914130
UPMC_c004_v001_r001_reg060,2496,922333
UPMC_c004_v001_r001_reg060,1658,921418
UPMC_c004_v001_r001_reg060,3480,923388
UPMC_c004_v001_r001_reg060,2693,922548
UPMC_c004_v001_r001_reg061,8059,932989
UPMC_c004_v001_r001_reg061,8360,933292
UPMC_c004_v001_r001_reg061,6258,931139
UPMC_c004_v001_r001_reg061,8205,933135
UPMC_c004_v001_r001_reg061,6541,931427
UPMC_c004_v001_r001_reg061,5047,929891
UPMC_c004_v001_r001_reg061,7329,932241
UPMC_c004_v001_r001_reg061,4695,929533
UPMC_c004_v001_r001_reg062,378,933988
UPMC_c004_v001_r001_reg062,1705,935504
UPMC_c004_v001_r001_reg062,391,934003
UPMC_c004_v001_r001_reg063,1815,939593
UPMC_c004_v001_r001_reg063,2084,939868
UPMC_c005_v001_r001_reg002,138,946795
UPMC_c005_v001_r001_reg002,6663,953341
UPMC_c005_v001_r001_reg002,5010,951679
UPMC_c005_v001_r001_reg002,1942,948605
UPMC_c005_v001_r001_reg002,4626,951294
UPMC_c005_v001_r001_reg002,7584,954268
UPMC_c005_v001_r001_reg002,7447,954130
UPMC_c005_v001_r001_reg002,504,947161
UPMC_c005_v001_r001_reg002,8750,955437
UPMC_c005_v001_r001_reg003,6479,963137
UPMC_c005_v001_r001_reg003,7459,964120
UPMC_c005_v001_r001_reg003,8724,965410
UPMC_c005_v001_r001_reg003,7567,964228
UPMC_c005_v001_r001_reg003,967,957601
UPMC_c005_v001_r001_reg003,7644,964306
UPMC_c005_v001_r001_reg003,1058,957692
UPMC_c005_v001_r001_reg003,7307,963967
UPMC_c005_v001_r001_reg004,1328,966871
UPMC_c005_v001_r001_reg004,4792,970352
UPMC_c005_v001_r001_reg004,2397,967946
UPMC_c005_v001_r001_reg004,2884,968435
UPMC_c005_v001_r001_reg004,1133,966675
UPMC_c005_v001_r001_reg004,1854,967399
UPMC_c005_v001_r001_reg004,514,966049
UPMC_c005_v001_r001_reg004,509,966044
UPMC_c005_v001_r001_reg004,2048,967594
UPMC_c005_v001_r001_reg005,2258,977968
UPMC_c005_v001_r001_reg005,248,975945
UPMC_c005_v001_r001_reg005,8649,984414
UPMC_c005_v001_r001_reg005,9820,985600
UPMC_c005_v001_r001_reg005,3435,979147
UPMC_c005_v001_r001_reg005,6346,982066
UPMC_c005_v001_r001_reg005,1187,976892
UPMC_c005_v001_r001_reg005,8331,984090
UPMC_c005_v001_r001_reg005,6003,981720
UPMC_c005_v001_r001_reg006,6936,993410
UPMC_c005_v001_r001_reg006,1467,987662
UPMC_c005_v001_r001_reg006,8407,994887
UPMC_c005_v001_r001_reg006,7160,993635
UPMC_c005_v001_r001_reg006,7768,994245
UPMC_c005_v001_r001_reg006,1797,988003
UPMC_c005_v001_r001_reg006,7845,994322
UPMC_c005_v001_r001_reg006,6115,992585
UPMC_c005_v001_r001_reg006,7382,993858
UPMC_c005_v001_r001_reg007,4974,1001462
UPMC_c005_v001_r001_reg007,5030,1001527
UPMC_c005_v001_r001_reg007,4861,1001333
UPMC_c005_v001_r001_reg007,4553,1001003
UPMC_c005_v001_r001_reg007,1591,998020
UPMC_c005_v001_r001_reg008,2061,1003945
UPMC_c005_v001_r001_reg008,1493,1003259
UPMC_c005_v001_r001_reg008,2268,1004172
UPMC_c005_v001_r001_reg009,446,1006177
UPMC_c005_v001_r001_reg009,5414,1011466
UPMC_c005_v001_r001_reg009,5677,1011732
UPMC_c005_v001_r001_reg009,5865,1011921
UPMC_c005_v001_r001_reg009,6168,1012230
UPMC_c005_v001_r001_reg009,3251,1009234
UPMC_c005_v001_r001_reg010,6521,1019606
UPMC_c005_v001_r001_reg010,6604,1019690
UPMC_c005_v001_r001_reg010,4853,1017924
UPMC_c005_v001_r001_reg010,7722,1020823
UPMC_c005_v001_r001_reg010,1616,1014639
UPMC_c005_v001_r001_reg010,2349,1015380
UPMC_c005_v001_r001_reg010,2993,1016035
UPMC_c005_v001_r001_reg010,5523,1018599
UPMC_c005_v001_r001_reg011,4291,1026127
UPMC_c005_v001_r001_reg011,4595,1026449
UPMC_c005_v001_r001_reg011,3898,1025714
UPMC_c005_v001_r001_reg011,1086,1022642
UPMC_c005_v001_r001_reg012,172,1026713
UPMC_c005_v001_r001_reg012,5195,1031831
UPMC_c005_v001_r001_reg012,2791,1029392
UPMC_c005_v001_r001_reg012,3230,1029843
UPMC_c005_v001_r001_reg012,2952,1029556
UPMC_c005_v001_r001_reg012,4481,1031107
UPMC_c005_v001_r001_reg013,2717,1035657
UPMC_c005_v001_r001_reg013,1475,1034372
UPMC_c005_v001_r001_reg013,3233,1036219
UPMC_c005_v001_r001_reg013,7182,1040333
UPMC_c005_v001_r001_reg013,3149,1036128
UPMC_c005_v001_r001_reg013,3572,1036577
UPMC_c005_v001_r001_reg013,3335,1036327
UPMC_c005_v001_r001_reg014,1259,1042452
UPMC_c005_v001_r001_reg015,1166,1044418
UPMC_c005_v001_r001_reg015,1059,1044309
UPMC_c005_v001_r001_reg015,431,1043648
UPMC_c005_v001_r001_reg016,846,1048306
UPMC_c005_v001_r001_reg017,1274,1051083
UPMC_c005_v001_r001_reg019,276,1053081
UPMC_c005_v001_r001_reg019,794,1053625
UPMC_c005_v001_r001_reg019,3069,1056001
UPMC_c005_v001_r001_reg020,1473,1058663
UPMC_c005_v001_r001_reg020,1553,1058753
UPMC_c005_v001_r001_reg020,3396,1060867
UPMC_c005_v001_r001_reg020,1864,1059106
UPMC_c005_v001_r001_reg021,2558,1064440
UPMC_c005_v001_r001_reg021,5901,1067803
UPMC_c005_v001_r001_reg021,4748,1066647
UPMC_c005_v001_r001_reg021,9047,1070964
UPMC_c005_v001_r001_reg021,10166,1072084
UPMC_c005_v001_r001_reg021,6599,1068503
UPMC_c005_v001_r001_reg021,10051,1071969
UPMC_c005_v001_r001_reg021,2456,1064335
UPMC_c005_v001_r001_reg021,2758,1064641
UPMC_c005_v001_r001_reg021,4217,1066112
UPMC_c005_v001_r001_reg022,7399,1079896
UPMC_c005_v001_r001_reg022,1429,1073762
UPMC_c005_v001_r001_reg022,7645,1080143
UPMC_c005_v001_r001_reg022,4491,1076908
UPMC_c005_v001_r001_reg022,6591,1079075
UPMC_c005_v001_r001_reg022,899,1073214
UPMC_c005_v001_r001_reg022,520,1072805
UPMC_c005_v001_r001_reg022,3325,1075716
UPMC_c005_v001_r001_reg022,1717,1074062
UPMC_c005_v001_r001_reg023,1554,1083587
UPMC_c005_v001_r001_reg023,4008,1086048
UPMC_c005_v001_r001_reg023,9922,1092062
UPMC_c005_v001_r001_reg023,2233,1084267
UPMC_c005_v001_r001_reg023,6273,1088378
UPMC_c005_v001_r001_reg023,6638,1088747
UPMC_c005_v001_r001_reg023,9895,1092035
UPMC_c005_v001_r001_reg023,5208,1087266
UPMC_c005_v001_r001_reg023,9139,1091271
UPMC_c005_v001_r001_reg023,8483,1090611
UPMC_c005_v001_r001_reg024,627,1093123
UPMC_c005_v001_r001_reg024,178,1092580
UPMC_c005_v001_r001_reg025,671,1095929
UPMC_c005_v001_r001_reg025,3521,1098974
UPMC_c005_v001_r001_reg025,3891,1099363
UPMC_c005_v001_r001_reg025,1337,1096630
UPMC_c005_v001_r001_reg025,4304,1099792
UPMC_c005_v001_r001_reg026,1372,1102609
UPMC_c005_v001_r001_reg027,6373,1109912
UPMC_c005_v001_r001_reg027,1525,1104805
UPMC_c005_v001_r001_reg027,5994,1109499
UPMC_c005_v001_r001_reg027,1124,1104365
UPMC_c005_v001_r001_reg027,6074,1109588
UPMC_c005_v001_r001_reg027,1517,1104796
UPMC_c005_v001_r001_reg030,9455,1123049
UPMC_c005_v001_r001_reg030,6659,1120226
UPMC_c005_v001_r001_reg030,8035,1121613
UPMC_c005_v001_r001_reg030,2036,1115568
UPMC_c005_v001_r001_reg030,9946,1123551
UPMC_c005_v001_r001_reg030,7683,1121259
UPMC_c005_v001_r001_reg030,8703,1122285
UPMC_c005_v001_r001_reg030,10258,1123874
UPMC_c005_v001_r001_reg030,4402,1117952
UPMC_c005_v001_r001_reg030,803,1114316
UPMC_c005_v001_r001_reg031,3507,1127553
UPMC_c005_v001_r001_reg031,6070,1130221
UPMC_c005_v001_r001_reg031,3444,1127487
UPMC_c005_v001_r001_reg031,5781,1129908
UPMC_c005_v001_r001_reg031,3393,1127436
UPMC_c005_v001_r001_reg031,3546,1127594
UPMC_c005_v001_r001_reg032,5217,1136386
UPMC_c005_v001_r001_reg032,3591,1134528
UPMC_c005_v001_r001_reg032,4234,1135267
UPMC_c005_v001_r001_reg032,5074,1136230
UPMC_c005_v001_r001_reg032,3106,1133975
UPMC_c005_v001_r001_reg032,5583,1136771
UPMC_c005_v001_r001_reg032,5275,1136450
UPMC_c005_v001_r001_reg032,6373,1137595
UPMC_c005_v001_r001_reg032,4623,1135712
UPMC_c005_v001_r001_reg032,634,1131329
UPMC_c005_v001_r001_reg033,1780,1144376
UPMC_c005_v001_r001_reg033,118,1142690
UPMC_c005_v001_r001_reg033,2660,1145270
UPMC_c005_v001_r001_reg033,3043,1145665
UPMC_c005_v001_r001_reg035,5151,1153424
UPMC_c005_v001_r001_reg035,2491,1150687
UPMC_c005_v001_r001_reg035,5252,1153550
UPMC_c005_v001_r001_reg035,3221,1151424
UPMC_c005_v001_r001_reg035,5096,1153361
UPMC_c005_v001_r001_reg036,2388,1156196
UPMC_c005_v001_r001_reg036,3488,1157363
UPMC_c005_v001_r001_reg036,1600,1155354
UPMC_c005_v001_r001_reg036,4468,1158398
UPMC_c005_v001_r001_reg036,3691,1157582
UPMC_c005_v001_r001_reg036,3188,1157044
UPMC_c005_v001_r001_reg036,6497,1160566
UPMC_c005_v001_r001_reg037,2445,1164826
UPMC_c005_v001_r001_reg037,2092,1164461
UPMC_c005_v001_r001_reg037,3244,1165642
UPMC_c005_v001_r001_reg037,5689,1168150
UPMC_c005_v001_r001_reg037,3157,1165555
UPMC_c005_v001_r001_reg037,2551,1164933
UPMC_c005_v001_r001_reg037,2233,1164607
UPMC_c005_v001_r001_reg038,110,1170030
UPMC_c005_v001_r001_reg038,2337,1172441
UPMC_c005_v001_r001_reg038,4262,1174544
UPMC_c005_v001_r001_reg038,512,1170455
UPMC_c005_v001_r001_reg041,4064,1183387
UPMC_c005_v001_r001_reg041,3725,1183031
UPMC_c005_v001_r001_reg041,8686,1188107
UPMC_c005_v001_r001_reg041,6830,1186206
UPMC_c005_v001_r001_reg041,6158,1185525
UPMC_c005_v001_r001_reg041,5029,1184369
UPMC_c005_v001_r001_reg041,5321,1184666
UPMC_c005_v001_r001_reg041,2876,1182162
UPMC_c005_v001_r001_reg041,903,1180136
UPMC_c005_v001_r001_reg042,9607,1199233
UPMC_c005_v001_r001_reg042,11374,1201013
UPMC_c005_v001_r001_reg042,9833,1199459
UPMC_c005_v001_r001_reg042,11916,1201558
UPMC_c005_v001_r001_reg042,3041,1192647
UPMC_c005_v001_r001_reg042,12143,1201785
UPMC_c005_v001_r001_reg042,3106,1192713
UPMC_c005_v001_r001_reg042,11083,1200719
UPMC_c005_v001_r001_reg042,11865,1201506
UPMC_c005_v001_r001_reg042,3653,1193263
UPMC_c005_v001_r001_reg042,463,1190059
UPMC_c005_v001_r001_reg042,11775,1201416
UPMC_c005_v001_r001_reg043,4236,1206473
UPMC_c005_v001_r001_reg043,748,1202919
UPMC_c005_v001_r001_reg043,1644,1203834
UPMC_c005_v001_r001_reg043,4370,1206607
UPMC_c005_v001_r001_reg043,4877,1207129
UPMC_c005_v001_r001_reg044,1334,1209435
UPMC_c005_v001_r001_reg044,4971,1213143
UPMC_c005_v001_r001_reg044,2825,1210955
UPMC_c005_v001_r001_reg044,1810,1209922
UPMC_c005_v001_r001_reg044,3860,1212009
UPMC_c005_v001_r001_reg044,1664,1209773
UPMC_c005_v001_r001_reg045,5834,1220739
UPMC_c005_v001_r001_reg045,6207,1221123
UPMC_c005_v001_r001_reg045,3003,1217780
UPMC_c005_v001_r001_reg045,4712,1219564
UPMC_c005_v001_r001_reg045,312,1215048
UPMC_c005_v001_r001_reg045,1472,1216225
UPMC_c005_v001_r001_reg045,6046,1220956
UPMC_c005_v001_r001_reg045,831,1215575
UPMC_c005_v001_r001_reg046,6375,1230550
UPMC_c005_v001_r001_reg046,869,1225024
UPMC_c005_v001_r001_reg046,8207,1232393
UPMC_c005_v001_r001_reg046,8554,1232742
UPMC_c005_v001_r001_reg046,11008,1235203
UPMC_c005_v001_r001_reg046,9711,1233902
UPMC_c005_v001_r001_reg046,1067,1225222
UPMC_c005_v001_r001_reg046,9530,1233720
UPMC_c005_v001_r001_reg046,13741,1237946
UPMC_c005_v001_r001_reg046,8141,1232327
UPMC_c005_v001_r001_reg046,13125,1237328
UPMC_c005_v001_r001_reg046,7691,1231872
UPMC_c005_v001_r001_reg046,7988,1232170
UPMC_c005_v001_r001_reg046,2777,1226937
UPMC_c005_v001_r001_reg046,3642,1227804
UPMC_c005_v001_r001_reg047,3913,1244007
UPMC_c005_v001_r001_reg047,5444,1245579
UPMC_c005_v001_r001_reg047,1600,1241646
UPMC_c005_v001_r001_reg047,805,1240831
UPMC_c005_v001_r001_reg047,4676,1244784
UPMC_c005_v001_r001_reg048,2452,1248216
UPMC_c005_v001_r001_reg048,2603,1248370
UPMC_c005_v001_r001_reg048,1969,1247690
UPMC_c005_v001_r001_reg049,2420,1252400
UPMC_c005_v001_r001_reg049,2027,1251994
UPMC_c005_v001_r001_reg049,935,1250860
