region_id,center_node_idx,cell_id,cell_type
UPMC_c001_v001_r001_reg009,1533,44130,9
UPMC_c001_v001_r001_reg009,3116,45729,10
UPMC_c001_v001_r001_reg009,709,43291,11
UPMC_c001_v001_r001_reg009,5547,48201,9
UPMC_c001_v001_r001_reg009,3083,45696,9
UPMC_c001_v001_r001_reg009,904,43489,11
UPMC_c001_v001_r001_reg009,4407,47042,11
UPMC_c001_v001_r001_reg009,2129,44730,9
UPMC_c001_v001_r001_reg009,4710,47348,11
UPMC_c001_v001_r001_reg009,1072,43662,9
UPMC_c001_v001_r001_reg009,1268,43861,11
UPMC_c001_v001_r001_reg009,2568,45173,9
UPMC_c001_v001_r001_reg009,768,43351,11
UPMC_c001_v001_r001_reg009,1308,43901,9
UPMC_c001_v001_r001_reg009,5969,48635,9
UPMC_c001_v001_r001_reg009,460,43040,11
UPMC_c001_v001_r001_reg009,0,42574,11
UPMC_c001_v001_r001_reg009,92,42668,9
UPMC_c001_v001_r001_reg009,5256,47905,11
UPMC_c001_v001_r001_reg009,1329,43922,11
UPMC_c001_v001_r001_reg009,2025,44626,9
UPMC_c001_v001_r001_reg009,5675,48334,11
UPMC_c001_v001_r001_reg009,6000,48667,9
UPMC_c001_v001_r001_reg009,3510,46130,9
UPMC_c001_v001_r001_reg009,4547,47184,11
UPMC_c001_v001_r001_reg009,3673,46297,10
UPMC_c001_v001_r001_reg009,3069,45682,11
UPMC_c001_v001_r001_reg009,3727,46351,9
UPMC_c001_v001_r001_reg009,3030,45642,10
UPMC_c001_v001_r001_reg009,4913,47556,9
UPMC_c001_v001_r001_reg009,1471,44067,9
UPMC_c001_v001_r001_reg009,2878,45485,10
UPMC_c001_v001_r001_reg009,1161,43753,9
UPMC_c001_v001_r001_reg009,5892,48554,11
UPMC_c001_v001_r001_reg009,1287,43880,11
UPMC_c001_v001_r001_reg009,5294,47944,9
UPMC_c001_v001_r001_reg009,5551,48206,10
UPMC_c001_v001_r001_reg009,989,43577,11
UPMC_c001_v001_r001_reg009,3774,46398,9
UPMC_c001_v001_r001_reg009,507,43087,11
UPMC_c001_v001_r001_reg009,4952,47595,11
UPMC_c001_v001_r001_reg009,367,42947,9
UPMC_c001_v001_r001_reg009,4793,47435,9
UPMC_c001_v001_r001_reg009,4257,46891,10
UPMC_c001_v001_r001_reg009,3207,45823,9
UPMC_c001_v001_r001_reg009,2476,45081,10
UPMC_c001_v001_r001_reg009,533,43113,11
UPMC_c001_v001_r001_reg009,670,43252,11
UPMC_c001_v001_r001_reg009,4062,46693,11
UPMC_c001_v001_r001_reg009,2177,44778,9
UPMC_c001_v001_r001_reg009,2832,45438,11
UPMC_c001_v001_r001_reg009,5635,48292,9
UPMC_c001_v001_r001_reg009,1342,43935,11
UPMC_c001_v001_r001_reg009,4007,46636,11
UPMC_c001_v001_r001_reg009,4878,47521,11
UPMC_c001_v001_r001_reg009,835,43418,11
UPMC_c001_v001_r001_reg009,5257,47906,11
UPMC_c001_v001_r001_reg009,5046,47691,11
UPMC_c001_v001_r001_reg009,5156,47803,9
UPMC_c001_v001_r001_reg009,5923,48588,9
UPMC_c001_v001_r001_reg009,546,43126,10
UPMC_c001_v001_r001_reg009,4790,47432,11
UPMC_c001_v001_r001_reg009,3390,46007,10
UPMC_c001_v001_r001_reg009,105,42681,11
UPMC_c001_v001_r001_reg009,5468,48121,11
UPMC_c001_v001_r001_reg009,3804,46428,10
UPMC_c001_v001_r001_reg009,5555,48210,11
UPMC_c001_v001_r001_reg009,908,43493,9
UPMC_c001_v001_r001_reg009,712,43294,11
UPMC_c001_v001_r001_reg009,646,43227,11
UPMC_c001_v001_r001_reg009,3825,46451,9
UPMC_c001_v001_r001_reg009,659,43240,11
UPMC_c001_v001_r001_reg009,1371,43964,9
UPMC_c001_v001_r001_reg009,4631,47268,9
UPMC_c001_v001_r001_reg009,4845,47488,11
UPMC_c001_v001_r001_reg009,3795,46419,10
UPMC_c001_v001_r001_reg009,5898,48562,11
UPMC_c001_v001_r001_reg009,860,43443,9
UPMC_c001_v001_r001_reg009,3406,46024,9
UPMC_c001_v001_r001_reg009,5209,47858,9
UPMC_c001_v001_r001_reg009,277,42857,10
UPMC_c001_v001_r001_reg009,3631,46254,11
UPMC_c001_v001_r001_reg009,1865,44465,9
UPMC_c001_v001_r001_reg009,3182,45798,11
UPMC_c001_v001_r001_reg009,1965,44566,9
UPMC_c001_v001_r001_reg009,2676,45281,10
UPMC_c001_v001_r001_reg009,1277,43870,9
UPMC_c001_v001_r001_reg009,5444,48097,11
UPMC_c001_v001_r001_reg009,4264,46899,9
UPMC_c001_v001_r001_reg009,145,42723,9
UPMC_c001_v001_r001_reg009,4869,47512,9
UPMC_c001_v001_r001_reg009,4216,46850,11
UPMC_c001_v001_r001_reg009,4799,47441,9
UPMC_c001_v001_r001_reg009,3191,45807,10
UPMC_c001_v001_r001_reg009,1979,44580,9
UPMC_c001_v001_r001_reg009,2885,45492,10
UPMC_c001_v001_r001_reg009,3931,46559,10
UPMC_c001_v001_r001_reg009,1422,44015,9
UPMC_c001_v001_r001_reg009,1070,43660,10
UPMC_c001_v001_r001_reg009,723,43305,11
UPMC_c001_v001_r001_reg009,1915,44516,11
UPMC_c001_v001_r001_reg009,2418,45023,9
UPMC_c001_v001_r001_reg009,3352,45969,9
UPMC_c001_v001_r001_reg009,3964,46593,10
UPMC_c001_v001_r001_reg009,2799,45405,9
UPMC_c001_v001_r001_reg009,74,42649,11
UPMC_c001_v001_r001_reg009,2391,44996,11
UPMC_c001_v001_r001_reg009,6008,48675,11
UPMC_c001_v001_r001_reg009,1389,43982,10
UPMC_c001_v001_r001_reg009,4879,47522,11
UPMC_c001_v001_r001_reg009,308,42888,11
UPMC_c001_v001_r001_reg009,1130,43722,11
UPMC_c001_v001_r001_reg009,2980,45589,11
UPMC_c001_v001_r001_reg009,3298,45915,10
UPMC_c001_v001_r001_reg009,771,43354,11
UPMC_c001_v001_r001_reg009,1373,43966,9
UPMC_c001_v001_r001_reg009,3584,46207,10
UPMC_c001_v001_r001_reg009,1103,43694,9
UPMC_c001_v001_r001_reg009,3741,46365,11
UPMC_c001_v001_r001_reg009,945,43531,9
UPMC_c001_v001_r001_reg009,4661,47299,11
UPMC_c001_v001_r001_reg009,1215,43807,9
UPMC_c001_v001_r001_reg009,675,43257,11
UPMC_c001_v001_r001_reg009,5374,48025,10
UPMC_c001_v001_r001_reg009,2283,44886,11
UPMC_c001_v001_r001_reg009,6061,48729,11
UPMC_c001_v001_r001_reg009,3963,46592,9
UPMC_c001_v001_r001_reg009,5230,47879,11
UPMC_c001_v001_r001_reg009,1980,44581,9
UPMC_c001_v001_r001_reg009,4596,47233,11
UPMC_c001_v001_r001_reg009,5317,47967,9
UPMC_c001_v001_r001_reg009,3691,46315,9
UPMC_c001_v001_r001_reg009,3541,46162,9
UPMC_c001_v001_r001_reg009,1488,44084,9
UPMC_c001_v001_r001_reg009,2027,44628,11
UPMC_c001_v001_r001_reg009,502,43082,11
UPMC_c001_v001_r001_reg009,4364,46999,9
UPMC_c001_v001_r001_reg009,3138,45753,11
UPMC_c001_v001_r001_reg009,3103,45716,9
UPMC_c001_v001_r001_reg009,4293,46928,11
UPMC_c001_v001_r001_reg009,689,43271,11
UPMC_c001_v001_r001_reg009,652,43233,9
UPMC_c001_v001_r001_reg009,4698,47336,11
UPMC_c001_v001_r001_reg009,4804,47446,10
UPMC_c001_v001_r001_reg009,3462,46081,9
UPMC_c001_v001_r001_reg009,2544,45149,9
UPMC_c001_v001_r001_reg009,4456,47091,9
UPMC_c001_v001_r001_reg009,2620,45225,9
UPMC_c001_v001_r001_reg009,2927,45536,10
UPMC_c001_v001_r001_reg009,2851,45458,11
UPMC_c001_v001_r001_reg009,2701,45306,10
UPMC_c001_v001_r001_reg009,880,43464,11
UPMC_c001_v001_r001_reg009,5377,48028,11
UPMC_c001_v001_r001_reg009,547,43127,9
UPMC_c001_v001_r001_reg009,1820,44420,11
UPMC_c001_v001_r001_reg009,17,42592,9
UPMC_c001_v001_r001_reg009,5142,47789,11
UPMC_c001_v001_r001_reg009,4925,47568,11
UPMC_c001_v001_r001_reg009,5699,48359,11
UPMC_c001_v001_r001_reg009,2036,44637,9
UPMC_c001_v001_r001_reg009,1111,43702,9
UPMC_c001_v001_r001_reg009,2894,45501,9
UPMC_c001_v001_r001_reg009,4019,46649,10
UPMC_c001_v001_r001_reg009,811,43394,10
UPMC_c001_v001_r001_reg009,5863,48524,9
UPMC_c001_v001_r001_reg009,5026,47671,9
UPMC_c001_v001_r001_reg009,698,43280,11
UPMC_c001_v001_r001_reg009,4654,47292,11
UPMC_c001_v001_r001_reg009,266,42846,10
UPMC_c001_v001_r001_reg009,4527,47163,11
UPMC_c001_v001_r001_reg009,5146,47793,9
UPMC_c001_v001_r001_reg009,2870,45477,11
UPMC_c001_v001_r001_reg009,3297,45914,11
UPMC_c001_v001_r001_reg009,4721,47360,11
UPMC_c001_v001_r001_reg009,4808,47450,9
UPMC_c001_v001_r001_reg009,4093,46725,11
UPMC_c001_v001_r001_reg009,5277,47927,11
UPMC_c001_v001_r001_reg009,3702,46326,11
UPMC_c001_v001_r001_reg009,5819,48480,9
UPMC_c001_v001_r001_reg009,2044,44645,9
UPMC_c001_v001_r001_reg009,134,42712,11
UPMC_c001_v001_r001_reg009,4405,47040,10
UPMC_c001_v001_r001_reg009,2843,45449,10
UPMC_c001_v001_r001_reg009,2818,45424,9
UPMC_c001_v001_r001_reg009,473,43053,9
UPMC_c001_v001_r001_reg009,4207,46841,11
UPMC_c001_v001_r001_reg009,6019,48686,11
UPMC_c001_v001_r001_reg009,3580,46203,11
UPMC_c001_v001_r001_reg009,353,42933,9
UPMC_c001_v001_r001_reg009,4300,46935,11
UPMC_c001_v001_r001_reg009,5612,48268,9
UPMC_c001_v001_r001_reg009,1450,44046,9
UPMC_c001_v001_r001_reg009,3808,46433,11
UPMC_c001_v001_r001_reg009,1014,43604,11
UPMC_c001_v001_r001_reg009,4149,46783,9
UPMC_c001_v001_r001_reg009,5180,47827,11
UPMC_c001_v001_r001_reg014,5452,72390,11
UPMC_c001_v001_r001_reg014,1302,68201,9
UPMC_c001_v001_r001_reg014,2421,69332,9
UPMC_c001_v001_r001_reg014,1747,68654,11
UPMC_c001_v001_r001_reg014,1425,68326,10
UPMC_c001_v001_r001_reg014,6125,73069,10
UPMC_c001_v001_r001_reg014,4010,70940,9
UPMC_c001_v001_r001_reg014,6062,73004,11
UPMC_c001_v001_r001_reg014,3191,70109,11
UPMC_c001_v001_r001_reg014,2797,69710,9
UPMC_c001_v001_r001_reg014,3536,70457,9
UPMC_c001_v001_r001_reg014,1410,68311,9
UPMC_c001_v001_r001_reg014,2459,69370,11
UPMC_c001_v001_r001_reg014,179,67069,10
UPMC_c001_v001_r001_reg014,3641,70566,9
UPMC_c001_v001_r001_reg014,1965,68873,11
UPMC_c001_v001_r001_reg014,5172,72109,9
UPMC_c001_v001_r001_reg014,4057,70988,9
UPMC_c001_v001_r001_reg014,6102,73045,9
UPMC_c001_v001_r001_reg014,2070,68979,9
UPMC_c001_v001_r001_reg014,1009,67905,9
UPMC_c001_v001_r001_reg014,80,66967,11
UPMC_c001_v001_r001_reg014,3488,70409,11
UPMC_c001_v001_r001_reg014,1601,68505,10
UPMC_c001_v001_r001_reg014,17,66904,11
UPMC_c001_v001_r001_reg014,3025,69941,11
UPMC_c001_v001_r001_reg014,3299,70218,9
UPMC_c001_v001_r001_reg014,3497,70418,11
UPMC_c001_v001_r001_reg014,3850,70780,10
UPMC_c001_v001_r001_reg014,1703,68609,11
UPMC_c001_v001_r001_reg014,643,67537,9
UPMC_c001_v001_r001_reg014,260,67150,10
UPMC_c001_v001_r001_reg014,5273,72210,9
UPMC_c001_v001_r001_reg014,841,67736,9
UPMC_c001_v001_r001_reg014,2669,69581,10
UPMC_c001_v001_r001_reg014,5179,72116,9
UPMC_c001_v001_r001_reg014,2918,69833,11
UPMC_c001_v001_r001_reg014,1260,68159,10
UPMC_c001_v001_r001_reg014,2499,69410,11
UPMC_c001_v001_r001_reg014,5380,72317,11
UPMC_c001_v001_r001_reg014,87,66975,10
UPMC_c001_v001_r001_reg014,2965,69880,11
UPMC_c001_v001_r001_reg014,4924,71861,9
UPMC_c001_v001_r001_reg014,5824,72765,11
UPMC_c001_v001_r001_reg014,2889,69803,9
UPMC_c001_v001_r001_reg014,3908,70838,9
UPMC_c001_v001_r001_reg014,1145,68043,9
UPMC_c001_v001_r001_reg014,5810,72751,11
UPMC_c001_v001_r001_reg014,3330,70249,9
UPMC_c001_v001_r001_reg014,1996,68905,9
UPMC_c001_v001_r001_reg014,6463,73414,9
UPMC_c001_v001_r001_reg014,3577,70498,10
UPMC_c001_v001_r001_reg014,1857,68764,9
UPMC_c001_v001_r001_reg014,5714,72654,11
UPMC_c001_v001_r001_reg014,113,67003,11
UPMC_c001_v001_r001_reg014,3956,70886,9
UPMC_c001_v001_r001_reg014,3226,70144,9
UPMC_c001_v001_r001_reg014,2996,69912,9
UPMC_c001_v001_r001_reg014,4149,71080,9
UPMC_c001_v001_r001_reg014,2759,69672,10
UPMC_c001_v001_r001_reg014,3198,70116,11
UPMC_c001_v001_r001_reg014,825,67720,11
UPMC_c001_v001_r001_reg014,2850,69763,9
UPMC_c001_v001_r001_reg014,622,67516,11
UPMC_c001_v001_r001_reg014,1668,68573,11
UPMC_c001_v001_r001_reg014,2525,69436,10
UPMC_c001_v001_r001_reg014,2476,69387,9
UPMC_c001_v001_r001_reg014,1669,68574,11
UPMC_c001_v001_r001_reg014,1790,68697,9
UPMC_c001_v001_r001_reg014,6173,73118,10
UPMC_c001_v001_r001_reg014,2618,69529,11
UPMC_c001_v001_r001_reg014,4634,71567,10
UPMC_c001_v001_r001_reg014,3114,70031,11
UPMC_c001_v001_r001_reg014,2764,69677,11
UPMC_c001_v001_r001_reg014,5470,72409,9
UPMC_c001_v001_r001_reg014,2652,69564,9
UPMC_c001_v001_r001_reg014,3118,70035,11
UPMC_c001_v001_r001_reg014,2037,68946,9
UPMC_c001_v001_r001_reg014,2262,69172,9
UPMC_c001_v001_r001_reg014,5145,72082,9
UPMC_c001_v001_r001_reg014,4099,71030,10
UPMC_c001_v001_r001_reg014,4361,71294,10
UPMC_c001_v001_r001_reg014,522,67415,11
UPMC_c001_v001_r001_reg014,926,67822,10
UPMC_c001_v001_r001_reg014,1588,68492,11
UPMC_c001_v001_r001_reg014,2148,69057,11
UPMC_c001_v001_r001_reg014,962,67858,9
UPMC_c001_v001_r001_reg014,5845,72786,11
UPMC_c001_v001_r001_reg014,971,67867,11
UPMC_c001_v001_r001_reg014,2015,68924,10
UPMC_c001_v001_r001_reg014,934,67830,9
UPMC_c001_v001_r001_reg014,1259,68158,11
UPMC_c001_v001_r001_reg014,3324,70243,11
UPMC_c001_v001_r001_reg014,4935,71872,9
UPMC_c001_v001_r001_reg014,1602,68506,9
UPMC_c001_v001_r001_reg014,6178,73123,9
UPMC_c001_v001_r001_reg014,1271,68170,11
UPMC_c001_v001_r001_reg014,5318,72255,11
UPMC_c001_v001_r001_reg014,281,67171,10
UPMC_c001_v001_r001_reg014,1100,67997,11
UPMC_c001_v001_r001_reg014,6253,73200,9
UPMC_c001_v001_r001_reg014,384,67276,9
UPMC_c001_v001_r001_reg014,699,67594,11
UPMC_c001_v001_r001_reg014,1856,68763,9
UPMC_c001_v001_r001_reg014,4687,71621,9
UPMC_c001_v001_r001_reg014,1533,68437,9
UPMC_c001_v001_r001_reg014,4274,71206,9
UPMC_c001_v001_r001_reg014,5205,72142,9
UPMC_c001_v001_r001_reg014,1600,68504,9
UPMC_c001_v001_r001_reg014,2412,69323,9
UPMC_c001_v001_r001_reg014,3338,70257,11
UPMC_c001_v001_r001_reg014,413,67305,10
UPMC_c001_v001_r001_reg014,3281,70200,11
UPMC_c001_v001_r001_reg014,1968,68876,9
UPMC_c001_v001_r001_reg014,4200,71131,9
UPMC_c001_v001_r001_reg014,4376,71309,9
UPMC_c001_v001_r001_reg014,45,66932,11
UPMC_c001_v001_r001_reg014,5340,72277,9
UPMC_c001_v001_r001_reg014,2113,69022,9
UPMC_c001_v001_r001_reg014,4629,71562,9
UPMC_c001_v001_r001_reg014,1222,68120,9
UPMC_c001_v001_r001_reg014,3065,69981,11
UPMC_c001_v001_r001_reg014,6103,73046,9
UPMC_c001_v001_r001_reg014,149,67039,9
UPMC_c001_v001_r001_reg014,4838,71773,9
UPMC_c001_v001_r001_reg014,3648,70576,9
UPMC_c001_v001_r001_reg014,2774,69687,11
UPMC_c001_v001_r001_reg014,2193,69103,10
UPMC_c001_v001_r001_reg014,2517,69428,9
UPMC_c001_v001_r001_reg014,2865,69778,9
UPMC_c001_v001_r001_reg014,6118,73062,10
UPMC_c001_v001_r001_reg014,16,66903,11
UPMC_c001_v001_r001_reg014,1295,68194,9
UPMC_c001_v001_r001_reg014,1710,68616,11
UPMC_c001_v001_r001_reg014,5986,72927,11
UPMC_c001_v001_r001_reg014,5693,72633,9
UPMC_c001_v001_r001_reg014,1816,68723,9
UPMC_c001_v001_r001_reg014,1725,68631,11
UPMC_c001_v001_r001_reg014,1652,68557,9
UPMC_c001_v001_r001_reg014,6420,73370,11
UPMC_c001_v001_r001_reg014,1654,68559,10
UPMC_c001_v001_r001_reg014,1400,68301,11
UPMC_c001_v001_r001_reg014,936,67832,10
UPMC_c001_v001_r001_reg014,5839,72780,10
UPMC_c001_v001_r001_reg014,1275,68174,11
UPMC_c001_v001_r001_reg014,2210,69120,9
UPMC_c001_v001_r001_reg014,2134,69043,9
UPMC_c001_v001_r001_reg014,2361,69271,11
UPMC_c001_v001_r001_reg014,5247,72184,11
UPMC_c001_v001_r001_reg014,3891,70821,9
UPMC_c001_v001_r001_reg014,2403,69314,11
UPMC_c001_v001_r001_reg014,2822,69735,9
UPMC_c001_v001_r001_reg014,973,67869,11
UPMC_c001_v001_r001_reg014,3140,70057,11
UPMC_c001_v001_r001_reg014,1879,68786,9
UPMC_c001_v001_r001_reg014,4344,71277,11
UPMC_c001_v001_r001_reg014,1966,68874,10
UPMC_c001_v001_r001_reg014,2266,69176,11
UPMC_c001_v001_r001_reg014,2430,69341,11
UPMC_c001_v001_r001_reg014,366,67258,10
UPMC_c001_v001_r001_reg014,5401,72339,11
UPMC_c001_v001_r001_reg014,3109,70026,9
UPMC_c001_v001_r001_reg014,5256,72193,10
UPMC_c001_v001_r001_reg014,4311,71243,9
UPMC_c001_v001_r001_reg014,2877,69790,10
UPMC_c001_v001_r001_reg014,5564,72503,11
UPMC_c001_v001_r001_reg014,6139,73084,9
UPMC_c001_v001_r001_reg014,880,67776,10
UPMC_c001_v001_r001_reg014,2172,69082,9
UPMC_c001_v001_r001_reg014,5601,72540,11
UPMC_c001_v001_r001_reg014,3477,70398,11
UPMC_c001_v001_r001_reg014,3460,70380,9
UPMC_c001_v001_r001_reg014,122,67012,10
UPMC_c001_v001_r001_reg014,808,67703,10
UPMC_c001_v001_r001_reg014,3509,70430,9
UPMC_c001_v001_r001_reg014,2536,69447,9
UPMC_c001_v001_r001_reg014,6032,72973,9
UPMC_c001_v001_r001_reg014,6316,73265,10
UPMC_c001_v001_r001_reg014,3614,70538,10
UPMC_c001_v001_r001_reg014,1781,68688,9
UPMC_c001_v001_r001_reg014,5739,72679,9
UPMC_c001_v001_r001_reg014,1637,68541,9
UPMC_c001_v001_r001_reg014,1536,68440,9
UPMC_c001_v001_r001_reg014,2568,69479,9
UPMC_c001_v001_r001_reg014,1028,67924,10
UPMC_c001_v001_r001_reg014,3503,70424,9
UPMC_c001_v001_r001_reg014,1178,68076,10
UPMC_c001_v001_r001_reg014,2766,69679,9
UPMC_c001_v001_r001_reg014,5306,72243,9
UPMC_c001_v001_r001_reg014,4826,71761,9
UPMC_c001_v001_r001_reg014,2033,68942,11
UPMC_c001_v001_r001_reg014,1138,68036,9
UPMC_c001_v001_r001_reg014,2074,68983,11
UPMC_c001_v001_r001_reg014,5264,72201,9
UPMC_c001_v001_r001_reg014,3139,70056,11
UPMC_c001_v001_r001_reg014,6067,73010,11
UPMC_c001_v001_r001_reg014,2118,69027,9
UPMC_c001_v001_r001_reg014,1963,68871,9
UPMC_c001_v001_r001_reg014,1230,68128,9
UPMC_c001_v001_r001_reg014,5751,72691,11
UPMC_c001_v001_r001_reg014,1627,68531,11
UPMC_c001_v001_r001_reg014,5307,72244,11
UPMC_c001_v001_r001_reg014,5842,72783,9
UPMC_c001_v001_r001_reg014,3007,69923,11
UPMC_c001_v001_r001_reg014,3116,70033,10
UPMC_c001_v001_r001_reg014,272,67162,10
UPMC_c001_v001_r001_reg014,97,66986,11
UPMC_c001_v001_r001_reg014,3431,70351,11
UPMC_c001_v001_r001_reg014,5229,72166,9
UPMC_c001_v001_r001_reg014,3864,70794,9
UPMC_c001_v001_r001_reg014,6429,73379,11
UPMC_c001_v001_r001_reg014,1935,68842,11
UPMC_c001_v001_r001_reg014,2,66889,10
UPMC_c001_v001_r001_reg014,5827,72768,11
UPMC_c001_v001_r001_reg014,2590,69501,9
UPMC_c001_v001_r001_reg014,1664,68569,9
UPMC_c001_v001_r001_reg014,4048,70979,9
UPMC_c001_v001_r001_reg014,6081,73024,11
UPMC_c001_v001_r001_reg014,3169,70086,11
UPMC_c001_v001_r001_reg014,899,67795,9
UPMC_c001_v001_r001_reg014,2513,69424,9
UPMC_c001_v001_r001_reg014,1594,68498,9
UPMC_c001_v001_r001_reg014,1243,68142,9
UPMC_c001_v001_r001_reg014,4439,71372,9
UPMC_c001_v001_r001_reg014,12,66899,11
UPMC_c001_v001_r001_reg014,1385,68286,9
UPMC_c001_v001_r001_reg014,2419,69330,11
UPMC_c001_v001_r001_reg014,1558,68462,9
UPMC_c001_v001_r001_reg014,3185,70103,9
UPMC_c001_v001_r001_reg014,1239,68137,11
UPMC_c001_v001_r001_reg014,79,66966,11
UPMC_c001_v001_r001_reg014,3265,70184,9
UPMC_c001_v001_r001_reg014,2315,69225,11
UPMC_c001_v001_r001_reg014,2792,69705,11
UPMC_c001_v001_r001_reg014,3030,69946,11
UPMC_c001_v001_r001_reg014,1621,68525,11
UPMC_c001_v001_r001_reg014,961,67857,9
UPMC_c001_v001_r001_reg014,2376,69287,9
UPMC_c001_v001_r001_reg014,3320,70239,10
UPMC_c001_v001_r001_reg014,692,67587,11
UPMC_c001_v001_r001_reg014,50,66937,10
UPMC_c001_v001_r001_reg014,2521,69432,11
UPMC_c001_v001_r001_reg014,3095,70012,9
UPMC_c001_v001_r001_reg014,1724,68630,11
UPMC_c001_v001_r001_reg014,3526,70447,9
UPMC_c001_v001_r001_reg014,1904,68811,11
UPMC_c001_v001_r001_reg014,1408,68309,11
UPMC_c001_v001_r001_reg014,5735,72675,9
UPMC_c001_v001_r001_reg014,5504,72443,9
UPMC_c001_v001_r001_reg014,5236,72173,11
UPMC_c001_v001_r001_reg014,3298,70217,11
UPMC_c001_v001_r001_reg014,6110,73054,11
UPMC_c001_v001_r001_reg014,1194,68092,9
UPMC_c001_v001_r001_reg014,496,67389,9
UPMC_c001_v001_r001_reg014,6394,73344,9
UPMC_c001_v001_r001_reg014,3818,70748,9
UPMC_c001_v001_r001_reg014,2611,69522,11
UPMC_c001_v001_r001_reg014,1531,68435,9
UPMC_c001_v001_r001_reg014,5370,72307,9
UPMC_c001_v001_r001_reg014,5485,72424,9
UPMC_c001_v001_r001_reg014,1523,68427,11
UPMC_c001_v001_r001_reg014,3441,70361,11
UPMC_c001_v001_r001_reg014,1657,68562,11
UPMC_c001_v001_r001_reg014,2717,69630,11
UPMC_c001_v001_r001_reg014,4123,71054,9
UPMC_c001_v001_r001_reg014,2355,69265,10
UPMC_c001_v001_r001_reg014,6440,73390,9
UPMC_c001_v001_r001_reg014,1082,67978,11
UPMC_c001_v001_r001_reg014,340,67231,10
UPMC_c001_v001_r001_reg014,4354,71287,9
