,cv,entropy,nonzero_ratio
KLRC1,2.8435476,8.816476,0.11256479881510738
KLRB1,2.8544068,8.805244,0.11157738829918538
CSF2RA,2.8624072,8.7965,0.11083683041224389
CCR2,2.8674185,8.793013,0.11058997778326339
TCF4,2.8975234,8.767941,0.1088620093803999
CRISPLD2,2.9114344,8.758534,0.1083683041224389
CLECL1,2.9135153,8.754449,0.10787459886447791
BAMBI,2.9252841,8.741143,0.10664033571957542
OGN,2.9733856,8.699594,0.10367810417180943
MCF2L,2.992029,8.6845455,0.10269069365588744
APOBEC3A,2.9963381,8.67924,0.10219698839792644
CLEC10A,3.009321,8.669901,0.10170328313996545
EDNRB,3.0147643,8.664097,0.10120957788200444
PRF1,3.0235107,8.655245,0.10046901999506294
TREM2,3.0332565,8.649005,0.10022216736608244
CCNB2,3.046223,8.636531,0.09923475685016045
PDGFRA,3.0500157,8.63487,0.09923475685016045
LY86,3.078534,8.609816,0.09750678844729696
SPI1,3.1190279,8.576077,0.09528511478647247
SLAMF1,3.1263666,8.569497,0.09479140952851148
TENT5C,3.1764705,8.527963,0.092076030609726
ADGRL4,3.1882718,8.518906,0.091582325351765
GATM,3.1898043,8.518377,0.091582325351765
LAMP3,3.1992295,8.510682,0.091088620093804
PTN,3.2257679,8.487956,0.08960750431992101
THY1,3.2445798,8.476333,0.08911379906196001
MS4A1,3.266456,8.45553,0.08763268328807702
APOLD1,3.2914047,8.435121,0.08639842014317453
VWA5A,3.2982092,8.430323,0.08615156751419403
