,cv,entropy,nonzero_ratio
NegControlCodeword_0518,238.6947,1.9925717,1.773371933729091e-05
BLANK_0163,238.13548,1.9959058,1.773371933729091e-05
BLANK_0013,237.7982,1.997977,1.773371933729091e-05
BLANK_0385,239.46243,1.987867,1.773371933729091e-05
NegControlCodeword_0536,238.65398,1.9926312,1.773371933729091e-05
BLANK_0403,237.86258,1.9975928,1.773371933729091e-05
NegControlCodeword_0516,275.65067,1.5773131,1.3300289502968181e-05
BLANK_0466,274.2543,1.5846653,1.3300289502968181e-05
BLANK_0488,275.1582,1.579932,1.3300289502968181e-05
BLANK_0412,277.4159,1.5683191,1.3300289502968181e-05
NegControlCodeword_0522,274.7986,1.5818273,1.3300289502968181e-05
NegControlCodeword_0510,274.5981,1.5828516,1.3300289502968181e-05
BLANK_0495,274.33563,1.584234,1.3300289502968181e-05
NegControlCodeword_0508,274.98514,1.5807395,1.3300289502968181e-05
BLANK_0392,274.80518,1.5817351,1.3300289502968181e-05
BLANK_0380,275.04297,1.580576,1.3300289502968181e-05
BLANK_0475,275.42062,1.5784991,1.3300289502968181e-05
BLANK_0431,275.43967,1.5783674,1.3300289502968181e-05
BLANK_0428,337.34134,0.9934612,8.866859668645455e-06
BLANK_0432,336.48053,0.9971788,8.866859668645455e-06
NegControlCodeword_0529,336.76593,0.99594337,8.866859668645455e-06
BLANK_0438,336.12738,0.9986953,8.866859668645455e-06
BLANK_0388,337.02374,0.9948314,8.866859668645455e-06
BLANK_0460,335.82428,1.0,8.866859668645455e-06
BLANK_0414,335.83185,0.9999647,8.866859668645455e-06
BLANK_0390,336.3149,0.99789095,8.866859668645455e-06
BLANK_0465,337.53476,0.9926203,8.866859668645455e-06
BLANK_0393,335.8264,0.99999225,8.866859668645455e-06
BLANK_0469,335.8251,0.9999939,8.866859668645455e-06
BLANK_0382,337.66016,0.99207765,8.866859668645455e-06
BLANK_0447,474.9288,0.0,4.433429834322727e-06
BLANK_0445,474.9285,0.0,4.433429834322727e-06
