,cv,nonzero_ratio
GNE,6.376166577683919,0.03138920970136941
GNG10,18.133634875446557,0.0037947533410328327
GNG11,4.0701744752995594,0.08259775614585052
GNG12,2.6012118215542324,0.18874773139745918
GNG12-AS1,12.78369961233538,0.00789886157399769
GNG13,38.91336531323513,0.0007218280811747236
GNG2,5.8317954345427,0.037266952648077875
GNG3,41.01964299101082,0.0007836990595611285
GNG4,25.142575264063918,0.0019386239894406863
GNG5,1.7744001867178383,0.43495297805642635
GNG5P2,20.50637897436249,0.0023923444976076554
GNG7,6.991628256758214,0.02627454215475994
GNGT1,3.183407301325868,0.13518808777429467
GNGT2,9.76113036692084,0.013982841115327504
GNL2,4.818852714001708,0.05558076225045372
GNL2P1,220.1976384981733,2.062365946213496e-05
GNL3,4.22288422423922,0.07224467909585877
GNL3L,3.6366794016461577,0.09567315624484408
GNLY,2.8570652112884405,0.17901336413133145
GNMT,18.476137209260923,0.004021613595116318
GNPAT,3.026428230947787,0.13481686190397624
GNPDA1,4.219369650456519,0.0748020128691635
GNPDA2,6.084161823093166,0.033678435901666394
GNPNAT1,4.5837033670204335,0.060963537370070944
GNPTAB,2.9934082067649297,0.14323131496452732
GNPTG,3.962597903759556,0.08319584227025244
GNRH1,20.375488811372946,0.0029079359841610295
GNRH2,110.09541316509012,8.249463784853984e-05
GNRHR,73.39315741649203,0.00022686025408348456
GNRHR2,16.27213007823685,0.0047228180168289065
GNS,2.5985094325342972,0.18602540834845735
GOLGA1,6.16261808036665,0.034194027388219764
GOLGA2,3.587553802206026,0.09427074740141891
GOLGA2P10,15.740679000722281,0.004825936314139581
GOLGA2P11,127.12854387060274,6.187097838640488e-05
GOLGA2P4,220.1976384977805,2.062365946213496e-05
GOLGA2P5,12.978781285018083,0.008517571357861738
GOLGA2P6,220.19763849776112,2.062365946213496e-05
GOLGA2P7,32.10388721741638,0.0012374195677280976
GOLGA2P8,70.33317213122362,0.00022686025408348456
GOLGA2P9,113.41588630046193,0.0001031182973106748
GOLGA3,3.276480241945224,0.1220508166969147
GOLGA4,3.247671670976596,0.11895726777759445
GOLGA5,4.786438635770111,0.055560138590991584
GOLGA5P1,94.36609128112029,0.00012374195677280976
GOLGA6B,155.70163775626855,4.124731892426992e-05
GOLGA6L10,127.12854387062974,6.187097838640488e-05
GOLGA6L2,87.03591212827926,0.00014436561623494472
GOLGA6L22,83.22173479840367,0.00014436561623494472
GOLGA6L3,66.38523932321463,0.00022686025408348456
GOLGA6L4,61.064278869437246,0.0002681075730077545
GOLGA6L5P,88.0091106096405,0.00018561293515921464
GOLGA6L6,72.16962342602999,0.0002062365946213496
GOLGA6L7,100.63599974387616,0.00012374195677280976
GOLGA6L9,22.985094404417218,0.002124236924599901
GOLGA7,2.7484138401517355,0.17136198647087938
GOLGA7B,14.393381930392355,0.005877742946708464
GOLGA8A,4.300473238167262,0.06597508661936974
GOLGA8B,5.009272494827359,0.04922867513611615
GOLGA8DP,220.1976384977577,2.062365946213496e-05
GOLGA8H,155.70163775628174,4.124731892426992e-05
GOLGA8M,134.84064669078495,6.187097838640488e-05
