CELL_ID,CLUSTER_LABEL
42725,Tumor (Ki67+)
42726,Lymph vessel
42727,Naive immune cell
42728,Macrophage
42729,Vessel
42730,Stromal / Fibroblast
42731,Tumor (Ki67+)
42732,Tumor (CD15+)
42733,Stromal / Fibroblast
42735,Stromal / Fibroblast
42736,CD4 T cell
42737,Tumor (CD21+)
42738,Granulocyte
42739,Lymph vessel
42740,Tumor (Podo+)
42742,Stromal / Fibroblast
42743,Tumor (Podo+)
42744,CD8 T cell
42745,CD4 T cell
42746,Stromal / Fibroblast
42747,Stromal / Fibroblast
42748,APC
42749,Lymph vessel
42750,Macrophage
42751,Tumor (Podo+)
42752,APC
42753,Vessel
42754,Macrophage
42755,Granulocyte
42756,Stromal / Fibroblast
42757,Tumor
42758,B cell
42759,Tumor (Podo+)
42760,Macrophage
42761,CD8 T cell
42762,Stromal / Fibroblast
42763,CD8 T cell
42764,CD4 T cell
42765,Stromal / Fibroblast
42766,CD8 T cell
42767,Tumor
42768,APC
42769,Stromal / Fibroblast
42770,CD8 T cell
42771,B cell
42772,Naive immune cell
42773,Tumor (CD20+)
42774,Stromal / Fibroblast
42775,Tumor (CD21+)
42776,Macrophage
42777,CD4 T cell
42778,Tumor (Ki67+)
42779,Tumor
42780,CD4 T cell
42781,Naive immune cell
42782,Macrophage
42783,Stromal / Fibroblast
42784,Stromal / Fibroblast
42785,Macrophage
42786,CD4 T cell
42787,CD8 T cell
42788,CD8 T cell
42789,Macrophage
42790,Macrophage
42791,CD4 T cell
42792,Stromal / Fibroblast
42793,B cell
42794,Granulocyte
42795,Tumor (Podo+)
42796,Tumor (Ki67+)
42797,Tumor (Ki67+)
42798,Macrophage
42799,CD4 T cell
42800,Vessel
42801,Naive immune cell
42802,Stromal / Fibroblast
42803,Macrophage
42804,Tumor (CD20+)
42805,Stromal / Fibroblast
42806,Macrophage
42807,Tumor (Ki67+)
42808,Vessel
42809,Tumor (Podo+)
42810,CD4 T cell
42811,Vessel
42812,Tumor
42813,APC
42814,CD8 T cell
42815,Stromal / Fibroblast
42816,Tumor (Podo+)
42817,Tumor (CD21+)
42818,Vessel
42819,Stromal / Fibroblast
42820,Tumor (Ki67+)
42821,Stromal / Fibroblast
42822,Stromal / Fibroblast
42823,Naive immune cell
42824,CD4 T cell
42825,Stromal / Fibroblast
42826,CD4 T cell
42827,Macrophage
42828,Tumor (Podo+)
42829,CD4 T cell
42830,Stromal / Fibroblast
42831,Stromal / Fibroblast
42832,Tumor (Ki67+)
42833,Stromal / Fibroblast
42834,Macrophage
42835,CD4 T cell
42836,Naive immune cell
42837,Tumor (CD15+)
42838,Granulocyte
42839,Tumor (CD21+)
42840,Naive immune cell
42841,Lymph vessel
42842,Tumor (Podo+)
42843,Naive immune cell
42844,Granulocyte
42845,Tumor (Podo+)
42846,Tumor (CD15+)
42847,Tumor
42848,Macrophage
42849,Naive immune cell
42850,Vessel
42851,Vessel
42852,Stromal / Fibroblast
42853,Granulocyte
42854,Macrophage
42855,Lymph vessel
42856,CD8 T cell
42857,Tumor (CD15+)
42858,Tumor
42859,Vessel
42860,Stromal / Fibroblast
42861,Stromal / Fibroblast
42862,CD4 T cell
42863,Macrophage
42864,CD4 T cell
42865,Macrophage
42866,Macrophage
42867,Stromal / Fibroblast
42868,CD8 T cell
42869,CD4 T cell
42870,Tumor
42871,Tumor (CD20+)
42872,Macrophage
42873,Vessel
42874,Macrophage
42875,CD4 T cell
42876,Stromal / Fibroblast
42877,Macrophage
42878,Macrophage
42879,Vessel
42880,Granulocyte
42881,Tumor (CD20+)
42882,Tumor (Ki67+)
42883,Stromal / Fibroblast
42884,CD4 T cell
42885,CD4 T cell
42886,Vessel
42887,CD4 T cell
42888,Tumor (CD20+)
42889,Vessel
42890,Lymph vessel
42891,Vessel
42892,Vessel
42893,APC
42894,Tumor (CD21+)
42895,Macrophage
42896,Stromal / Fibroblast
42897,Stromal / Fibroblast
42898,Macrophage
42899,CD4 T cell
42900,Macrophage
42901,CD8 T cell
42902,Stromal / Fibroblast
42903,CD8 T cell
42904,Macrophage
42905,CD8 T cell
42906,Macrophage
42907,Macrophage
42908,CD4 T cell
42909,Macrophage
42910,Macrophage
42911,Macrophage
42912,Stromal / Fibroblast
42913,Stromal / Fibroblast
42914,Naive immune cell
42915,Stromal / Fibroblast
42916,APC
42917,Naive immune cell
42918,Macrophage
42919,CD4 T cell
42920,Granulocyte
42921,Stromal / Fibroblast
42922,Tumor (Ki67+)
42923,Tumor
42924,Tumor (CD21+)
42925,CD4 T cell
42926,CD4 T cell
42927,Vessel
42928,Macrophage
42929,Stromal / Fibroblast
42930,Macrophage
42931,Tumor
42932,CD4 T cell
42933,Tumor
42934,Granulocyte
42935,Vessel
42936,Lymph vessel
42937,Tumor (Podo+)
42938,Macrophage
42939,CD4 T cell
42940,Stromal / Fibroblast
42941,Macrophage
42942,APC
42943,Tumor
42944,Stromal / Fibroblast
42945,CD4 T cell
42946,Stromal / Fibroblast
42947,Tumor
42948,Tumor (CD20+)
42949,APC
42950,Vessel
42951,Granulocyte
42952,Macrophage
42953,Tumor (CD21+)
42954,Tumor (CD15+)
42955,Granulocyte
42956,CD8 T cell
42957,CD4 T cell
42958,Tumor
42959,Tumor (CD20+)
42960,Tumor (Ki67+)
42961,CD8 T cell
42962,Tumor (Podo+)
42963,CD4 T cell
42964,Macrophage
42965,Tumor (CD21+)
42966,Macrophage
42967,CD4 T cell
42968,Macrophage
42969,Stromal / Fibroblast
42970,Tumor (CD21+)
42971,Macrophage
42972,Macrophage
42973,Vessel
42974,Stromal / Fibroblast
42975,Macrophage
42976,Tumor
42977,Stromal / Fibroblast
42978,Naive immune cell
42979,Stromal / Fibroblast
42980,Macrophage
42981,Stromal / Fibroblast
42982,CD8 T cell
42983,Lymph vessel
42984,Macrophage
42985,CD4 T cell
42986,Tumor (Ki67+)
42987,Macrophage
42988,Tumor (Ki67+)
42989,Vessel
42990,Vessel
42991,Granulocyte
42992,Tumor (CD20+)
42993,Macrophage
42994,Granulocyte
42995,Tumor
42996,Tumor
42997,Tumor (CD20+)
42998,Stromal / Fibroblast
42999,Stromal / Fibroblast
43000,Granulocyte
43001,Granulocyte
43002,Granulocyte
43003,Macrophage
43004,Tumor (Ki67+)
43005,Lymph vessel
43006,Tumor
43007,Lymph vessel
43008,Granulocyte
43009,Macrophage
43010,Tumor (CD15+)
43011,Macrophage
43012,Macrophage
43013,Tumor (Ki67+)
43014,Tumor (CD15+)
43015,Tumor (Podo+)
43016,Stromal / Fibroblast
43017,Stromal / Fibroblast
43018,Tumor
43019,CD4 T cell
43020,Tumor (CD20+)
43021,Tumor (Ki67+)
43022,Stromal / Fibroblast
43023,Macrophage
43024,Stromal / Fibroblast
43025,Stromal / Fibroblast
43026,Stromal / Fibroblast
43027,Granulocyte
43028,Stromal / Fibroblast
43029,Stromal / Fibroblast
43030,Stromal / Fibroblast
43031,Stromal / Fibroblast
43032,Tumor (Ki67+)
43033,Granulocyte
43034,Tumor (Ki67+)
43035,Stromal / Fibroblast
43036,Stromal / Fibroblast
43037,Tumor (Ki67+)
43038,Tumor
43039,Tumor (CD15+)
43040,Tumor (CD20+)
43041,Granulocyte
43042,Macrophage
43043,Vessel
43044,Lymph vessel
43045,Macrophage
43046,Tumor (Ki67+)
43047,Tumor (Ki67+)
43048,CD4 T cell
43049,Tumor
43050,Lymph vessel
43051,CD4 T cell
43052,CD8 T cell
43053,Tumor
43054,Tumor
43055,Lymph vessel
43056,Tumor (CD20+)
43057,Tumor (CD20+)
43058,Tumor
43059,Tumor (Ki67+)
43060,Stromal / Fibroblast
43061,Tumor (Ki67+)
43062,Macrophage
43063,Tumor (Ki67+)
43064,CD8 T cell
43065,Granulocyte
43066,Tumor
43067,Tumor
43068,Tumor (CD20+)
43069,CD4 T cell
43070,Tumor (CD20+)
43071,Tumor (CD20+)
43072,Macrophage
43073,Stromal / Fibroblast
43074,Macrophage
43075,Tumor (CD21+)
43076,Tumor (CD21+)
43077,Granulocyte
43078,Tumor (CD20+)
43079,Macrophage
43080,Macrophage
43081,Macrophage
43082,Tumor (CD20+)
43083,Tumor (CD20+)
43084,CD8 T cell
43085,Tumor (CD21+)
43086,Macrophage
43087,Tumor (CD20+)
43088,Tumor (CD20+)
43089,Tumor (CD20+)
43090,Tumor
43091,CD8 T cell
43092,Stromal / Fibroblast
43093,Lymph vessel
43094,Vessel
43095,Tumor (Podo+)
43096,Tumor
43097,Lymph vessel
43098,CD8 T cell
43099,Tumor (Ki67+)
43100,Macrophage
43101,Macrophage
43102,Tumor (CD20+)
43103,Tumor
43104,Stromal / Fibroblast
43105,CD4 T cell
43106,Granulocyte
43107,Tumor (CD20+)
43108,CD4 T cell
43109,Tumor (CD20+)
43110,Macrophage
43111,CD4 T cell
43112,Macrophage
43113,Tumor (CD20+)
43114,Tumor (CD20+)
43115,Tumor (CD20+)
43116,Tumor (Ki67+)
43117,CD8 T cell
43118,Lymph vessel
43119,Stromal / Fibroblast
43120,Granulocyte
43121,Lymph vessel
43122,Macrophage
43123,Macrophage
43124,Tumor (CD15+)
43125,CD8 T cell
43126,Tumor (CD15+)
43127,Tumor
43128,Macrophage
43129,Tumor (CD21+)
43130,CD4 T cell
43131,CD4 T cell
43132,Lymph vessel
43133,Granulocyte
43134,Granulocyte
43135,Tumor (CD15+)
43136,CD4 T cell
43137,Tumor (CD21+)
43138,Tumor (Podo+)
43139,Tumor (Ki67+)
43140,Granulocyte
43141,Macrophage
43142,Granulocyte
43143,Macrophage
43144,Macrophage
43145,Stromal / Fibroblast
43146,Granulocyte
43147,Stromal / Fibroblast
43148,Tumor
43149,Naive immune cell
43150,Granulocyte
43151,Granulocyte
43152,Tumor (Ki67+)
43153,Tumor (CD15+)
43154,Tumor (CD21+)
43155,Tumor (CD20+)
43156,CD8 T cell
43157,Tumor (CD20+)
43158,Naive immune cell
43160,CD4 T cell
43161,Granulocyte
43162,Granulocyte
43163,Tumor (Ki67+)
43164,Tumor (CD20+)
43165,CD4 T cell
43166,Stromal / Fibroblast
43167,Granulocyte
43168,Tumor (CD21+)
43169,Macrophage
43170,Tumor (CD21+)
43171,CD4 T cell
43172,Macrophage
43173,CD4 T cell
43174,Macrophage
43175,Macrophage
43176,CD8 T cell
43177,Granulocyte
43178,Granulocyte
43179,Tumor (CD15+)
43180,Granulocyte
43181,Tumor (CD21+)
43182,Tumor (CD21+)
43183,Granulocyte
43184,Stromal / Fibroblast
43185,Stromal / Fibroblast
43186,Stromal / Fibroblast
43187,Granulocyte
43188,Stromal / Fibroblast
43189,Macrophage
43190,Granulocyte
43191,Tumor (Podo+)
43192,Granulocyte
43193,Tumor (Ki67+)
43194,Macrophage
43195,Granulocyte
43196,Granulocyte
43197,Tumor (Ki67+)
43198,CD4 T cell
43199,Macrophage
43200,Granulocyte
43201,Tumor (CD15+)
43202,Tumor (CD21+)
43203,Macrophage
43204,Tumor (CD20+)
43205,Tumor (CD21+)
43206,Macrophage
43207,CD8 T cell
43208,Stromal / Fibroblast
43209,Tumor (CD15+)
43210,Granulocyte
43211,Tumor (Ki67+)
43212,Macrophage
43213,Tumor (Podo+)
43214,Granulocyte
43215,CD8 T cell
43216,Granulocyte
43217,Granulocyte
43218,Tumor (CD21+)
43219,CD4 T cell
43220,Macrophage
43221,Granulocyte
43222,Macrophage
43223,Macrophage
43224,CD4 T cell
43225,Granulocyte
43226,Granulocyte
43227,Tumor (CD20+)
43228,Tumor (CD20+)
43229,Tumor (Ki67+)
43230,Macrophage
43231,Tumor (Podo+)
43232,Tumor (CD20+)
43233,Tumor
43234,Tumor (Ki67+)
43235,Stromal / Fibroblast
43236,Granulocyte
43237,Tumor (CD15+)
43238,Tumor (CD20+)
43239,Tumor (CD15+)
43240,Tumor (CD20+)
43241,Naive immune cell
43243,Stromal / Fibroblast
43244,Stromal / Fibroblast
43245,Macrophage
43246,Stromal / Fibroblast
43247,Tumor (CD20+)
43248,Macrophage
43249,Granulocyte
43250,Granulocyte
43251,Granulocyte
43252,Tumor (CD20+)
43253,Tumor (Ki67+)
43254,Granulocyte
43255,Lymph vessel
43256,Tumor (CD21+)
43257,Tumor (CD20+)
43258,Stromal / Fibroblast
43259,Granulocyte
43260,Granulocyte
43261,CD4 T cell
43262,Granulocyte
43263,CD8 T cell
43264,Tumor (CD20+)
43265,Stromal / Fibroblast
43266,Vessel
43267,Macrophage
43268,Macrophage
43269,Granulocyte
43270,Granulocyte
43271,Tumor (CD20+)
43272,Macrophage
43273,CD4 T cell
43274,Vessel
43275,Granulocyte
43276,Stromal / Fibroblast
43277,Tumor (CD21+)
43278,Granulocyte
43279,Granulocyte
43280,Tumor (CD20+)
43281,Tumor (Ki67+)
43282,Lymph vessel
43283,Tumor (CD21+)
43284,Tumor (CD21+)
43285,APC
43286,Tumor (CD21+)
43287,Tumor (CD21+)
43288,Macrophage
43289,Granulocyte
43290,CD8 T cell
43291,Tumor (CD20+)
43292,Tumor (CD15+)
43293,CD4 T cell
43294,Tumor (CD20+)
43295,Tumor (Ki67+)
43296,Macrophage
43297,Macrophage
43298,Stromal / Fibroblast
43299,Granulocyte
43300,Lymph vessel
43301,Vessel
43302,Stromal / Fibroblast
43303,Granulocyte
43304,Granulocyte
43305,Tumor (CD20+)
43306,Macrophage
43307,Vessel
43308,Vessel
43309,Granulocyte
43310,Granulocyte
43311,Macrophage
43312,Tumor (CD15+)
43313,Vessel
43314,Tumor (Podo+)
43315,Tumor (CD21+)
43316,Tumor (CD21+)
43317,Tumor (CD15+)
43318,Lymph vessel
43319,Granulocyte
43320,Tumor (Podo+)
43321,Macrophage
43323,Granulocyte
43324,Macrophage
43325,Macrophage
43326,Tumor (CD21+)
43327,Stromal / Fibroblast
43328,Tumor (CD15+)
43329,Stromal / Fibroblast
43330,Granulocyte
43331,Granulocyte
43332,Tumor (CD21+)
43333,Tumor (CD21+)
43334,Tumor (CD21+)
43335,Macrophage
43336,CD4 T cell
43337,CD4 T cell
43338,Macrophage
43339,Tumor (CD21+)
43340,Macrophage
43341,CD4 T cell
43342,Granulocyte
43343,Granulocyte
43344,Granulocyte
43345,Macrophage
43346,Tumor (Ki67+)
43347,Macrophage
43348,CD8 T cell
43349,Granulocyte
43350,Lymph vessel
43351,Tumor (CD20+)
43352,Vessel
43353,Tumor (CD20+)
43354,Tumor (CD20+)
43355,Macrophage
43356,Vessel
43357,CD4 T cell
43358,Granulocyte
43359,Granulocyte
43360,Granulocyte
43361,Macrophage
43362,Vessel
43363,Vessel
43364,CD8 T cell
43365,Tumor (CD21+)
43366,Tumor
43367,Tumor (CD21+)
43368,Vessel
43369,Granulocyte
43370,Tumor (CD15+)
43371,Vessel
43372,Granulocyte
43373,CD4 T cell
43374,Stromal / Fibroblast
43375,Stromal / Fibroblast
43376,Stromal / Fibroblast
43377,Granulocyte
43378,Macrophage
43379,Vessel
43380,CD4 T cell
43381,Tumor
43382,Granulocyte
43383,CD4 T cell
43384,Tumor (CD20+)
43385,Tumor
43386,Macrophage
43387,Macrophage
43388,Granulocyte
43389,Granulocyte
43390,Granulocyte
43391,APC
43392,Tumor (CD20+)
43393,Tumor (CD21+)
43394,Tumor (CD15+)
43395,Vessel
43396,Tumor (CD15+)
43397,Granulocyte
43398,Granulocyte
43399,Tumor (CD15+)
43400,Tumor
43401,Tumor (CD20+)
43402,Granulocyte
43403,Granulocyte
43404,Granulocyte
43405,Tumor (CD21+)
43406,Tumor
43407,Macrophage
43408,Vessel
43409,Tumor
43410,Macrophage
43411,Stromal / Fibroblast
43412,Tumor
43413,Macrophage
43414,CD4 T cell
43415,Stromal / Fibroblast
43416,Stromal / Fibroblast
43417,Tumor (CD21+)
43418,Tumor (CD20+)
43419,Vessel
43420,Stromal / Fibroblast
43421,CD4 T cell
43422,Granulocyte
43423,Granulocyte
43424,Macrophage
43425,Granulocyte
43426,Vessel
43427,Lymph vessel
43428,CD8 T cell
43429,Vessel
43430,CD8 T cell
43431,Stromal / Fibroblast
43432,Granulocyte
43433,Tumor (CD21+)
43434,Granulocyte
43435,CD4 T cell
43436,Stromal / Fibroblast
43437,Tumor (CD15+)
43438,Tumor (CD20+)
43439,Stromal / Fibroblast
43440,Granulocyte
43441,Granulocyte
43442,Tumor (CD15+)
43443,Tumor
43444,CD4 T cell
43445,Macrophage
43446,Stromal / Fibroblast
43447,Granulocyte
43448,Macrophage
43449,Tumor (Podo+)
43450,Granulocyte
43451,Granulocyte
43452,Tumor (CD21+)
43454,Macrophage
43455,Stromal / Fibroblast
43456,Stromal / Fibroblast
43457,Vessel
43458,Tumor (CD15+)
43459,Tumor (Ki67+)
43460,Vessel
43461,Macrophage
43462,Stromal / Fibroblast
43463,Tumor (CD15+)
43464,Tumor (CD20+)
43465,Stromal / Fibroblast
43466,Tumor (CD15+)
43467,Macrophage
43468,Tumor (CD21+)
43469,Granulocyte
43470,Granulocyte
43471,Granulocyte
43473,Tumor (Ki67+)
43474,Stromal / Fibroblast
43475,Granulocyte
43476,Granulocyte
43477,CD8 T cell
43478,Tumor
43479,CD4 T cell
43480,Granulocyte
43481,CD8 T cell
43482,Naive immune cell
43483,Macrophage
43484,CD8 T cell
43485,Tumor (CD15+)
43486,Macrophage
43487,CD4 T cell
43488,Tumor (CD21+)
43489,Tumor (CD20+)
43490,Tumor (Ki67+)
43491,Stromal / Fibroblast
43492,Tumor (Ki67+)
43493,Tumor
43494,Vessel
43495,Tumor (Podo+)
43496,Granulocyte
43497,Granulocyte
43498,CD4 T cell
43499,APC
43501,Macrophage
43502,Stromal / Fibroblast
43503,Stromal / Fibroblast
43504,Granulocyte
43505,Macrophage
43506,Macrophage
43507,Stromal / Fibroblast
43508,Granulocyte
43509,Stromal / Fibroblast
43510,Stromal / Fibroblast
43511,Stromal / Fibroblast
43512,APC
43513,Tumor (CD21+)
43514,Tumor (CD20+)
43515,Stromal / Fibroblast
43516,Stromal / Fibroblast
43517,CD8 T cell
43518,Granulocyte
43519,Granulocyte
43520,Granulocyte
43521,Tumor (CD20+)
43522,CD8 T cell
43523,Macrophage
43524,Tumor (Ki67+)
43525,CD8 T cell
43526,Tumor (CD20+)
43527,Tumor (Ki67+)
43528,Tumor (CD21+)
43529,Granulocyte
43530,Tumor
43531,Tumor
43532,Lymph vessel
43533,Tumor (CD20+)
43534,CD4 T cell
43535,Macrophage
43536,Macrophage
43537,Granulocyte
43538,Granulocyte
43539,Granulocyte
43540,Macrophage
43541,Tumor (CD21+)
43542,Tumor
43543,CD8 T cell
43544,Tumor (Ki67+)
43545,Macrophage
43547,Granulocyte
43549,Vessel
43550,Tumor (CD21+)
43551,CD8 T cell
43552,Macrophage
43553,Granulocyte
43554,Tumor (CD20+)
43555,Stromal / Fibroblast
43556,Tumor (CD21+)
43557,Tumor (Ki67+)
43558,Tumor (CD20+)
43559,Granulocyte
43560,Lymph vessel
43561,Macrophage
43562,Tumor (CD21+)
43563,Stromal / Fibroblast
43564,Stromal / Fibroblast
43565,CD8 T cell
43566,Tumor (CD21+)
43567,Tumor (Ki67+)
43568,Tumor (CD15+)
43569,CD4 T cell
43570,Stromal / Fibroblast
43571,Tumor (CD15+)
43572,Tumor
43573,Macrophage
43574,CD4 T cell
43575,Tumor (Podo+)
43576,Macrophage
43577,Tumor (CD20+)
43578,CD4 T cell
43579,Stromal / Fibroblast
43580,Granulocyte
43581,Macrophage
43582,Tumor (CD20+)
43583,Tumor (CD15+)
43584,Macrophage
43585,Tumor (CD20+)
43586,CD8 T cell
43588,Granulocyte
43589,B cell
43590,Macrophage
43591,Stromal / Fibroblast
43592,Granulocyte
43593,Tumor (Ki67+)
43594,Tumor (Ki67+)
43596,CD8 T cell
43597,Stromal / Fibroblast
43598,Lymph vessel
43599,Tumor (CD15+)
43600,Tumor (CD15+)
43601,Granulocyte
43602,Granulocyte
43603,Granulocyte
43604,Tumor (CD20+)
43605,Granulocyte
43606,CD4 T cell
43607,Stromal / Fibroblast
43608,Tumor (CD21+)
43609,CD8 T cell
43610,Stromal / Fibroblast
43611,Stromal / Fibroblast
43612,Tumor (CD20+)
43613,Granulocyte
43614,Tumor
43615,Tumor
43616,CD4 T cell
43617,Stromal / Fibroblast
43618,Tumor (Podo+)
43619,Tumor
43620,Granulocyte
43621,Tumor (CD20+)
43622,Stromal / Fibroblast
43623,CD4 T cell
43624,CD8 T cell
43625,Tumor (CD21+)
43626,Macrophage
43627,APC
43628,CD4 T cell
43629,CD4 T cell
43630,Tumor (Ki67+)
43631,CD4 T cell
43632,Macrophage
43633,Granulocyte
43634,Granulocyte
43635,Tumor (Ki67+)
43636,Tumor (CD20+)
43637,Stromal / Fibroblast
43638,Granulocyte
43639,Tumor
43640,Stromal / Fibroblast
43641,Macrophage
43642,Stromal / Fibroblast
43643,Granulocyte
43644,B cell
43645,Stromal / Fibroblast
43646,Tumor
43647,Stromal / Fibroblast
43648,Lymph vessel
43649,Stromal / Fibroblast
43650,Naive immune cell
43651,CD4 T cell
43652,Tumor (CD20+)
43653,CD8 T cell
43654,Stromal / Fibroblast
43655,CD4 T cell
43656,Stromal / Fibroblast
43657,Tumor (CD21+)
43658,Tumor
43659,CD4 T cell
43660,Tumor (CD15+)
43661,Granulocyte
43662,Tumor
43663,Tumor
43664,Tumor
43665,Stromal / Fibroblast
43666,Stromal / Fibroblast
43667,Tumor (CD21+)
43668,Tumor (Podo+)
43669,Tumor (Ki67+)
43670,Granulocyte
43671,Tumor (CD21+)
43672,Tumor
43673,Stromal / Fibroblast
43674,Stromal / Fibroblast
43675,Tumor (CD20+)
43677,Stromal / Fibroblast
43678,Macrophage
43679,Tumor (Podo+)
43680,Granulocyte
43681,Tumor (CD20+)
43682,CD8 T cell
43683,Vessel
43684,Macrophage
43685,Tumor (Ki67+)
43686,Macrophage
43687,Granulocyte
43688,Tumor (CD21+)
43689,Granulocyte
43690,Granulocyte
43691,Stromal / Fibroblast
43692,Vessel
43693,Granulocyte
43694,Tumor
43695,Tumor (CD21+)
43696,Macrophage
43697,Granulocyte
43698,Granulocyte
43699,Lymph vessel
43700,Tumor (Ki67+)
43701,Tumor (CD15+)
43702,Tumor
43703,Macrophage
43704,Granulocyte
43705,Tumor
43706,Lymph vessel
43707,Macrophage
43708,Granulocyte
43709,Granulocyte
43710,Stromal / Fibroblast
43711,Granulocyte
43712,CD8 T cell
43713,Granulocyte
43714,Tumor (CD21+)
43715,Tumor (Podo+)
43716,Stromal / Fibroblast
43717,Stromal / Fibroblast
43718,Granulocyte
43719,Tumor (CD15+)
43720,CD8 T cell
43722,Tumor (CD20+)
43723,Tumor (Ki67+)
43724,Tumor (Ki67+)
43725,Granulocyte
43726,Stromal / Fibroblast
43727,Granulocyte
43728,Macrophage
43729,Tumor (Ki67+)
43730,CD8 T cell
43731,Granulocyte
43732,Granulocyte
43733,Tumor (CD15+)
43734,Granulocyte
43735,Granulocyte
43736,Tumor
43737,Stromal / Fibroblast
43738,Stromal / Fibroblast
43739,CD4 T cell
43740,Tumor (Podo+)
43741,Tumor (Ki67+)
43742,Stromal / Fibroblast
43743,Stromal / Fibroblast
43744,CD4 T cell
43745,CD4 T cell
43746,Tumor
43747,Tumor
43748,CD8 T cell
43749,CD8 T cell
43750,Vessel
43751,CD4 T cell
43752,Tumor
43753,Tumor
43754,Stromal / Fibroblast
43755,Tumor (CD20+)
43756,Vessel
43757,Granulocyte
43758,Granulocyte
43759,Granulocyte
43760,Granulocyte
43761,Tumor (CD21+)
43762,CD4 T cell
43763,Lymph vessel
43764,Macrophage
43765,CD8 T cell
43766,Tumor (CD20+)
43767,Macrophage
43768,CD8 T cell
43769,Granulocyte
43770,Granulocyte
43771,Tumor (CD20+)
43772,Tumor (Ki67+)
43773,Granulocyte
43774,APC
43775,CD4 T cell
43776,Granulocyte
43777,Vessel
43778,Tumor (CD15+)
43779,Macrophage
43780,Stromal / Fibroblast
43781,Stromal / Fibroblast
43782,Stromal / Fibroblast
43783,Macrophage
43784,Granulocyte
43785,CD4 T cell
43786,Granulocyte
43787,Macrophage
43788,Tumor (CD21+)
43789,Tumor
43790,Stromal / Fibroblast
43791,Stromal / Fibroblast
43792,Tumor (Podo+)
43793,APC
43794,Tumor (Ki67+)
43795,CD8 T cell
43796,Tumor (Ki67+)
