CELL_ID,CLUSTER_LABEL
43797,Stromal / Fibroblast
43798,Stromal / Fibroblast
43799,Tumor (Ki67+)
43800,Stromal / Fibroblast
43801,Naive immune cell
43802,Lymph vessel
43803,CD4 T cell
43804,CD4 T cell
43805,Tumor (Ki67+)
43806,Tumor (Ki67+)
43807,Tumor
43808,Macrophage
43809,CD8 T cell
43810,CD4 T cell
43811,Lymph vessel
43812,Granulocyte
43813,Macrophage
43814,Tumor (Ki67+)
43815,Tumor (CD21+)
43816,CD8 T cell
43817,Lymph vessel
43818,Tumor (CD15+)
43819,CD8 T cell
43820,Macrophage
43821,Vessel
43822,Tumor (CD20+)
43823,Macrophage
43824,Granulocyte
43825,Tumor (CD21+)
43826,Stromal / Fibroblast
43827,CD8 T cell
43828,Stromal / Fibroblast
43829,CD8 T cell
43830,Stromal / Fibroblast
43831,Granulocyte
43832,CD4 T cell
43833,Tumor
43834,Tumor (CD20+)
43835,APC
43836,Tumor (CD21+)
43837,Stromal / Fibroblast
43838,Naive immune cell
43839,Macrophage
43840,Tumor (Ki67+)
43841,Tumor
43842,Tumor (CD20+)
43843,Stromal / Fibroblast
43844,CD8 T cell
43846,Granulocyte
43847,Vessel
43848,Stromal / Fibroblast
43849,Granulocyte
43850,Macrophage
43851,CD4 T cell
43852,Tumor
43853,Macrophage
43854,CD4 T cell
43855,Vessel
43856,Tumor (Ki67+)
43857,Stromal / Fibroblast
43858,CD4 T cell
43859,Tumor (Ki67+)
43860,APC
43861,Tumor (CD20+)
43862,Stromal / Fibroblast
43863,Tumor (CD20+)
43864,Tumor (CD20+)
43865,Tumor (CD15+)
43866,Tumor (CD20+)
43867,Tumor (CD21+)
43868,Macrophage
43869,Tumor
43870,Tumor
43871,Vessel
43872,CD4 T cell
43873,Tumor
43874,Stromal / Fibroblast
43875,Tumor (CD15+)
43876,Tumor (Ki67+)
43877,Tumor (Podo+)
43878,Tumor (CD21+)
43879,APC
43880,Tumor (CD20+)
43881,Macrophage
43882,Macrophage
43883,CD4 T cell
43884,Stromal / Fibroblast
43885,Tumor (CD20+)
43886,Stromal / Fibroblast
43887,Lymph vessel
43888,Macrophage
43889,Macrophage
43890,Tumor (CD20+)
43891,Granulocyte
43892,Lymph vessel
43893,CD4 T cell
43894,Stromal / Fibroblast
43895,Tumor (CD15+)
43896,Tumor
43897,Vessel
43898,Macrophage
43899,Granulocyte
43900,Granulocyte
43901,Tumor
43902,CD4 T cell
43903,Macrophage
43904,Granulocyte
43905,Stromal / Fibroblast
43906,Vessel
43907,Macrophage
43908,Vessel
43909,APC
43910,Tumor (Ki67+)
43911,CD8 T cell
43912,Macrophage
43913,Tumor (CD21+)
43914,Stromal / Fibroblast
43915,CD4 T cell
43916,Stromal / Fibroblast
43917,Macrophage
43918,Vessel
43919,Tumor (Ki67+)
43920,CD8 T cell
43921,Tumor
43922,Tumor (CD20+)
43923,Stromal / Fibroblast
43924,CD4 T cell
43925,Macrophage
43926,Granulocyte
43927,Macrophage
43928,CD8 T cell
43929,Granulocyte
43930,Macrophage
43931,APC
43932,APC
43933,CD4 T cell
43934,CD8 T cell
43935,Tumor (CD20+)
43936,Macrophage
43937,CD8 T cell
43938,Macrophage
43939,Tumor (CD15+)
43940,Tumor (CD20+)
43941,Vessel
43942,Stromal / Fibroblast
43943,Granulocyte
43944,Macrophage
43945,APC
43946,Tumor (CD21+)
43947,Tumor (Ki67+)
43948,Granulocyte
43949,CD4 T cell
43950,CD8 T cell
43951,Stromal / Fibroblast
43952,Macrophage
43953,Stromal / Fibroblast
43954,Macrophage
43955,Macrophage
43956,Macrophage
43957,Tumor
43958,Lymph vessel
43959,CD8 T cell
43960,Stromal / Fibroblast
43961,Vessel
43962,CD8 T cell
43963,Tumor (Ki67+)
43964,Tumor
43965,Stromal / Fibroblast
43966,Tumor
43967,CD8 T cell
43968,Granulocyte
43969,Stromal / Fibroblast
43970,Macrophage
43971,APC
43972,Stromal / Fibroblast
43973,CD4 T cell
43974,Macrophage
43975,Tumor (CD15+)
43976,Tumor (Ki67+)
43977,Stromal / Fibroblast
43978,Lymph vessel
43979,Macrophage
43980,CD4 T cell
43981,APC
43982,Tumor (CD15+)
43983,Tumor (CD21+)
43984,Tumor (Podo+)
43985,Macrophage
43986,Tumor (CD21+)
43987,CD4 T cell
43988,Tumor
43989,Tumor (CD21+)
43990,Tumor
43991,Tumor (CD15+)
43992,Macrophage
43993,Tumor (CD20+)
43994,Tumor
43995,Tumor (CD21+)
43996,CD8 T cell
43997,CD4 T cell
43998,Granulocyte
43999,Stromal / Fibroblast
44000,Vessel
44001,Stromal / Fibroblast
44002,APC
44003,CD4 T cell
44004,Macrophage
44005,Granulocyte
44006,CD4 T cell
44007,Granulocyte
44008,Granulocyte
44009,Tumor
44010,Tumor (Ki67+)
44011,Stromal / Fibroblast
44012,Vessel
44013,Granulocyte
44014,Macrophage
44015,Tumor
44016,Tumor (CD20+)
44017,Macrophage
44018,CD8 T cell
44019,Stromal / Fibroblast
44020,CD8 T cell
44021,CD8 T cell
44022,CD8 T cell
44024,Stromal / Fibroblast
44025,Macrophage
44026,CD4 T cell
44027,CD4 T cell
44028,Tumor (CD20+)
44029,CD8 T cell
44030,CD8 T cell
44031,Tumor (CD20+)
44032,Granulocyte
44033,Macrophage
44034,Stromal / Fibroblast
44035,Tumor (Ki67+)
44036,Tumor
44037,Naive immune cell
44038,Macrophage
44040,Stromal / Fibroblast
44041,Vessel
44042,Stromal / Fibroblast
44043,CD8 T cell
44044,Stromal / Fibroblast
44046,Tumor
44047,Stromal / Fibroblast
44048,Vessel
44049,Tumor
44050,CD4 T cell
44051,Tumor (CD20+)
44052,Vessel
44053,Granulocyte
44054,CD8 T cell
44055,Vessel
44056,Stromal / Fibroblast
44057,Naive immune cell
44058,Macrophage
44059,Stromal / Fibroblast
44060,Naive immune cell
44061,Stromal / Fibroblast
44062,Tumor (Podo+)
44063,CD8 T cell
44064,Stromal / Fibroblast
44065,Stromal / Fibroblast
44066,CD8 T cell
44067,Tumor
44068,CD4 T cell
44069,Granulocyte
44070,CD8 T cell
44071,Tumor (Ki67+)
44072,Tumor (Ki67+)
44073,Tumor
44074,Tumor (CD21+)
44075,Granulocyte
44076,Macrophage
44077,CD4 T cell
44078,CD4 T cell
44079,Macrophage
44080,APC
44081,Tumor
44082,Macrophage
44083,Stromal / Fibroblast
44084,Tumor
44085,Vessel
44086,Vessel
44087,CD8 T cell
44088,CD8 T cell
44089,Stromal / Fibroblast
44090,Tumor (CD21+)
44091,Stromal / Fibroblast
44092,CD4 T cell
44093,Macrophage
44094,Vessel
44095,Tumor (CD20+)
44096,Granulocyte
44097,Stromal / Fibroblast
44098,Tumor (CD15+)
44099,Lymph vessel
44100,Macrophage
44101,APC
44102,Tumor (Podo+)
44103,Stromal / Fibroblast
44104,APC
44105,CD8 T cell
44106,Tumor (CD20+)
44107,Tumor (CD20+)
44108,B cell
44109,CD8 T cell
44110,APC
44111,CD4 T cell
44112,CD8 T cell
44113,Granulocyte
44114,Macrophage
44115,Tumor
44116,CD8 T cell
44117,Stromal / Fibroblast
44118,CD4 T cell
44119,Macrophage
44120,Macrophage
44122,CD4 T cell
44123,Macrophage
44124,CD8 T cell
44125,CD8 T cell
44126,Vessel
44127,Lymph vessel
44128,CD8 T cell
44129,Tumor
44130,Tumor
44131,CD4 T cell
44132,Tumor (Ki67+)
44133,Granulocyte
44134,CD8 T cell
44135,Tumor (CD21+)
44136,CD8 T cell
44137,Stromal / Fibroblast
44138,APC
44139,CD4 T cell
44140,Macrophage
44141,Stromal / Fibroblast
44142,CD4 T cell
44143,CD4 T cell
44144,CD8 T cell
44145,CD8 T cell
44146,Macrophage
44147,Stromal / Fibroblast
44148,Tumor
44149,Macrophage
44150,CD8 T cell
44151,Stromal / Fibroblast
44152,CD8 T cell
44153,Macrophage
44154,Tumor (Ki67+)
44155,Naive immune cell
44156,Tumor (Podo+)
44157,Granulocyte
44158,CD8 T cell
44159,Stromal / Fibroblast
44160,Granulocyte
44161,B cell
44162,CD4 T cell
44163,Granulocyte
44164,CD8 T cell
44165,Macrophage
44166,Macrophage
44167,Tumor
44168,Tumor (CD21+)
44169,Tumor (CD15+)
44170,CD4 T cell
44171,Stromal / Fibroblast
44172,Tumor (CD15+)
44173,CD8 T cell
44174,CD8 T cell
44175,CD8 T cell
44176,CD8 T cell
44177,Tumor (Ki67+)
44179,Lymph vessel
44180,APC
44181,Tumor (CD21+)
44182,Tumor
44183,Tumor
44184,CD8 T cell
44185,Lymph vessel
44186,Tumor (Ki67+)
44187,Tumor (Podo+)
44188,CD8 T cell
44189,Tumor (CD20+)
44190,Vessel
44191,CD8 T cell
44192,Macrophage
44193,Macrophage
44194,Stromal / Fibroblast
44195,Tumor
44196,Macrophage
44197,CD4 T cell
44198,CD8 T cell
44199,Macrophage
44200,Stromal / Fibroblast
44201,CD4 T cell
44202,CD4 T cell
44203,Stromal / Fibroblast
44204,Macrophage
44205,Macrophage
44206,Granulocyte
44207,Macrophage
44208,Tumor (CD20+)
44209,Tumor (Ki67+)
44210,Macrophage
44211,Macrophage
44212,CD4 T cell
44213,Granulocyte
44214,Macrophage
44215,Stromal / Fibroblast
44216,Stromal / Fibroblast
44217,Macrophage
44218,Naive immune cell
44219,Stromal / Fibroblast
44220,Naive immune cell
44221,CD8 T cell
44222,Granulocyte
44223,Vessel
44224,CD4 T cell
44225,Tumor (Ki67+)
44226,Tumor (CD21+)
44227,Stromal / Fibroblast
44228,Stromal / Fibroblast
44229,CD8 T cell
44230,Stromal / Fibroblast
44231,Naive immune cell
44232,Macrophage
44233,APC
44234,Tumor (Ki67+)
44235,Macrophage
44236,CD8 T cell
44237,Naive immune cell
44238,Macrophage
44239,Granulocyte
44240,Vessel
44241,CD4 T cell
44242,CD8 T cell
44243,CD8 T cell
44244,Naive immune cell
44245,Macrophage
44246,Granulocyte
44247,Macrophage
44248,Macrophage
44249,Vessel
44250,APC
44251,CD4 T cell
44252,CD4 T cell
44253,Stromal / Fibroblast
44254,Vessel
44255,Macrophage
44256,CD4 T cell
44257,Granulocyte
44258,CD4 T cell
44259,Macrophage
44260,Tumor (Ki67+)
44261,CD8 T cell
44262,Lymph vessel
44263,Stromal / Fibroblast
44264,Macrophage
44265,Granulocyte
44266,CD8 T cell
44267,CD8 T cell
44268,Stromal / Fibroblast
44269,Tumor
44270,Granulocyte
44271,Granulocyte
44272,Stromal / Fibroblast
44273,Tumor (Ki67+)
44274,CD8 T cell
44275,B cell
44276,Macrophage
44277,Tumor (Ki67+)
44278,Granulocyte
44279,Tumor
44280,Stromal / Fibroblast
44281,Stromal / Fibroblast
44282,Tumor (Ki67+)
44283,CD4 T cell
44284,Vessel
44285,CD8 T cell
44286,Stromal / Fibroblast
44287,Tumor
44288,CD4 T cell
44289,Granulocyte
44290,Tumor (CD21+)
44291,CD8 T cell
44292,CD4 T cell
44293,CD8 T cell
44294,Macrophage
44295,CD8 T cell
44296,Stromal / Fibroblast
44297,Granulocyte
44298,Stromal / Fibroblast
44299,Stromal / Fibroblast
44300,Macrophage
44301,Stromal / Fibroblast
44303,CD4 T cell
44304,Tumor (Podo+)
44305,Tumor (Ki67+)
44306,CD8 T cell
44307,Macrophage
44308,CD8 T cell
44309,Stromal / Fibroblast
44310,Macrophage
44311,Macrophage
44312,CD4 T cell
44313,CD8 T cell
44314,Tumor (Podo+)
44315,Stromal / Fibroblast
44316,Macrophage
44317,Macrophage
44318,Stromal / Fibroblast
44319,CD4 T cell
44320,Stromal / Fibroblast
44321,Vessel
44322,CD4 T cell
44323,CD4 T cell
44324,CD4 T cell
44325,CD4 T cell
44326,CD4 T cell
44327,Tumor (CD21+)
44328,CD8 T cell
44329,Macrophage
44330,Macrophage
44331,Tumor (CD20+)
44332,Granulocyte
44333,Stromal / Fibroblast
44334,CD8 T cell
44335,Granulocyte
44336,Stromal / Fibroblast
44337,Tumor (Ki67+)
44338,CD8 T cell
44339,Macrophage
44340,Tumor
44341,CD4 T cell
44342,Macrophage
44343,Macrophage
44344,Macrophage
44345,CD8 T cell
44346,CD8 T cell
44347,Tumor
44348,CD8 T cell
44349,CD4 T cell
44350,Tumor (CD20+)
44351,Macrophage
44352,Stromal / Fibroblast
44353,CD4 T cell
44354,CD8 T cell
44355,APC
44356,CD4 T cell
44357,Tumor (Ki67+)
44358,Macrophage
44359,Tumor
44360,Stromal / Fibroblast
44361,Tumor (Podo+)
44362,CD4 T cell
44363,CD4 T cell
44364,CD4 T cell
44365,Stromal / Fibroblast
44366,Stromal / Fibroblast
44368,Tumor
44369,Tumor (Ki67+)
44370,Tumor (CD20+)
44371,Stromal / Fibroblast
44372,Macrophage
44373,Stromal / Fibroblast
44374,Stromal / Fibroblast
44375,CD8 T cell
44376,Macrophage
44377,APC
44378,Macrophage
44379,Vessel
44380,CD4 T cell
44381,CD8 T cell
44382,APC
44383,Tumor (Ki67+)
44384,CD8 T cell
44385,Stromal / Fibroblast
44386,Stromal / Fibroblast
44387,CD8 T cell
44388,Macrophage
44389,Vessel
44390,Tumor (CD21+)
44391,Lymph vessel
44392,Naive immune cell
44393,CD8 T cell
44394,CD8 T cell
44395,Granulocyte
44396,CD8 T cell
44397,Vessel
44398,Vessel
44399,Stromal / Fibroblast
44400,Macrophage
44401,Macrophage
44402,APC
44403,Stromal / Fibroblast
44404,CD8 T cell
44405,Stromal / Fibroblast
44406,CD4 T cell
44407,CD4 T cell
44408,Macrophage
44409,Tumor
44410,Tumor (CD21+)
44411,Stromal / Fibroblast
44412,Macrophage
44413,Macrophage
44414,Macrophage
44415,B cell
44416,CD8 T cell
44417,CD4 T cell
44418,APC
44419,Tumor (Ki67+)
44420,Tumor (CD20+)
44421,Tumor (CD21+)
44422,Tumor (CD15+)
44423,Stromal / Fibroblast
44424,Naive immune cell
44425,CD8 T cell
44426,CD4 T cell
44427,Vessel
44428,Granulocyte
44429,Stromal / Fibroblast
44430,CD8 T cell
44431,CD4 T cell
44432,CD4 T cell
44433,APC
44434,Tumor
44435,Naive immune cell
44436,CD8 T cell
44437,CD8 T cell
44438,CD4 T cell
44439,Stromal / Fibroblast
44440,CD8 T cell
44441,Tumor (Ki67+)
44442,Stromal / Fibroblast
44443,Vessel
44444,Vessel
44445,Stromal / Fibroblast
44446,Stromal / Fibroblast
44447,Macrophage
44448,CD8 T cell
44449,Naive immune cell
44450,CD8 T cell
44451,CD4 T cell
44452,Macrophage
44453,Macrophage
44454,Stromal / Fibroblast
44455,Macrophage
44456,CD8 T cell
44457,Granulocyte
44458,CD4 T cell
44459,Tumor (Podo+)
44460,Vessel
44461,Granulocyte
44462,CD4 T cell
44463,Vessel
44464,Macrophage
44465,Tumor
44466,Tumor
44467,Tumor (CD21+)
44468,Tumor (Ki67+)
44469,CD8 T cell
44470,Tumor (CD20+)
44471,Vessel
44472,CD4 T cell
44473,CD8 T cell
44474,Granulocyte
44475,Granulocyte
44476,CD4 T cell
44477,Stromal / Fibroblast
44478,Granulocyte
44479,Tumor
44480,CD4 T cell
44481,Vessel
44482,Tumor (Podo+)
44483,APC
44484,Vessel
44485,CD4 T cell
44486,Tumor (CD21+)
44487,Tumor (Ki67+)
44488,Stromal / Fibroblast
44489,Macrophage
44490,Macrophage
44491,CD8 T cell
44492,CD4 T cell
44493,Tumor (Podo+)
44494,Naive immune cell
44495,CD8 T cell
44496,Vessel
44497,APC
44498,Macrophage
44499,CD4 T cell
44500,CD4 T cell
44501,Macrophage
44502,Tumor (Ki67+)
44503,Vessel
44504,Macrophage
44505,Stromal / Fibroblast
44506,Macrophage
44507,Lymph vessel
44508,CD8 T cell
44510,Vessel
44511,APC
44512,CD4 T cell
44513,Stromal / Fibroblast
44514,Granulocyte
44515,Granulocyte
44516,Tumor (CD20+)
44517,Tumor
44518,Tumor (CD21+)
44519,Stromal / Fibroblast
44520,APC
44521,CD8 T cell
44522,CD8 T cell
44523,CD8 T cell
44524,CD4 T cell
44525,Macrophage
44526,Tumor (Ki67+)
44527,Naive immune cell
44528,Granulocyte
44529,CD4 T cell
44530,CD4 T cell
44531,Macrophage
44532,Lymph vessel
44533,Macrophage
44534,CD4 T cell
44535,Tumor (Podo+)
44536,Lymph vessel
44537,Naive immune cell
44538,CD4 T cell
44539,Naive immune cell
44540,Macrophage
44541,Tumor (CD21+)
44542,CD4 T cell
44543,Granulocyte
44544,Tumor (CD21+)
44545,Macrophage
44546,B cell
44547,Lymph vessel
44548,Vessel
44549,CD8 T cell
44550,Vessel
44551,CD4 T cell
44552,Naive immune cell
44553,Naive immune cell
44554,Granulocyte
44555,CD8 T cell
44556,Granulocyte
44557,Stromal / Fibroblast
44558,Macrophage
44559,CD4 T cell
44560,CD4 T cell
44561,Tumor
44562,CD4 T cell
44563,Stromal / Fibroblast
44564,Macrophage
44565,Vessel
44566,Tumor
44567,APC
44568,CD4 T cell
44569,Granulocyte
44570,APC
44571,Tumor (CD20+)
44572,B cell
44573,CD4 T cell
44574,CD4 T cell
44575,Stromal / Fibroblast
44576,Stromal / Fibroblast
44577,CD8 T cell
44578,B cell
44579,APC
44580,Tumor
44581,Tumor
44582,Tumor (CD20+)
44583,CD4 T cell
44584,Lymph vessel
44585,APC
44586,Granulocyte
44587,CD8 T cell
44588,Macrophage
44589,Macrophage
44590,Tumor (CD21+)
44591,Tumor
44592,CD4 T cell
44593,CD4 T cell
44594,CD4 T cell
44595,CD4 T cell
44596,Stromal / Fibroblast
44597,CD4 T cell
44598,Tumor (CD15+)
44599,CD8 T cell
44600,Granulocyte
44601,Lymph vessel
44602,Naive immune cell
44603,Naive immune cell
44604,CD4 T cell
44605,Stromal / Fibroblast
44606,Lymph vessel
44607,Macrophage
44608,Naive immune cell
44609,Stromal / Fibroblast
44610,CD8 T cell
44611,Stromal / Fibroblast
44612,Granulocyte
44613,Lymph vessel
44614,CD4 T cell
44615,Tumor (CD15+)
44616,Tumor
44617,Macrophage
44618,Granulocyte
44619,CD4 T cell
44620,Stromal / Fibroblast
44621,Lymph vessel
44622,Naive immune cell
44623,Macrophage
44624,CD8 T cell
44625,Macrophage
44626,Tumor
44627,Tumor
44628,Tumor (CD20+)
44629,Macrophage
44630,CD8 T cell
44631,Macrophage
44632,Macrophage
44633,Stromal / Fibroblast
44634,CD4 T cell
44635,Naive immune cell
44636,Macrophage
44637,Tumor
44638,Tumor
44639,Stromal / Fibroblast
44640,Macrophage
44641,Lymph vessel
44642,CD8 T cell
44643,CD4 T cell
44644,Macrophage
44645,Tumor
44646,B cell
44647,Naive immune cell
44648,CD4 T cell
44649,Vessel
44650,Tumor
44651,Macrophage
44652,Tumor (Podo+)
44653,CD4 T cell
44654,APC
44655,CD4 T cell
44656,CD4 T cell
44657,CD4 T cell
44658,CD8 T cell
44659,CD4 T cell
44660,Stromal / Fibroblast
44661,Tumor (CD20+)
44662,CD4 T cell
44663,APC
44664,CD4 T cell
44665,Tumor
44666,Stromal / Fibroblast
44667,Naive immune cell
44668,Macrophage
44669,B cell
44670,Naive immune cell
44671,CD8 T cell
44672,CD4 T cell
44673,CD4 T cell
44674,APC
44675,APC
44676,Stromal / Fibroblast
44677,Macrophage
44678,Granulocyte
44679,Stromal / Fibroblast
44680,Macrophage
44681,Tumor
44682,CD4 T cell
44683,CD4 T cell
44684,Naive immune cell
44685,CD8 T cell
44686,CD4 T cell
44687,CD4 T cell
44688,CD4 T cell
44689,Macrophage
44690,CD4 T cell
44691,Granulocyte
44692,Vessel
44693,Tumor (CD20+)
44694,Macrophage
44695,Stromal / Fibroblast
44696,CD4 T cell
44697,Lymph vessel
44698,Stromal / Fibroblast
44699,CD4 T cell
44700,Naive immune cell
44701,Macrophage
44702,CD4 T cell
44703,Macrophage
44704,CD8 T cell
44705,CD4 T cell
44706,Naive immune cell
44707,Macrophage
44708,Lymph vessel
44709,Lymph vessel
44710,CD4 T cell
44711,CD4 T cell
44712,APC
44713,Granulocyte
44714,CD4 T cell
44715,Stromal / Fibroblast
44716,CD4 T cell
44717,Tumor (CD20+)
44718,CD8 T cell
44719,Stromal / Fibroblast
44720,Stromal / Fibroblast
44721,CD4 T cell
44722,CD4 T cell
44723,CD8 T cell
44724,Vessel
44725,CD8 T cell
44726,Vessel
44727,CD8 T cell
44728,Granulocyte
44729,Tumor (CD21+)
44730,Tumor
44731,Stromal / Fibroblast
44732,CD8 T cell
44733,Naive immune cell
44734,Tumor (Ki67+)
44735,Vessel
44736,Stromal / Fibroblast
44737,CD8 T cell
44738,Macrophage
44739,CD8 T cell
44740,Macrophage
44741,Vessel
44742,CD4 T cell
44743,CD4 T cell
44744,CD8 T cell
44745,Macrophage
44746,Vessel
44747,Macrophage
44748,Naive immune cell
44749,Stromal / Fibroblast
44750,CD4 T cell
44751,CD4 T cell
44752,Lymph vessel
44753,Macrophage
44754,Naive immune cell
44755,Stromal / Fibroblast
44756,CD8 T cell
44757,Tumor
44758,APC
44759,Naive immune cell
44760,Stromal / Fibroblast
44761,Tumor (Ki67+)
44762,Tumor
44763,CD4 T cell
44764,Macrophage
44765,CD4 T cell
44766,CD8 T cell
44767,Macrophage
44768,Macrophage
44769,Macrophage
44770,Vessel
44771,Stromal / Fibroblast
44772,CD4 T cell
44773,CD4 T cell
44774,CD4 T cell
44775,Naive immune cell
44776,Tumor (Podo+)
44777,CD4 T cell
44778,Tumor
44779,Macrophage
44780,CD4 T cell
44781,Tumor (CD20+)
44782,Stromal / Fibroblast
44783,APC
44784,CD8 T cell
44785,CD4 T cell
44786,Stromal / Fibroblast
44787,Naive immune cell
44788,CD4 T cell
44789,Granulocyte
44790,Macrophage
44791,Macrophage
44792,CD4 T cell
44793,Macrophage
44794,Tumor (CD20+)
44795,Granulocyte
44796,Macrophage
44797,CD4 T cell
44798,Vessel
44799,CD4 T cell
44800,CD4 T cell
44801,CD8 T cell
44802,CD8 T cell
44803,Tumor (CD15+)
44804,Tumor (CD15+)
44805,Stromal / Fibroblast
44806,CD8 T cell
44807,CD8 T cell
44808,Tumor (Ki67+)
44810,CD4 T cell
44811,Stromal / Fibroblast
44812,APC
44813,Vessel
44814,Tumor (Ki67+)
44815,Macrophage
44816,Lymph vessel
44817,Stromal / Fibroblast
44818,Macrophage
44819,CD4 T cell
44820,Stromal / Fibroblast
44821,Vessel
44822,Lymph vessel
44823,Granulocyte
44824,Vessel
44825,Lymph vessel
44826,CD4 T cell
44827,CD8 T cell
44828,CD4 T cell
44829,APC
44830,Vessel
44831,Stromal / Fibroblast
44832,Macrophage
44833,Vessel
44834,Macrophage
44835,Macrophage
44836,CD8 T cell
44837,CD8 T cell
44838,Macrophage
44839,Tumor (Ki67+)
44840,Granulocyte
44841,APC
44842,B cell
44843,CD4 T cell
44844,Macrophage
44845,B cell
44846,Macrophage
44847,CD4 T cell
44848,CD8 T cell
44849,CD8 T cell
44850,CD8 T cell
44851,B cell
44852,Tumor (Ki67+)
44853,APC
44854,Macrophage
44855,Stromal / Fibroblast
44856,CD4 T cell
44857,CD4 T cell
44858,CD8 T cell
44860,Stromal / Fibroblast
44861,CD8 T cell
44862,Vessel
44863,Stromal / Fibroblast
44864,Tumor (CD21+)
44865,CD4 T cell
44866,Naive immune cell
44867,Macrophage
44868,Macrophage
44869,CD4 T cell
44870,Lymph vessel
44871,Tumor (CD21+)
44872,Granulocyte
44873,Macrophage
44874,CD4 T cell
44875,CD4 T cell
44876,CD4 T cell
44877,Macrophage
44878,Granulocyte
44879,Macrophage
44880,Vessel
44881,Tumor (CD21+)
44882,CD4 T cell
44883,Stromal / Fibroblast
44884,Macrophage
44885,Macrophage
44886,Tumor (CD20+)
44887,CD8 T cell
44888,CD8 T cell
44889,Naive immune cell
44890,Granulocyte
44891,Stromal / Fibroblast
44892,Stromal / Fibroblast
44893,Lymph vessel
44894,Stromal / Fibroblast
44895,Stromal / Fibroblast
44896,CD8 T cell
44897,Granulocyte
44898,Granulocyte
44899,APC
44900,Vessel
44901,Stromal / Fibroblast
44902,Macrophage
44903,B cell
44904,Stromal / Fibroblast
44906,CD4 T cell
44907,Macrophage
44908,Macrophage
44909,CD8 T cell
44910,CD8 T cell
44911,Macrophage
44912,Tumor (CD15+)
44913,Macrophage
44914,Macrophage
44915,Vessel
44916,Stromal / Fibroblast
44917,Granulocyte
44918,Macrophage
44919,Granulocyte
44920,Granulocyte
44921,Granulocyte
44922,CD8 T cell
44923,Tumor (CD15+)
44924,Stromal / Fibroblast
44925,Macrophage
44926,Naive immune cell
44927,CD4 T cell
44928,CD8 T cell
44929,CD8 T cell
44930,CD8 T cell
44931,Macrophage
44932,Macrophage
44933,CD8 T cell
44934,Tumor (CD21+)
44935,Tumor (Ki67+)
44936,Macrophage
44937,Stromal / Fibroblast
44938,Tumor (Ki67+)
44939,Vessel
44940,Granulocyte
44941,Tumor (CD20+)
44942,CD4 T cell
44943,CD8 T cell
44944,Vessel
44945,Granulocyte
44946,Vessel
44947,Tumor (Ki67+)
44948,Macrophage
44949,Granulocyte
44950,Granulocyte
44951,Tumor
44952,Tumor (Podo+)
44953,APC
44954,Stromal / Fibroblast
44955,Vessel
44956,CD4 T cell
44957,Tumor (Ki67+)
44958,Naive immune cell
44959,CD4 T cell
44960,CD8 T cell
44961,Macrophage
44962,CD8 T cell
44963,Stromal / Fibroblast
44964,CD4 T cell
44965,APC
44966,CD8 T cell
44967,Macrophage
44968,B cell
44969,Granulocyte
44970,Vessel
44971,CD8 T cell
44972,Naive immune cell
44973,Tumor
44974,Granulocyte
44975,CD8 T cell
44976,CD8 T cell
44977,Tumor
44978,Lymph vessel
44979,CD4 T cell
44980,Stromal / Fibroblast
44981,Granulocyte
44982,Macrophage
44983,Tumor (CD15+)
44984,Macrophage
44986,CD4 T cell
44987,Macrophage
44988,Stromal / Fibroblast
44989,Macrophage
44990,Tumor (CD15+)
44991,CD4 T cell
44992,Macrophage
44993,CD4 T cell
44994,Vessel
44995,Tumor (CD15+)
44996,Tumor (CD20+)
44997,Naive immune cell
44998,Tumor
44999,CD4 T cell
45000,APC
45001,Naive immune cell
45002,Macrophage
45003,CD8 T cell
45004,Vessel
45005,CD8 T cell
45006,Macrophage
45007,Macrophage
45008,CD4 T cell
45009,Tumor (Ki67+)
45010,Tumor (CD21+)
45011,Tumor (CD20+)
45012,CD4 T cell
45013,Macrophage
45014,Stromal / Fibroblast
45015,Granulocyte
45016,Stromal / Fibroblast
45017,Tumor
45018,Vessel
45019,Macrophage
45020,CD4 T cell
45021,CD8 T cell
45022,Tumor
45023,Tumor
45024,Stromal / Fibroblast
45025,Vessel
45026,Granulocyte
45027,Stromal / Fibroblast
45028,Macrophage
45029,Tumor
45030,Macrophage
45031,Granulocyte
45032,Naive immune cell
45033,CD8 T cell
45034,Stromal / Fibroblast
45035,Tumor (CD20+)
45036,Macrophage
45037,Macrophage
45038,Tumor
45039,Granulocyte
45040,CD8 T cell
45041,Stromal / Fibroblast
45042,Stromal / Fibroblast
45043,Macrophage
45044,Stromal / Fibroblast
45045,B cell
45046,CD4 T cell
45047,Stromal / Fibroblast
45048,Macrophage
45049,Naive immune cell
45050,Macrophage
45051,Tumor (CD20+)
45052,Vessel
45053,Stromal / Fibroblast
45054,Macrophage
45055,Stromal / Fibroblast
45056,CD4 T cell
45057,CD8 T cell
45058,CD4 T cell
45059,Granulocyte
45060,Lymph vessel
45061,CD8 T cell
45062,Tumor (CD15+)
45063,Tumor (CD20+)
45064,APC
45065,Macrophage
45066,Vessel
45067,Stromal / Fibroblast
45068,Stromal / Fibroblast
45069,Tumor (Ki67+)
45070,Macrophage
45071,Tumor (Ki67+)
45072,Granulocyte
45073,Granulocyte
45074,Tumor (CD15+)
45075,Vessel
45076,Tumor (CD20+)
45077,Stromal / Fibroblast
45078,Tumor
45079,Stromal / Fibroblast
45080,Granulocyte
