CELL_ID,SIZE
42586,0.5761703345303945
42609,0.7652352583911712
42592,0.49464542689573027
42587,0.46388140394192384
42594,0.6836934450144682
42583,0.4629593194442935
42584,0.5212617362292026
42595,0.4545437251993656
42574,0.4478481390104534
42579,0.26610578884934544
42593,0.5012956890355129
42580,0.23649538428047379
42599,0.5078158643203444
42600,0.5371557798342262
42588,0.2437028722848623
42581,0.43903705332106807
42611,0.6250082732760323
42605,0.5871638947736807
42618,0.6558995753681179
42585,0.2576665195212489
42596,0.558622423368587
42608,0.7075787746499467
42601,0.6204341591909985
42612,0.6579635654507582
42606,0.5386307084943448
42582,0.1301163760739179
42589,0.6002619315544147
42590,0.29021267604255413
42591,0.5386307084943448
42602,0.5978064262821604
42575,0.2215953246411715
42597,0.4971548490359939
42576,0.2059979374722518
42616,0.8191657902923172
42577,0.45073415992482485
42607,0.5654813759315068
42603,0.47116766854608993
42578,0.15194235253375363
42617,0.6985935046537705
42598,0.38416306008955026
42604,0.43704699765890026
42615,0.6410823211778398
42622,0.637272755903299
42634,0.7448638866576495
42610,0.18753167767565562
42613,0.296357243272167
42614,0.48005708424014387
42620,0.6063227045821448
42621,0.6635745115008357
42619,0.47475193247151076
42624,0.4380435106083554
42643,0.7879344638176514
42628,0.5768271491928273
42626,0.5173630563081391
42641,0.8677740208420376
42632,0.5444660143322162
42629,0.5134182370924713
42630,0.5118271441749188
42638,0.7488040428577915
42627,0.3351105119774542
42623,0.3170128178552334
42640,0.6953905516182249
42625,0.4248505151814695
42631,0.42381370771000526
42642,0.6328649781784025
42655,0.7348047849880356
42636,0.4611074628294262
42639,0.4001478577968956
42633,0.49632047229662124
42650,0.5661595721641026
42653,0.7515346998293208
42644,0.5371557798342262
42635,0.5634384686177158
42637,0.3170128178552334
42649,0.6822618035868414
42645,0.5408309365047955
42654,0.6750098859478207
42646,0.6311969179835438
42670,0.6675966819718745
42647,0.2855287582240041
42652,0.5422897280380617
42656,0.5356742959140849
42657,0.5565369108304855
42648,0.3734669552390499
42658,0.6128646927343944
42659,0.5839679610552961
42651,0.3404869726207487
42666,0.6421628191525635
42661,0.6350761526769473
42660,0.3323894084310674
42667,0.6421628191525635
42664,0.5509108982347014
42663,0.5070077831165088
42662,0.43201925025512394
42669,0.5356742959140849
42674,0.7685741844723285
42665,0.5572335324703049
42668,0.43903705332106807
42671,0.6157964032186701
42672,0.5787898634012348
42678,0.5444660143322162
42673,0.3170128178552334
42675,0.5012956890355129
42677,0.48785978120614865
42681,0.6448488395958177
42680,0.7167596828624742
42676,0.4738594732146053
42703,0.9486700699710976
42682,0.5235792426674966
42689,0.5940889156320021
42694,0.5502009228154264
42695,0.5858891959608797
42683,0.4895691866617886
42684,0.6110932093798969
42696,0.7184801167892158
42679,0.16573742458803822
42686,0.5334396506733547
42685,0.584609603858491
42687,0.42794172744324577
42688,0.364903793200613
42691,0.4629593194442935
42700,0.6803433330633011
42693,0.6081196541271036
42692,0.35484013577423124
42697,0.543742163161047
42690,0.24548065427664975
42702,0.2855287582240041
42699,0.36116543626056635
42707,0.6421628191525635
42701,0.5150017713453373
42698,0.4001478577968956
42706,0.6026994805031768
42710,0.8436191587053736
42711,0.6750098859478207
42705,0.5794415416798359
42713,0.7896714835552355
42708,0.5134182370924713
42722,0.5934652796533983
42712,0.7158961245211097
42704,0.4299867236324178
42725,0.7273695324832697
42709,0.4248505151814695
42715,0.4835475175292423
42714,0.5903294772860997
42717,0.4738594732146053
42723,0.6323098850720488
42721,0.6057215622490947
42718,0.5212617362292026
42719,0.39110775572383094
42720,0.49632047229662124
42716,0.6459172165788004
42724,0.6300802223551166
42728,0.6110932093798969
42729,0.6660940498254778
42726,0.5661595721641026
42730,0.5523263285285184
42751,0.6300802223551166
42727,0.3794515564445818
42731,0.5078158643203444
42740,0.747626878597301
42742,0.6527794277815966
42732,0.4657179558789135
42735,0.5053857198994512
42733,0.4258841077408855
42737,0.5274063034588155
42734,0.358649701048772
42736,0.4289657937889026
42753,0.6846444680086036
42743,0.470265548013509
42754,0.7167596828624742
42738,0.29483168759636297
42748,0.5371557798342262
42739,0.3170128178552334
42744,0.5341861982045231
42749,0.35484013577423124
42741,0.3496920282984067
42746,0.4979871424355231
42756,0.694930464128572
42745,0.4720673542024783
42747,0.47116766854608993
42750,0.3573846773925882
42758,0.656933167927534
42759,0.6039116030509716
42757,0.48093312504223373
42755,0.4330308848201752
42761,0.5311899233483786
42752,0.4121907658263974
42773,0.8095126060548884
42763,0.4693609793896438
42760,0.4012608248854003
42762,0.47829806520652934
42766,0.7356207788675823
42764,0.4887155797078974
42767,0.6710767036374357
42774,0.5326914273887468
42769,0.5070077831165088
42765,0.31986183804805296
42775,0.5386307084943448
42781,0.6865384124977473
42788,0.6870102219655244
42772,0.4693609793896438
42789,0.6057215622490947
42770,0.4023700882496251
42776,0.5094261734102327
42771,0.3509865283072058
42777,0.5641208298249575
42768,0.29483168759636297
42793,0.5356742959140849
42780,0.6841692956781967
42778,0.5118271441749188
42779,0.5189280044095416
42783,0.5197077318605988
42784,0.38416306008955026
42786,0.6480437522334803
42782,0.47564200865680356
42785,0.6399983093823808
42792,0.5021177198672442
42790,0.628398132999242
42787,0.3794515564445818
42797,0.5774826721835075
42794,0.4420000357934833
42805,0.7097877511458162
42796,0.39225126742276056
42791,0.3509865283072058
42803,0.6169619055715799
42801,0.5675118390626409
42807,0.6874813645645732
42800,0.35484013577423124
42798,0.3710427021293568
42802,0.6152121202761988
42809,0.8902961595041683
42799,0.29787584878412066
42804,0.6356266620231047
42806,0.642701757561532
42795,0.30684499975742874
42808,0.48527912315494365
42811,0.5070077831165088
42816,0.6448488395958177
42812,0.6311969179835438
42826,0.7119821852288822
42810,0.45264438482781966
42818,0.630639037797534
42821,0.6522565518573877
42817,0.6399983093823808
42814,0.4554893523110988
42819,0.6116847504993531
42823,0.6099069685075653
42820,0.6020917623160053
42839,0.8447959766385011
42830,0.6020917623160053
42815,0.2627556768981784
42825,0.5266443983651966
42828,0.5415611302980684
42824,0.5451882970272462
42813,0.18114170563974893
42822,0.470265548013509
42833,0.5990364399779784
42829,0.5311899233483786
42834,0.5787898634012348
42827,0.4289657937889026
42837,0.5311899233483786
42838,0.6443133642463931
42832,0.43704699765890026
42842,0.5787898634012348
42831,0.5502009228154264
42855,0.6459172165788004
42836,0.43201925025512394
42845,0.5356742959140849
42850,0.5487764192229658
42840,0.4001478577968956
42847,0.666595680218618
42844,0.5311899233483786
42835,0.358649701048772
42848,0.5641208298249575
42841,0.4629593194442935
42846,0.5235792426674966
42854,0.6339723989090619
42849,0.5408309365047955
42843,0.2807780839882703
42871,0.7740657968734969
42853,0.5661595721641026
42858,0.5220360300345824
42852,0.5334396506733547
42851,0.4132643040597446
42856,0.5228085294147036
42859,0.5274063034588155
42869,0.6075217466424281
42873,0.5965718569696659
42857,0.5459090180287447
42877,0.5654813759315068
42860,0.4269145052641097
42861,0.4971548490359939
42868,0.4545437251993656
42870,0.575512223095822
42866,0.32826564449688495
42865,0.4954840017614792
42867,0.4330308848201752
42874,0.5086219912751048
42863,0.39791071293423325
42864,0.3722570325555239
42872,0.39791071293423325
42880,0.470265548013509
42862,0.3990311621684682
42879,0.5430167366868485
42898,0.7044614061265199
42875,0.4818068695355251
42882,0.5326914273887468
42897,0.5702000256748843
42893,0.6394549786454039
42876,0.32826564449688495
42887,0.5118271441749188
42902,0.6870102219655244
42894,0.7488040428577915
42888,0.6860659342707564
42892,0.5688586422416426
42881,0.4175242129418777
42904,0.6069227647501941
42907,0.660014853975551
42889,0.5613829636458277
42884,0.3899603076601732
42878,0.1301163760739179
42885,0.434039458459021
42883,0.1854152684494359
42896,0.5102284200870878
42899,0.5890668495137875
42903,0.6289597731208817
42891,0.3268796411139971
42886,0.29938756717258413
42916,0.8257604472102491
42895,0.4592452605932129
42890,0.36614065299945836
42900,0.3746725020624462
42901,0.5189280044095416
42905,0.575512223095822
42918,0.5909590021820558
42927,0.5813889668879121
42912,0.7176210097844491
42915,0.5688586422416426
42906,0.4089492491957323
42908,0.49464542689573027
42909,0.5551392847438068
42919,0.6026994805031768
42917,0.6610357838190662
42921,0.7534715636944759
42910,0.48005708424014387
42922,0.6128646927343944
42911,0.2791793599004393
42932,0.6730490959801317
42920,0.5341861982045231
42925,0.5530317961639776
42914,0.4185807378623041
42923,0.6339723989090619
42913,0.1999554759413996
42928,0.574192089357123
42935,0.5487764192229658
42926,0.4895691866617886
42933,0.3956584521132734
42931,0.41003326099119136
42944,0.5787898634012348
42930,0.42794172744324577
42953,0.8388698946314065
42943,0.8052411495437714
42948,0.8506185409852979
42929,0.3782632010564164
42942,0.7542431689772929
42949,0.6051193338407783
42924,0.35484013577423124
42936,0.4620346771500519
42941,0.5502009228154264
42947,0.656933167927534
42938,0.4289657937889026
42939,0.5197077318605988
42965,0.8282387733727553
42934,0.31413923684059775
42937,0.42277366526459065
42940,0.40567590046874064
42945,0.5197077318605988
42951,0.48005708424014387
42955,0.5896987612354204
42950,0.4089492491957323
42946,0.5768271491928273
42954,0.5311899233483786
42959,0.6640799450068237
42962,0.5959528533872614
42952,0.5871638947736807
42961,0.5826809581694764
42958,0.6093122612430649
42956,0.49632047229662124
42960,0.47564200865680356
42957,0.40457760183645625
42988,0.8412529849128143
42974,0.5509108982347014
42963,0.547345801862452
