CELL_ID,CELL_TYPE
71886,Macrophage
71887,CD8 T cell
71888,Macrophage
71889,Naive immune cell
71890,Stromal / Fibroblast
71891,Tumor
71892,Tumor (Podo+)
71893,Tumor (Podo+)
71894,CD8 T cell
71895,Vessel
71896,Tumor (CD20+)
71897,Granulocyte
71898,Macrophage
71899,Macrophage
71900,Tumor (Ki67+)
71901,Macrophage
71902,Macrophage
71903,CD8 T cell
71904,Tumor (Podo+)
71905,Macrophage
71906,Macrophage
71907,Macrophage
71908,Naive immune cell
71909,CD8 T cell
71910,Tumor (Podo+)
71911,CD4 T cell
71912,CD8 T cell
71913,Granulocyte
71914,Macrophage
71915,Tumor (Ki67+)
71916,Tumor (Ki67+)
71917,Tumor (Podo+)
71918,Tumor (CD20+)
71919,Granulocyte
71920,Tumor (Podo+)
71921,Tumor
71922,Vessel
71923,Macrophage
71924,Granulocyte
71925,Tumor (CD15+)
71926,CD4 T cell
71927,Macrophage
71928,Macrophage
71929,Stromal / Fibroblast
71930,Tumor (Podo+)
71931,Tumor (Ki67+)
71932,Macrophage
71933,Macrophage
71934,Tumor (CD21+)
71935,Tumor
71936,Granulocyte
71937,Tumor (Podo+)
71938,Tumor
71939,CD4 T cell
71940,Macrophage
71941,CD4 T cell
71942,Granulocyte
71943,CD4 T cell
71944,CD4 T cell
71945,Tumor (Podo+)
71946,Tumor (CD21+)
71947,CD4 T cell
71948,CD8 T cell
71949,Macrophage
71950,Tumor (CD21+)
71951,CD8 T cell
71952,Tumor (Podo+)
71953,Granulocyte
71954,Vessel
71955,Tumor (CD21+)
71956,CD8 T cell
71957,CD4 T cell
71958,CD8 T cell
71959,CD8 T cell
71960,Tumor
71961,Tumor (Podo+)
71962,Granulocyte
71963,Tumor (CD15+)
71964,Vessel
71965,CD8 T cell
71966,Tumor
71967,Macrophage
71968,CD8 T cell
71969,Tumor (CD20+)
71970,Granulocyte
71971,Tumor (Ki67+)
71972,Stromal / Fibroblast
71973,Granulocyte
71974,Vessel
71975,Granulocyte
71976,CD8 T cell
71977,Vessel
71978,CD4 T cell
71979,Stromal / Fibroblast
71980,Macrophage
71981,Tumor (Podo+)
71982,CD4 T cell
71983,Macrophage
71984,Macrophage
71985,Naive immune cell
71986,Tumor (Podo+)
71987,Tumor (CD20+)
71988,APC
71989,Vessel
71990,Macrophage
71991,CD8 T cell
71992,Stromal / Fibroblast
71993,CD8 T cell
71994,Stromal / Fibroblast
71995,Tumor (CD20+)
71996,Tumor (CD21+)
71997,CD8 T cell
71998,Granulocyte
71999,Macrophage
72000,Granulocyte
72001,APC
72002,Tumor (Ki67+)
72003,CD8 T cell
72004,Macrophage
72005,CD4 T cell
72006,Macrophage
72007,Stromal / Fibroblast
72008,Tumor (Ki67+)
72009,Macrophage
72010,CD8 T cell
72011,Stromal / Fibroblast
72012,Tumor (Ki67+)
72013,Tumor (Ki67+)
72014,CD8 T cell
72015,Tumor (CD20+)
72016,Tumor (Ki67+)
72017,Vessel
72018,CD4 T cell
72019,Stromal / Fibroblast
72020,CD4 T cell
72021,Macrophage
72022,Macrophage
72023,Lymph vessel
72024,Macrophage
72025,Granulocyte
72026,Tumor (Podo+)
72027,Tumor (CD20+)
72028,Tumor
72029,Tumor (Ki67+)
72030,Granulocyte
72031,Macrophage
72032,CD4 T cell
72033,Tumor (Podo+)
72034,CD8 T cell
72035,Tumor (Ki67+)
72036,Tumor (Ki67+)
72037,Granulocyte
72038,Stromal / Fibroblast
72039,Tumor (Podo+)
72040,Tumor (Podo+)
72041,Tumor (Ki67+)
72042,CD8 T cell
72043,Tumor (Podo+)
72044,Tumor (Podo+)
72045,Macrophage
72046,Macrophage
72047,Granulocyte
72048,CD4 T cell
72049,Tumor
72050,Tumor
72051,Tumor (CD15+)
72052,Tumor
72053,Tumor (Ki67+)
72054,Naive immune cell
72055,CD8 T cell
72056,Granulocyte
72057,Tumor (Podo+)
72058,Lymph vessel
72059,Granulocyte
72060,Macrophage
72061,Vessel
72062,CD8 T cell
72063,B cell
72064,Tumor (CD20+)
72065,Tumor (CD21+)
72066,Macrophage
72067,Granulocyte
72068,Granulocyte
72069,Stromal / Fibroblast
72070,Stromal / Fibroblast
72071,Tumor (Ki67+)
72072,APC
72073,Granulocyte
72074,Stromal / Fibroblast
72075,CD4 T cell
72076,Macrophage
72077,Macrophage
72078,Macrophage
72079,Macrophage
72080,CD4 T cell
72081,CD8 T cell
72082,Tumor
72083,CD8 T cell
72084,Stromal / Fibroblast
72085,Granulocyte
72086,CD8 T cell
72087,CD4 T cell
72088,Granulocyte
72089,CD8 T cell
72090,Stromal / Fibroblast
72091,Tumor (Ki67+)
72092,Tumor (Ki67+)
72093,Tumor (CD15+)
72094,Macrophage
72095,CD8 T cell
72096,Granulocyte
72097,Granulocyte
72098,Macrophage
72099,Vessel
72100,Stromal / Fibroblast
72101,Tumor (Podo+)
72102,CD8 T cell
72103,Stromal / Fibroblast
72104,Tumor (CD20+)
72105,Tumor (Ki67+)
72106,Naive immune cell
72107,Tumor (Ki67+)
72108,Macrophage
72109,Tumor
72110,Stromal / Fibroblast
72111,APC
72112,Macrophage
72113,Tumor (Ki67+)
72114,Stromal / Fibroblast
72115,Tumor
72116,Tumor
72117,Macrophage
72118,Naive immune cell
72119,CD4 T cell
72120,Vessel
72121,Tumor (Podo+)
72122,Macrophage
72123,Vessel
72124,CD8 T cell
72125,Tumor (Ki67+)
72126,Tumor (Ki67+)
72127,Tumor (CD21+)
72128,CD4 T cell
72129,Naive immune cell
72130,APC
72131,Macrophage
72132,CD8 T cell
72133,CD8 T cell
72134,Tumor (Podo+)
72135,CD8 T cell
72136,Tumor (Podo+)
72137,Tumor (Podo+)
72138,Tumor (Ki67+)
72139,Tumor (Podo+)
72140,Tumor (CD20+)
72141,Stromal / Fibroblast
72142,Tumor
72143,Macrophage
72144,Macrophage
72145,Macrophage
72146,Macrophage
72147,Macrophage
72148,Tumor
72149,CD8 T cell
72150,Macrophage
72151,Tumor (Ki67+)
72152,Tumor (Ki67+)
72153,Macrophage
72154,Macrophage
72155,B cell
72156,Macrophage
72157,CD4 T cell
72158,Tumor (Ki67+)
72159,Tumor (CD20+)
72160,Stromal / Fibroblast
72161,Granulocyte
72162,Macrophage
72163,Tumor (Podo+)
72164,CD4 T cell
72165,CD8 T cell
72166,Tumor
72167,Granulocyte
72168,Stromal / Fibroblast
72169,CD4 T cell
72170,CD8 T cell
72171,APC
72172,CD8 T cell
72173,Tumor (CD20+)
72174,Tumor (Ki67+)
72175,APC
72176,Stromal / Fibroblast
72177,Tumor (Podo+)
72178,Granulocyte
72179,CD4 T cell
72180,CD8 T cell
72181,Macrophage
72182,Vessel
72183,Stromal / Fibroblast
72184,Tumor (CD20+)
72185,Tumor (Podo+)
72186,CD8 T cell
72187,CD8 T cell
72188,Granulocyte
72189,Granulocyte
72190,CD4 T cell
72191,Stromal / Fibroblast
72192,Tumor (Ki67+)
72193,Tumor (CD15+)
72194,CD8 T cell
72195,Vessel
72196,Macrophage
72197,Stromal / Fibroblast
72198,Tumor (Ki67+)
72199,CD4 T cell
72200,Tumor (Ki67+)
72201,Tumor
72202,Macrophage
72203,Tumor (Ki67+)
72204,Tumor (Podo+)
72205,B cell
72206,CD4 T cell
72207,CD8 T cell
72208,Tumor (Podo+)
72209,CD4 T cell
72210,Tumor
72211,CD8 T cell
72212,Tumor (Podo+)
72213,Macrophage
72214,Tumor
72215,Macrophage
72216,Granulocyte
72217,Stromal / Fibroblast
72218,Macrophage
72219,CD4 T cell
72220,CD8 T cell
72221,Stromal / Fibroblast
72222,Stromal / Fibroblast
72223,Macrophage
72224,Lymph vessel
72225,Granulocyte
72226,B cell
72227,APC
72228,Macrophage
72229,Macrophage
72230,CD8 T cell
72231,CD4 T cell
72232,Tumor (CD21+)
72233,CD4 T cell
72234,Vessel
72235,Macrophage
72236,Vessel
72237,CD4 T cell
72238,Tumor (Ki67+)
72239,Tumor
72240,Tumor (Podo+)
72241,Granulocyte
72242,Stromal / Fibroblast
72243,Tumor
72244,Tumor (CD20+)
72245,Macrophage
72246,CD8 T cell
72247,Macrophage
72248,CD4 T cell
72249,Macrophage
72250,Tumor (Podo+)
72251,Stromal / Fibroblast
72252,Tumor (Ki67+)
72253,Tumor (CD20+)
72254,Tumor (Podo+)
72255,Tumor (CD20+)
72256,Macrophage
72257,Granulocyte
72258,Macrophage
72259,Vessel
72260,Stromal / Fibroblast
72261,CD4 T cell
72262,Tumor (Ki67+)
72263,Macrophage
72264,Vessel
72265,Tumor (Ki67+)
72266,CD4 T cell
72267,CD4 T cell
72268,Naive immune cell
72269,Macrophage
72270,Tumor (Ki67+)
72271,CD4 T cell
72272,Vessel
72273,Macrophage
72274,APC
72275,CD4 T cell
72276,CD8 T cell
72277,Tumor
72278,Macrophage
72279,Macrophage
72280,CD4 T cell
72281,Tumor (CD20+)
72282,Macrophage
72283,Macrophage
72284,Macrophage
72285,Macrophage
72286,Macrophage
72287,Macrophage
72288,Granulocyte
72289,CD4 T cell
72290,Granulocyte
72291,Tumor (Podo+)
72292,Tumor (CD21+)
72293,Tumor (Ki67+)
72294,Granulocyte
72295,Granulocyte
72296,Macrophage
72297,CD4 T cell
72298,Stromal / Fibroblast
72299,Tumor (CD21+)
72300,Macrophage
72301,CD4 T cell
72302,Tumor (CD21+)
72303,Tumor
72304,Vessel
72305,CD4 T cell
72306,Stromal / Fibroblast
72307,Tumor
72308,Macrophage
72309,CD4 T cell
72310,Macrophage
72311,Stromal / Fibroblast
72312,Granulocyte
72313,Stromal / Fibroblast
72314,Macrophage
72315,Macrophage
72316,Stromal / Fibroblast
72317,Tumor (CD20+)
72318,Tumor (CD21+)
72319,Tumor (CD21+)
72320,Granulocyte
72321,Macrophage
72322,Macrophage
72323,Macrophage
72324,Tumor (CD21+)
72325,Macrophage
72326,Macrophage
72327,Macrophage
72328,Macrophage
72330,Macrophage
72331,Granulocyte
72332,Macrophage
72333,Macrophage
72334,Granulocyte
72335,CD8 T cell
72336,CD4 T cell
72337,Tumor (Ki67+)
72338,Tumor (Ki67+)
72339,Tumor (CD20+)
72340,Tumor (Podo+)
72341,Vessel
72342,Stromal / Fibroblast
72343,Granulocyte
72344,Macrophage
72345,Stromal / Fibroblast
72346,Tumor (Ki67+)
72347,Vessel
72348,Vessel
72349,CD8 T cell
72350,Macrophage
72351,CD4 T cell
72352,CD8 T cell
72353,Tumor (Podo+)
72354,Macrophage
72355,Macrophage
72356,Tumor (Podo+)
72357,Tumor (CD21+)
72358,Tumor (Podo+)
72359,Granulocyte
72360,Tumor
72361,Macrophage
72362,Tumor (Ki67+)
72363,CD4 T cell
72364,Granulocyte
72365,Granulocyte
72366,Granulocyte
72367,Naive immune cell
72368,CD4 T cell
72369,Tumor (Ki67+)
72370,Macrophage
72371,Granulocyte
72372,Macrophage
72373,Vessel
72374,CD4 T cell
72375,Tumor (Ki67+)
72376,Stromal / Fibroblast
72377,Macrophage
72378,Tumor (CD20+)
72379,Tumor (CD20+)
72380,Granulocyte
72381,Tumor (Ki67+)
72382,CD4 T cell
72383,CD4 T cell
72384,Macrophage
72385,Vessel
72386,Macrophage
72387,Macrophage
72388,Naive immune cell
72389,Granulocyte
72390,Tumor (CD20+)
72392,Macrophage
72393,APC
72394,Macrophage
72395,Macrophage
72396,Vessel
72397,Tumor (CD21+)
72398,Macrophage
72399,Macrophage
72400,CD4 T cell
72401,Macrophage
72402,Stromal / Fibroblast
72403,Macrophage
72404,Granulocyte
72405,Lymph vessel
72406,Macrophage
72407,Macrophage
72408,Granulocyte
72409,Tumor
72410,Naive immune cell
72411,Stromal / Fibroblast
72412,Macrophage
72413,Macrophage
72414,Granulocyte
72415,CD4 T cell
72416,Stromal / Fibroblast
72417,Macrophage
72418,Tumor (Podo+)
72419,CD8 T cell
72420,Macrophage
72421,CD8 T cell
72422,Tumor (Podo+)
72423,Tumor (CD21+)
72424,Tumor
72425,Tumor (Podo+)
72426,Macrophage
72427,Macrophage
72428,Tumor (CD21+)
72429,Tumor (CD20+)
72430,Tumor (Ki67+)
72431,CD4 T cell
72432,Macrophage
72433,Macrophage
72434,Macrophage
72435,Tumor (CD20+)
72436,Granulocyte
72437,Macrophage
72438,Macrophage
72439,Tumor (Podo+)
72440,Tumor (CD21+)
72441,Vessel
72442,CD4 T cell
72443,Tumor
72444,Stromal / Fibroblast
72445,Naive immune cell
72446,Macrophage
72447,Granulocyte
72448,Stromal / Fibroblast
72449,Tumor (Podo+)
72450,CD8 T cell
72451,Tumor (CD20+)
72452,Macrophage
72453,CD4 T cell
72454,Macrophage
72455,Tumor (CD21+)
72456,Macrophage
72457,Macrophage
72458,Macrophage
72459,Tumor (Ki67+)
72460,Tumor (CD20+)
72461,Tumor (CD21+)
72462,APC
72463,Granulocyte
72464,Stromal / Fibroblast
72465,CD8 T cell
72466,Stromal / Fibroblast
72467,APC
72468,Granulocyte
72469,Granulocyte
72470,Stromal / Fibroblast
72471,CD8 T cell
72472,Macrophage
72473,Vessel
72474,Vessel
72475,Tumor (Podo+)
72476,CD8 T cell
72477,Tumor (Podo+)
72478,CD4 T cell
72479,Tumor (CD21+)
72480,Tumor (Ki67+)
72481,Stromal / Fibroblast
72482,Macrophage
72483,Macrophage
72484,Stromal / Fibroblast
72485,Macrophage
72486,Tumor (CD21+)
72487,Macrophage
72488,Macrophage
72489,Macrophage
72490,Stromal / Fibroblast
72491,Tumor (CD20+)
72492,Tumor (Podo+)
72493,Granulocyte
72494,CD4 T cell
72495,Granulocyte
72496,Granulocyte
72497,Granulocyte
72498,CD8 T cell
72499,Macrophage
72500,Macrophage
72501,CD8 T cell
72502,Vessel
72503,Tumor (CD20+)
72504,CD8 T cell
72505,Tumor (CD21+)
72506,Tumor (CD21+)
72507,Macrophage
72508,Macrophage
72509,Macrophage
72510,Macrophage
72511,Vessel
72512,APC
72513,Stromal / Fibroblast
72514,Stromal / Fibroblast
72515,Tumor (Podo+)
72516,Tumor (Ki67+)
72517,Tumor (CD21+)
72518,Tumor (CD21+)
72519,Macrophage
72520,Macrophage
72521,Stromal / Fibroblast
72522,Tumor (Ki67+)
72523,CD4 T cell
72524,Macrophage
72525,Macrophage
72526,Stromal / Fibroblast
72527,Tumor (Ki67+)
72528,Tumor (CD21+)
72529,Tumor (CD21+)
72530,Macrophage
72531,Macrophage
72532,Naive immune cell
72533,Macrophage
72534,Stromal / Fibroblast
72535,Macrophage
72536,Macrophage
72537,Macrophage
72538,Macrophage
72539,Stromal / Fibroblast
72540,Tumor (CD20+)
72541,CD8 T cell
72542,Macrophage
72543,Macrophage
72544,CD4 T cell
72545,Stromal / Fibroblast
72546,Tumor (CD20+)
72547,Granulocyte
72548,CD4 T cell
72549,Macrophage
72550,Macrophage
72551,CD8 T cell
72552,Stromal / Fibroblast
72553,Tumor
72554,Tumor (Ki67+)
72555,Granulocyte
72556,Macrophage
72557,Macrophage
72558,Macrophage
72559,CD4 T cell
72560,CD4 T cell
72561,Stromal / Fibroblast
72562,Macrophage
72563,Macrophage
72564,Macrophage
72565,Macrophage
72566,CD8 T cell
72567,Macrophage
72568,Macrophage
72569,Vessel
72570,Tumor (CD21+)
72571,CD4 T cell
72572,APC
72573,Macrophage
72574,Macrophage
72575,Tumor (CD21+)
72576,Tumor (Ki67+)
72577,Tumor (Podo+)
72578,Vessel
72579,CD4 T cell
72580,Stromal / Fibroblast
72581,Macrophage
72582,Vessel
72583,Naive immune cell
72584,Tumor
72585,CD4 T cell
72586,Granulocyte
72587,Macrophage
72588,CD8 T cell
72589,CD8 T cell
72590,Macrophage
72591,Tumor (Podo+)
72592,Tumor (CD21+)
72593,Tumor (CD21+)
72594,Tumor (CD20+)
72596,Macrophage
72597,CD8 T cell
72598,Lymph vessel
72599,Macrophage
72600,Vessel
72601,Tumor (Podo+)
72602,Macrophage
72603,Vessel
72604,CD4 T cell
72605,Tumor (CD20+)
72606,Tumor (CD21+)
72607,CD4 T cell
72608,Granulocyte
72609,Macrophage
72610,Macrophage
72611,Macrophage
72612,Macrophage
72613,Granulocyte
72614,Macrophage
72615,CD4 T cell
72616,CD4 T cell
72617,Stromal / Fibroblast
72618,Tumor (Ki67+)
72619,Tumor (CD21+)
72620,Tumor (Ki67+)
72621,Vessel
72622,Naive immune cell
72623,Macrophage
72624,Macrophage
72625,Tumor (CD21+)
72626,Macrophage
72627,Tumor (Podo+)
72628,Naive immune cell
72629,Vessel
72630,Granulocyte
72631,Macrophage
72632,Lymph vessel
72633,Tumor
72634,Macrophage
72635,Tumor (CD21+)
72636,Granulocyte
72637,Macrophage
72638,Macrophage
72639,Tumor (Podo+)
72640,Granulocyte
72641,Macrophage
72642,Tumor (CD20+)
72643,Stromal / Fibroblast
72644,Macrophage
72645,CD4 T cell
72646,Granulocyte
72647,Macrophage
72648,Macrophage
72649,Macrophage
72650,Macrophage
72651,Macrophage
72652,Macrophage
72653,Tumor (Ki67+)
72654,Tumor (CD20+)
72655,Macrophage
72656,Tumor
72657,Tumor (Ki67+)
72658,Vessel
72659,APC
72660,CD4 T cell
72661,CD4 T cell
72662,APC
72663,Macrophage
72664,Lymph vessel
72665,Stromal / Fibroblast
72666,Stromal / Fibroblast
72667,Stromal / Fibroblast
72668,Tumor (Ki67+)
72669,Tumor (CD21+)
72670,APC
72671,Tumor (CD21+)
72672,Vessel
72673,Macrophage
72674,Macrophage
72675,Tumor
72676,Tumor (Podo+)
72677,Macrophage
72678,Macrophage
72679,Tumor
72680,Stromal / Fibroblast
72681,Tumor
72682,Tumor (Ki67+)
72683,Tumor (CD15+)
72684,Tumor (Podo+)
72685,Tumor
72686,APC
72687,Macrophage
72688,Macrophage
72689,Stromal / Fibroblast
72690,Macrophage
72691,Tumor (CD20+)
72692,Tumor (CD21+)
72693,Tumor (CD15+)
72694,B cell
72695,Vessel
72696,Macrophage
72697,Macrophage
72698,Naive immune cell
72699,Vessel
72700,Tumor (Podo+)
72701,Tumor (Podo+)
72702,Macrophage
72703,Vessel
72704,Tumor (Ki67+)
72705,CD4 T cell
72706,Tumor (CD20+)
72707,CD4 T cell
72708,Vessel
72709,Tumor (Podo+)
72710,Naive immune cell
72711,B cell
72713,CD4 T cell
72714,Stromal / Fibroblast
72715,Macrophage
72716,Vessel
72717,Tumor (CD21+)
72718,Macrophage
72719,Macrophage
72720,CD8 T cell
72721,Stromal / Fibroblast
72722,Tumor (CD21+)
72723,CD4 T cell
72724,Vessel
72725,Vessel
72726,Tumor (CD21+)
72727,Macrophage
72728,Macrophage
72729,CD8 T cell
72730,Macrophage
72731,CD8 T cell
72732,Stromal / Fibroblast
72733,Tumor (CD21+)
72734,Tumor (CD21+)
72735,Tumor (CD21+)
72736,Macrophage
72737,Macrophage
72738,Tumor (CD21+)
72739,CD4 T cell
72740,APC
72741,Granulocyte
72742,Macrophage
72743,Macrophage
72744,CD8 T cell
72745,Macrophage
72746,Vessel
72747,Macrophage
72748,CD4 T cell
72749,Macrophage
72750,Tumor (CD21+)
72751,Tumor (CD20+)
72752,Vessel
72753,Macrophage
72754,Stromal / Fibroblast
72755,Stromal / Fibroblast
72756,Macrophage
72757,Tumor (CD20+)
72758,Stromal / Fibroblast
72759,Tumor
72760,CD4 T cell
72761,Macrophage
72762,Macrophage
72763,Stromal / Fibroblast
72764,Macrophage
72765,Tumor (CD20+)
72766,Macrophage
72767,Tumor (CD21+)
72768,Tumor (CD20+)
72769,Tumor (Podo+)
72770,CD4 T cell
72771,CD8 T cell
72772,Vessel
72773,Granulocyte
72774,Tumor (Ki67+)
72775,Tumor (Ki67+)
72776,Vessel
72777,Stromal / Fibroblast
72778,Stromal / Fibroblast
72779,Macrophage
72780,Tumor (CD15+)
72781,Tumor (CD20+)
72782,Tumor (CD20+)
72783,Tumor
72784,CD4 T cell
72785,B cell
72786,Tumor (CD20+)
72787,APC
72788,Naive immune cell
72789,CD4 T cell
72790,Naive immune cell
72791,Tumor (CD21+)
72792,Macrophage
72793,Macrophage
72794,Tumor (Podo+)
72795,Macrophage
72796,Macrophage
72797,Tumor
72798,Tumor (CD21+)
72799,Stromal / Fibroblast
72800,Tumor (CD21+)
72801,CD4 T cell
72802,Macrophage
72803,Macrophage
72804,Macrophage
72805,Macrophage
72806,Tumor
72807,Tumor (Ki67+)
72808,Granulocyte
72809,Tumor (CD15+)
72810,CD4 T cell
72811,Macrophage
72812,Vessel
72813,Tumor
72814,Tumor (CD21+)
72815,Stromal / Fibroblast
72816,Vessel
72817,Vessel
72818,CD4 T cell
72819,Vessel
72820,Naive immune cell
72821,Lymph vessel
72822,Vessel
72823,Vessel
72824,Tumor (Ki67+)
72825,Vessel
72826,Vessel
72827,Tumor (CD20+)
72828,Macrophage
72829,CD8 T cell
72830,Naive immune cell
72831,Macrophage
72832,Tumor (Podo+)
72833,Stromal / Fibroblast
72834,Tumor (Podo+)
72835,Macrophage
72836,Tumor (Ki67+)
72837,Tumor (Ki67+)
72838,CD8 T cell
72839,Macrophage
72840,Macrophage
72841,Vessel
72842,Macrophage
72843,CD4 T cell
72844,CD8 T cell
72845,Tumor (Podo+)
72846,Macrophage
72847,Macrophage
72848,Vessel
72849,Granulocyte
72850,Tumor (Podo+)
72851,Tumor
72852,Tumor (CD21+)
72853,Macrophage
72854,Macrophage
72855,Tumor (Podo+)
72856,Macrophage
72857,Macrophage
72858,Tumor
72859,Macrophage
72860,CD8 T cell
72861,Tumor (CD21+)
72862,Tumor (CD21+)
72863,Granulocyte
72864,CD4 T cell
72865,CD4 T cell
72866,APC
72867,Stromal / Fibroblast
72868,Tumor (Podo+)
72869,Stromal / Fibroblast
72870,Naive immune cell
72871,Tumor (Podo+)
72872,Macrophage
72873,Macrophage
72874,Granulocyte
72875,Lymph vessel
72876,Tumor
72877,Vessel
72878,Vessel
72879,Tumor
72880,Tumor
72881,Tumor (Podo+)
72882,CD4 T cell
72883,Naive immune cell
72884,Tumor (Ki67+)
72885,Tumor (Ki67+)
72886,Vessel
72887,Tumor (Ki67+)
72888,Macrophage
72889,Granulocyte
72890,Granulocyte
72891,Macrophage
72892,Tumor (Ki67+)
72893,Granulocyte
72894,Vessel
72895,Macrophage
72896,Macrophage
72897,Granulocyte
72898,Macrophage
72899,Granulocyte
72900,Tumor (CD20+)
72901,CD8 T cell
72902,Macrophage
72903,Tumor (CD21+)
72904,Tumor (Podo+)
72905,Tumor (CD20+)
72906,Stromal / Fibroblast
72907,Granulocyte
72908,Granulocyte
72909,APC
72910,Tumor (Ki67+)
72911,Tumor (Podo+)
72912,Tumor (CD21+)
72913,CD4 T cell
72914,Granulocyte
72915,Tumor (Podo+)
72916,Macrophage
72917,Macrophage
72918,Tumor (Ki67+)
72919,Tumor (CD20+)
72920,Tumor (Podo+)
72921,Tumor (Podo+)
72922,Granulocyte
72923,Vessel
72924,Tumor (Podo+)
72925,Tumor (CD20+)
72926,Tumor (CD20+)
72927,Tumor (CD20+)
72928,Tumor (CD21+)
72929,Macrophage
72930,Naive immune cell
72931,Vessel
72932,Tumor (Podo+)
72933,Tumor (Podo+)
72934,Tumor (Podo+)
72935,Granulocyte
72936,CD4 T cell
72937,Tumor
72938,Tumor (CD20+)
72939,Tumor (Podo+)
72940,Stromal / Fibroblast
72941,Granulocyte
72942,CD4 T cell
72943,Naive immune cell
72944,Tumor (Podo+)
72945,Macrophage
72946,Vessel
72947,Tumor (CD15+)
72948,Tumor (CD21+)
72949,CD8 T cell
72950,Macrophage
72951,Macrophage
72952,Tumor (Ki67+)
72953,Tumor (Ki67+)
72954,Tumor (Podo+)
72955,Tumor (CD21+)
72956,Tumor (CD20+)
72957,Tumor (CD20+)
72958,Tumor (CD21+)
72959,Tumor (Podo+)
72960,Macrophage
72961,Macrophage
72962,Macrophage
72963,Tumor (CD15+)
72964,Tumor (Ki67+)
72965,Vessel
72966,Macrophage
72967,Tumor (Podo+)
72968,APC
72969,CD4 T cell
72970,Macrophage
72971,Macrophage
72972,Tumor (Podo+)
72973,Tumor
72974,Stromal / Fibroblast
72975,Vessel
72976,Macrophage
72978,Tumor (CD20+)
72979,CD8 T cell
72980,Tumor (CD21+)
72981,Tumor (CD21+)
72982,CD8 T cell
72983,Naive immune cell
72984,Macrophage
72985,Tumor (CD20+)
72986,CD4 T cell
72987,Macrophage
72988,Macrophage
72989,Tumor (CD21+)
72990,Vessel
72991,Macrophage
72992,Tumor (CD15+)
72993,Granulocyte
72994,CD4 T cell
72995,Vessel
72996,Macrophage
72997,CD8 T cell
72998,APC
72999,Tumor (CD21+)
73000,Macrophage
73001,Macrophage
73002,Tumor (Ki67+)
73003,Tumor (Ki67+)
73004,Tumor (CD20+)
73006,Macrophage
73007,CD8 T cell
73008,APC
73009,Tumor (Ki67+)
73010,Tumor (CD20+)
73011,Granulocyte
73012,Granulocyte
73013,Granulocyte
73014,Tumor (CD21+)
73015,Tumor
73016,Tumor (Podo+)
73017,CD4 T cell
73018,Granulocyte
73019,Macrophage
73020,Macrophage
73021,Tumor (Podo+)
73022,CD4 T cell
73023,Macrophage
73024,Tumor (CD20+)
73025,Granulocyte
73026,Tumor (Podo+)
73027,Tumor (Podo+)
73028,Granulocyte
73029,Tumor (Ki67+)
73030,Vessel
73031,Tumor (Ki67+)
73032,Macrophage
73033,Macrophage
73034,Tumor (CD21+)
73035,CD4 T cell
73036,Tumor (CD21+)
73037,Macrophage
73038,Stromal / Fibroblast
73039,Macrophage
73040,Stromal / Fibroblast
73041,CD8 T cell
73042,Vessel
73043,Granulocyte
73044,Macrophage
73045,Tumor
73046,Tumor
73047,CD8 T cell
73048,Macrophage
73049,Tumor (CD20+)
73050,Tumor (Podo+)
73052,Tumor (Podo+)
73053,Vessel
73054,Tumor (CD20+)
73055,Tumor (CD15+)
73056,Tumor (CD15+)
73057,Tumor (CD21+)
73058,Granulocyte
73059,Granulocyte
73060,CD8 T cell
73061,Tumor (Podo+)
73062,Tumor (CD15+)
73063,Tumor (CD21+)
73064,Vessel
73065,Tumor (CD20+)
73066,Lymph vessel
73067,CD4 T cell
73068,Macrophage
73069,Tumor (CD15+)
73071,Tumor (Podo+)
73072,Tumor (Podo+)
73073,Macrophage
73074,Stromal / Fibroblast
73075,Macrophage
73076,Tumor (CD15+)
73077,Tumor (CD21+)
73078,Tumor (CD21+)
73079,CD4 T cell
73080,Granulocyte
73081,CD4 T cell
73082,Vessel
73083,Macrophage
73084,Tumor
73085,Macrophage
73086,Tumor (CD21+)
73087,Macrophage
73088,Tumor (Podo+)
73089,Granulocyte
73090,Macrophage
73091,Macrophage
73092,Macrophage
73093,Tumor (CD20+)
73094,Tumor (Podo+)
73095,Tumor (CD20+)
73096,Tumor (Podo+)
73097,Naive immune cell
73098,Tumor (CD15+)
73099,APC
73100,Granulocyte
73101,Tumor (Ki67+)
73102,Tumor (Podo+)
73103,Tumor (CD20+)
73104,Macrophage
73105,Granulocyte
73106,Vessel
73107,Macrophage
73108,Tumor
73109,Tumor (Podo+)
73110,CD4 T cell
73111,B cell
73112,Vessel
73113,Tumor (CD15+)
73114,Tumor (Ki67+)
73115,Tumor (CD21+)
73116,Granulocyte
73117,Granulocyte
73118,Tumor (CD15+)
73119,CD4 T cell
73120,CD8 T cell
73121,Macrophage
73122,Tumor (CD21+)
73123,Tumor
73125,Granulocyte
73126,Granulocyte
73127,Granulocyte
73128,CD4 T cell
73129,Tumor (CD21+)
73130,Granulocyte
73131,Tumor (CD21+)
73132,Tumor (CD20+)
73133,Tumor
73134,Macrophage
73135,Granulocyte
73136,Naive immune cell
73137,Macrophage
73138,Granulocyte
73139,Tumor (Podo+)
73140,Tumor (Podo+)
73141,Granulocyte
73142,Macrophage
73143,CD4 T cell
73144,Macrophage
73145,Stromal / Fibroblast
73146,CD8 T cell
73147,Tumor (Podo+)
73148,Granulocyte
