region_id,cell_id,cluster
UPMC_c001_v001_r001_reg014,71220,1
UPMC_c001_v001_r001_reg014,71966,0
UPMC_c001_v001_r001_reg014,68362,1
UPMC_c001_v001_r001_reg014,72050,1
UPMC_c001_v001_r001_reg014,68017,1
UPMC_c001_v001_r001_reg014,71165,1
UPMC_c001_v001_r001_reg014,71615,1
UPMC_c001_v001_r001_reg014,67857,1
UPMC_c001_v001_r001_reg014,69163,1
UPMC_c001_v001_r001_reg014,68881,0
UPMC_c001_v001_r001_reg014,69501,1
UPMC_c001_v001_r001_reg014,69419,1
UPMC_c001_v001_r001_reg014,68425,1
UPMC_c001_v001_r001_reg014,68617,1
UPMC_c001_v001_r001_reg014,67849,1
UPMC_c001_v001_r001_reg014,70905,1
UPMC_c001_v001_r001_reg014,72210,1
UPMC_c001_v001_r001_reg014,69763,1
UPMC_c001_v001_r001_reg014,68387,1
UPMC_c001_v001_r001_reg014,72201,0
UPMC_c001_v001_r001_reg014,69091,1
UPMC_c001_v001_r001_reg014,67087,1
UPMC_c001_v001_r001_reg014,68128,1
UPMC_c001_v001_r001_reg014,73123,1
UPMC_c001_v001_r001_reg014,70524,1
UPMC_c001_v001_r001_reg014,70192,1
UPMC_c001_v001_r001_reg014,72679,1
UPMC_c001_v001_r001_reg014,69438,1
UPMC_c001_v001_r001_reg014,71080,0
UPMC_c001_v001_r001_reg014,67039,0
UPMC_c001_v001_r001_reg014,67552,1
UPMC_c001_v001_r001_reg014,72851,1
UPMC_c001_v001_r001_reg014,70487,1
UPMC_c001_v001_r001_reg014,69460,1
UPMC_c001_v001_r001_reg014,68311,1
UPMC_c001_v001_r001_reg014,70473,1
UPMC_c001_v001_r001_reg014,72214,0
UPMC_c001_v001_r001_reg014,68695,1
UPMC_c001_v001_r001_reg014,68504,1
UPMC_c001_v001_r001_reg014,70281,1
UPMC_c001_v001_r001_reg014,71938,1
UPMC_c001_v001_r001_reg014,68763,1
UPMC_c001_v001_r001_reg014,70103,0
UPMC_c001_v001_r001_reg014,69985,1
UPMC_c001_v001_r001_reg014,72879,1
UPMC_c001_v001_r001_reg014,72806,1
UPMC_c001_v001_r001_reg014,71011,0
UPMC_c001_v001_r001_reg014,71773,1
UPMC_c001_v001_r001_reg014,68401,1
UPMC_c001_v001_r001_reg014,70445,1
UPMC_c001_v001_r001_reg014,68697,1
UPMC_c001_v001_r001_reg014,67537,0
UPMC_c001_v001_r001_reg014,68344,1
UPMC_c001_v001_r001_reg014,69172,1
UPMC_c001_v001_r001_reg014,67186,1
UPMC_c001_v001_r001_reg014,67632,1
UPMC_c001_v001_r001_reg014,69043,1
